Kernel,C,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
linear,1,-21.0,19.1,-0.9,0.712,0.74,0.704,0.546,0.385,0.722,0.557,0.632,0.533,0.407,0.141,0.582,0.595,0.737,0.55,0.467,0.245,0.643
linear,5,-51.1,54.8,-0.5,0.728,0.604,0.767,0.513,0.343,0.685,0.562,0.484,0.587,0.346,0.061,0.535,0.646,0.526,0.683,0.417,0.186,0.605
linear,10,-66.4,74.7,8.4,0.802,0.221,0.979,0.338,0.346,0.6,0.754,0.116,0.957,0.168,0.1,0.536,0.772,0.105,0.983,0.182,0.198,0.544
linear,15,-87.1,94.6,10.4,0.796,0.179,0.983,0.291,0.316,0.581,0.759,0.105,0.967,0.156,0.118,0.536,0.772,0.105,0.983,0.182,0.198,0.544
