n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.783,0.068,1.0,0.121,0.177,0.534,0.765,0.084,0.98,0.147,0.157,0.532,0.785,0.105,1.0,0.19,0.286,0.553
200,None,0.5,0.78,0.082,0.992,0.144,0.177,0.537,0.79,0.179,0.983,0.29,0.309,0.581,0.772,0.105,0.983,0.182,0.198,0.544
200,None,0.75,0.773,0.082,0.983,0.142,0.164,0.533,0.77,0.147,0.967,0.235,0.21,0.557,0.772,0.105,0.983,0.182,0.198,0.544
200,None,None,0.779,0.095,0.988,0.164,0.199,0.541,0.78,0.189,0.967,0.293,0.264,0.578,0.772,0.105,0.983,0.182,0.198,0.544
400,None,0.25,0.78,0.054,1.0,0.099,0.158,0.527,0.775,0.095,0.99,0.163,0.198,0.542,0.772,0.053,1.0,0.1,0.201,0.526
400,None,0.5,0.78,0.082,0.992,0.144,0.177,0.537,0.79,0.179,0.983,0.29,0.309,0.581,0.772,0.105,0.983,0.182,0.198,0.544
400,None,0.75,0.776,0.082,0.988,0.144,0.183,0.535,0.775,0.126,0.98,0.213,0.224,0.553,0.772,0.105,0.983,0.182,0.198,0.544
400,None,None,0.779,0.095,0.988,0.164,0.199,0.541,0.78,0.179,0.97,0.281,0.265,0.574,0.772,0.105,0.983,0.182,0.198,0.544
600,None,0.25,0.78,0.054,1.0,0.099,0.158,0.527,0.775,0.095,0.99,0.167,0.218,0.542,0.759,0.053,0.983,0.095,0.098,0.518
600,None,0.5,0.773,0.069,0.988,0.119,0.138,0.528,0.782,0.168,0.977,0.271,0.273,0.573,0.772,0.105,0.983,0.182,0.198,0.544
600,None,0.75,0.776,0.082,0.988,0.144,0.183,0.535,0.777,0.147,0.977,0.241,0.24,0.562,0.772,0.105,0.983,0.182,0.198,0.544
600,None,None,0.776,0.082,0.988,0.144,0.183,0.535,0.772,0.147,0.97,0.236,0.214,0.559,0.772,0.105,0.983,0.182,0.198,0.544
800,None,0.25,0.78,0.054,1.0,0.099,0.158,0.527,0.775,0.095,0.99,0.167,0.216,0.542,0.759,0.053,0.983,0.095,0.098,0.518
800,None,0.5,0.773,0.069,0.988,0.119,0.138,0.528,0.785,0.168,0.98,0.273,0.288,0.574,0.772,0.105,0.983,0.182,0.198,0.544
800,None,0.75,0.773,0.069,0.988,0.119,0.138,0.528,0.777,0.147,0.977,0.241,0.24,0.562,0.772,0.105,0.983,0.182,0.198,0.544
800,None,None,0.779,0.095,0.988,0.164,0.199,0.541,0.775,0.158,0.97,0.251,0.23,0.564,0.772,0.105,0.983,0.182,0.198,0.544
1000,None,0.25,0.78,0.054,1.0,0.099,0.158,0.527,0.775,0.095,0.99,0.165,0.215,0.542,0.759,0.053,0.983,0.095,0.098,0.518
1000,None,0.5,0.773,0.069,0.988,0.119,0.138,0.528,0.785,0.158,0.983,0.261,0.286,0.571,0.772,0.105,0.983,0.182,0.198,0.544
1000,None,0.75,0.773,0.069,0.988,0.119,0.138,0.528,0.777,0.147,0.977,0.241,0.24,0.562,0.772,0.105,0.983,0.182,0.198,0.544
1000,None,None,0.776,0.082,0.988,0.144,0.183,0.535,0.772,0.158,0.967,0.25,0.221,0.562,0.772,0.105,0.983,0.182,0.198,0.544
