n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.78,0.069,0.996,0.119,0.158,0.532,0.792,0.168,0.99,0.261,0.27,0.579,0.797,0.211,0.983,0.333,0.34,0.597
200,None,0.5,0.792,0.11,1.0,0.187,0.254,0.555,0.777,0.179,0.967,0.272,0.245,0.573,0.785,0.211,0.967,0.32,0.286,0.589
200,None,0.75,0.78,0.11,0.983,0.177,0.173,0.546,0.79,0.221,0.97,0.334,0.307,0.596,0.823,0.316,0.983,0.462,0.45,0.65
200,None,None,0.786,0.124,0.987,0.194,0.195,0.556,0.777,0.211,0.957,0.312,0.261,0.584,0.785,0.158,0.983,0.261,0.275,0.571
400,None,0.25,0.783,0.069,1.0,0.122,0.178,0.534,0.782,0.137,0.987,0.218,0.222,0.562,0.797,0.211,0.983,0.333,0.34,0.597
400,None,0.5,0.786,0.096,0.996,0.164,0.222,0.546,0.795,0.232,0.973,0.351,0.335,0.602,0.797,0.263,0.967,0.385,0.346,0.615
400,None,0.75,0.783,0.11,0.987,0.18,0.205,0.549,0.782,0.2,0.967,0.304,0.28,0.583,0.81,0.263,0.983,0.4,0.398,0.623
400,None,None,0.786,0.124,0.987,0.194,0.195,0.556,0.78,0.211,0.96,0.314,0.269,0.585,0.81,0.263,0.983,0.4,0.398,0.623
600,None,0.25,0.783,0.069,1.0,0.122,0.178,0.534,0.78,0.137,0.983,0.217,0.211,0.56,0.81,0.263,0.983,0.4,0.398,0.623
600,None,0.5,0.783,0.096,0.992,0.164,0.208,0.544,0.79,0.211,0.973,0.323,0.311,0.592,0.772,0.158,0.967,0.25,0.219,0.562
600,None,0.75,0.776,0.096,0.983,0.159,0.167,0.54,0.792,0.221,0.973,0.337,0.321,0.597,0.797,0.211,0.983,0.333,0.34,0.597
600,None,None,0.78,0.096,0.987,0.155,0.16,0.542,0.785,0.232,0.96,0.34,0.293,0.596,0.797,0.211,0.983,0.333,0.34,0.597
800,None,0.25,0.783,0.069,1.0,0.122,0.178,0.534,0.777,0.126,0.983,0.203,0.198,0.555,0.81,0.263,0.983,0.4,0.398,0.623
800,None,0.5,0.776,0.069,0.992,0.119,0.144,0.53,0.797,0.242,0.973,0.364,0.345,0.608,0.785,0.211,0.967,0.32,0.286,0.589
800,None,0.75,0.783,0.11,0.987,0.185,0.225,0.549,0.787,0.211,0.97,0.322,0.295,0.59,0.797,0.263,0.967,0.385,0.346,0.615
800,None,None,0.783,0.11,0.987,0.18,0.205,0.549,0.775,0.2,0.957,0.297,0.244,0.578,0.81,0.263,0.983,0.4,0.398,0.623
1000,None,0.25,0.776,0.042,1.0,0.075,0.113,0.521,0.78,0.137,0.983,0.218,0.213,0.56,0.81,0.263,0.983,0.4,0.398,0.623
1000,None,0.5,0.78,0.083,0.992,0.139,0.162,0.537,0.792,0.221,0.973,0.338,0.322,0.597,0.785,0.211,0.967,0.32,0.286,0.589
1000,None,0.75,0.786,0.11,0.992,0.189,0.242,0.551,0.785,0.211,0.967,0.319,0.286,0.589,0.81,0.263,0.983,0.4,0.398,0.623
1000,None,None,0.786,0.123,0.987,0.202,0.225,0.555,0.785,0.221,0.963,0.327,0.286,0.592,0.797,0.211,0.983,0.333,0.34,0.597
