n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.792,0.138,0.992,0.234,0.286,0.565,0.787,0.137,0.993,0.235,0.289,0.565,0.759,0.053,0.983,0.095,0.098,0.518
200,None,0.5,0.786,0.111,0.992,0.187,0.221,0.552,0.79,0.179,0.983,0.287,0.305,0.581,0.797,0.211,0.983,0.333,0.34,0.597
200,None,0.75,0.78,0.125,0.979,0.204,0.204,0.552,0.787,0.232,0.963,0.343,0.303,0.597,0.81,0.316,0.967,0.444,0.4,0.641
200,None,None,0.786,0.137,0.983,0.22,0.229,0.56,0.78,0.221,0.957,0.324,0.271,0.589,0.785,0.211,0.967,0.32,0.286,0.589
400,None,0.25,0.786,0.111,0.992,0.187,0.221,0.552,0.777,0.147,0.977,0.238,0.233,0.562,0.797,0.211,0.983,0.333,0.34,0.597
400,None,0.5,0.789,0.125,0.992,0.208,0.243,0.558,0.772,0.137,0.973,0.22,0.202,0.555,0.797,0.263,0.967,0.385,0.346,0.615
400,None,0.75,0.786,0.138,0.983,0.229,0.263,0.561,0.782,0.211,0.963,0.314,0.27,0.587,0.797,0.263,0.967,0.385,0.346,0.615
400,None,None,0.783,0.137,0.979,0.221,0.222,0.558,0.78,0.221,0.957,0.323,0.27,0.589,0.797,0.263,0.967,0.385,0.346,0.615
600,None,0.25,0.78,0.084,0.992,0.146,0.183,0.538,0.782,0.147,0.983,0.242,0.255,0.565,0.772,0.105,0.983,0.182,0.198,0.544
600,None,0.5,0.786,0.11,0.992,0.189,0.225,0.551,0.777,0.168,0.97,0.266,0.243,0.569,0.785,0.211,0.967,0.32,0.286,0.589
600,None,0.75,0.786,0.138,0.983,0.223,0.236,0.561,0.785,0.221,0.963,0.329,0.286,0.592,0.797,0.263,0.967,0.385,0.346,0.615
600,None,None,0.783,0.124,0.983,0.203,0.214,0.554,0.787,0.253,0.957,0.363,0.309,0.605,0.785,0.211,0.967,0.32,0.286,0.589
800,None,0.25,0.78,0.083,0.992,0.143,0.185,0.537,0.78,0.147,0.98,0.24,0.244,0.564,0.797,0.211,0.983,0.333,0.34,0.597
800,None,0.5,0.789,0.125,0.992,0.209,0.241,0.558,0.777,0.179,0.967,0.278,0.246,0.573,0.785,0.211,0.967,0.32,0.286,0.589
800,None,0.75,0.786,0.125,0.988,0.207,0.228,0.556,0.782,0.211,0.963,0.314,0.27,0.587,0.797,0.263,0.967,0.385,0.346,0.615
800,None,None,0.789,0.138,0.988,0.226,0.243,0.563,0.782,0.221,0.96,0.327,0.28,0.591,0.785,0.211,0.967,0.32,0.286,0.589
1000,None,0.25,0.78,0.083,0.992,0.143,0.185,0.537,0.782,0.158,0.98,0.256,0.26,0.569,0.797,0.211,0.983,0.333,0.34,0.597
1000,None,0.5,0.792,0.139,0.992,0.229,0.259,0.565,0.775,0.168,0.967,0.264,0.232,0.568,0.785,0.211,0.967,0.32,0.286,0.589
1000,None,0.75,0.789,0.125,0.992,0.209,0.241,0.558,0.785,0.221,0.963,0.329,0.286,0.592,0.797,0.263,0.967,0.385,0.346,0.615
1000,None,None,0.789,0.138,0.988,0.225,0.245,0.563,0.782,0.221,0.96,0.327,0.28,0.591,0.785,0.211,0.967,0.32,0.286,0.589
