n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.783,0.083,0.996,0.146,0.205,0.539,0.78,0.116,0.99,0.201,0.249,0.553,0.772,0.105,0.983,0.182,0.198,0.544
200,None,0.5,0.78,0.096,0.987,0.168,0.204,0.542,0.78,0.137,0.983,0.229,0.244,0.56,0.785,0.158,0.983,0.261,0.275,0.571
200,None,0.75,0.773,0.082,0.983,0.135,0.136,0.533,0.777,0.147,0.977,0.241,0.237,0.562,0.772,0.105,0.983,0.182,0.198,0.544
200,None,None,0.779,0.109,0.983,0.182,0.201,0.546,0.77,0.158,0.963,0.246,0.207,0.561,0.772,0.105,0.983,0.182,0.198,0.544
400,None,0.25,0.776,0.069,0.992,0.125,0.195,0.53,0.78,0.116,0.99,0.203,0.257,0.553,0.785,0.105,1.0,0.19,0.286,0.553
400,None,0.5,0.776,0.096,0.983,0.162,0.169,0.54,0.78,0.137,0.983,0.231,0.252,0.56,0.797,0.211,0.983,0.333,0.34,0.597
400,None,0.75,0.78,0.11,0.983,0.18,0.2,0.546,0.785,0.158,0.983,0.26,0.28,0.571,0.772,0.105,0.983,0.182,0.198,0.544
400,None,None,0.779,0.109,0.983,0.182,0.201,0.546,0.777,0.158,0.973,0.254,0.246,0.566,0.81,0.263,0.983,0.4,0.398,0.623
600,None,0.25,0.773,0.054,0.992,0.102,0.164,0.523,0.777,0.105,0.99,0.185,0.24,0.548,0.785,0.105,1.0,0.19,0.286,0.553
600,None,0.5,0.773,0.082,0.983,0.139,0.138,0.533,0.78,0.126,0.987,0.217,0.255,0.556,0.772,0.105,0.983,0.182,0.198,0.544
600,None,0.75,0.78,0.11,0.983,0.18,0.2,0.546,0.78,0.168,0.973,0.268,0.255,0.571,0.785,0.158,0.983,0.261,0.275,0.571
600,None,None,0.779,0.109,0.983,0.182,0.201,0.546,0.775,0.168,0.967,0.264,0.232,0.568,0.785,0.158,0.983,0.261,0.275,0.571
800,None,0.25,0.773,0.041,0.996,0.077,0.124,0.518,0.775,0.095,0.99,0.167,0.218,0.542,0.785,0.105,1.0,0.19,0.286,0.553
800,None,0.5,0.77,0.069,0.983,0.117,0.118,0.526,0.777,0.126,0.983,0.214,0.239,0.555,0.772,0.105,0.983,0.182,0.198,0.544
800,None,0.75,0.779,0.095,0.988,0.164,0.199,0.541,0.78,0.168,0.973,0.268,0.255,0.571,0.785,0.158,0.983,0.261,0.275,0.571
800,None,None,0.779,0.109,0.983,0.182,0.201,0.546,0.775,0.168,0.967,0.264,0.232,0.568,0.772,0.105,0.983,0.182,0.198,0.544
1000,None,0.25,0.776,0.042,1.0,0.075,0.113,0.521,0.775,0.095,0.99,0.167,0.218,0.542,0.785,0.105,1.0,0.19,0.286,0.553
1000,None,0.5,0.773,0.069,0.988,0.119,0.138,0.528,0.782,0.137,0.987,0.233,0.268,0.562,0.785,0.158,0.983,0.261,0.275,0.571
1000,None,0.75,0.776,0.082,0.988,0.144,0.183,0.535,0.78,0.168,0.973,0.268,0.255,0.571,0.785,0.158,0.983,0.261,0.275,0.571
1000,None,None,0.776,0.095,0.983,0.16,0.181,0.539,0.777,0.168,0.97,0.266,0.243,0.569,0.785,0.158,0.983,0.261,0.275,0.571
