n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.796,0.15,0.992,0.244,0.273,0.571,0.79,0.147,0.993,0.25,0.308,0.57,0.785,0.158,0.983,0.261,0.275,0.571
200,None,0.5,0.786,0.191,0.967,0.282,0.244,0.579,0.78,0.168,0.973,0.263,0.251,0.571,0.785,0.211,0.967,0.32,0.286,0.589
200,None,0.75,0.792,0.205,0.971,0.308,0.286,0.588,0.787,0.242,0.96,0.35,0.306,0.601,0.823,0.368,0.967,0.5,0.451,0.668
200,None,None,0.789,0.191,0.971,0.29,0.265,0.581,0.803,0.305,0.96,0.418,0.365,0.633,0.823,0.368,0.967,0.5,0.451,0.668
400,None,0.25,0.805,0.165,1.0,0.271,0.324,0.582,0.797,0.179,0.993,0.294,0.346,0.586,0.797,0.158,1.0,0.273,0.353,0.579
400,None,0.5,0.789,0.165,0.979,0.258,0.244,0.572,0.787,0.211,0.97,0.314,0.29,0.59,0.797,0.263,0.967,0.385,0.346,0.615
400,None,0.75,0.799,0.191,0.983,0.293,0.285,0.587,0.787,0.253,0.957,0.359,0.306,0.605,0.823,0.368,0.967,0.5,0.451,0.668
400,None,None,0.786,0.179,0.971,0.275,0.251,0.575,0.797,0.284,0.96,0.398,0.347,0.622,0.835,0.421,0.967,0.552,0.498,0.694
600,None,0.25,0.802,0.165,0.996,0.267,0.309,0.58,0.797,0.189,0.99,0.3,0.345,0.59,0.785,0.158,0.983,0.261,0.275,0.571
600,None,0.5,0.792,0.178,0.979,0.273,0.257,0.579,0.785,0.189,0.973,0.29,0.275,0.581,0.81,0.316,0.967,0.444,0.4,0.641
600,None,0.75,0.799,0.191,0.983,0.293,0.285,0.587,0.782,0.232,0.957,0.332,0.28,0.594,0.823,0.368,0.967,0.5,0.451,0.668
600,None,None,0.792,0.192,0.975,0.297,0.287,0.584,0.792,0.263,0.96,0.375,0.327,0.612,0.823,0.368,0.967,0.5,0.451,0.668
800,None,0.25,0.802,0.165,0.996,0.267,0.309,0.58,0.8,0.189,0.993,0.307,0.358,0.591,0.772,0.158,0.967,0.25,0.219,0.562
800,None,0.5,0.796,0.178,0.983,0.273,0.271,0.581,0.787,0.2,0.973,0.301,0.286,0.587,0.797,0.263,0.967,0.385,0.346,0.615
800,None,0.75,0.796,0.191,0.979,0.289,0.273,0.585,0.78,0.232,0.953,0.331,0.272,0.592,0.835,0.421,0.967,0.552,0.498,0.694
800,None,None,0.792,0.192,0.975,0.297,0.287,0.584,0.79,0.263,0.957,0.372,0.318,0.61,0.823,0.368,0.967,0.5,0.451,0.668
1000,None,0.25,0.802,0.165,0.996,0.267,0.309,0.58,0.797,0.179,0.993,0.294,0.346,0.586,0.785,0.158,0.983,0.261,0.275,0.571
1000,None,0.5,0.796,0.165,0.988,0.262,0.275,0.576,0.785,0.189,0.973,0.287,0.273,0.581,0.797,0.263,0.967,0.385,0.346,0.615
1000,None,0.75,0.792,0.178,0.979,0.273,0.257,0.579,0.785,0.232,0.96,0.337,0.29,0.596,0.823,0.368,0.967,0.5,0.451,0.668
1000,None,None,0.786,0.192,0.967,0.29,0.264,0.58,0.795,0.274,0.96,0.387,0.338,0.617,0.835,0.421,0.967,0.552,0.498,0.694
