activation,layers,learning_rate,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
relu,"(25,)",0.1,0.915,0.964,0.867,0.921,0.838,0.915,0.86,0.655,0.914,0.661,0.58,0.784,0.868,0.636,0.929,0.667,0.586,0.782
relu,"(25,)",0.01,0.921,0.97,0.873,0.926,0.849,0.921,0.864,0.636,0.924,0.662,0.588,0.78,0.906,0.727,0.952,0.762,0.704,0.84
relu,"(25,)",0.001,0.918,0.97,0.867,0.924,0.844,0.918,0.875,0.655,0.933,0.689,0.62,0.794,0.906,0.727,0.952,0.762,0.704,0.84
relu,"(25,)",0.0001,0.906,0.946,0.867,0.911,0.818,0.906,0.875,0.673,0.929,0.692,0.616,0.801,0.887,0.636,0.952,0.7,0.636,0.794
relu,"(50,)",0.1,0.931,0.964,0.897,0.934,0.868,0.931,0.823,0.636,0.871,0.599,0.488,0.754,0.868,0.727,0.905,0.696,0.612,0.816
relu,"(50,)",0.01,0.934,0.976,0.891,0.938,0.873,0.934,0.838,0.691,0.876,0.64,0.54,0.784,0.868,0.727,0.905,0.696,0.612,0.816
relu,"(50,)",0.001,0.934,0.964,0.903,0.937,0.871,0.933,0.838,0.727,0.867,0.651,0.552,0.797,0.83,0.636,0.881,0.609,0.501,0.759
relu,"(50,)",0.0001,0.925,0.958,0.891,0.928,0.853,0.925,0.86,0.745,0.89,0.687,0.603,0.818,0.868,0.636,0.929,0.667,0.586,0.782
relu,"(75,)",0.1,0.91,0.97,0.849,0.916,0.829,0.909,0.845,0.855,0.843,0.7,0.62,0.849,0.887,0.818,0.905,0.75,0.681,0.861
relu,"(75,)",0.01,0.931,0.97,0.891,0.935,0.869,0.931,0.864,0.636,0.924,0.661,0.58,0.78,0.906,0.727,0.952,0.762,0.704,0.84
relu,"(75,)",0.001,0.931,0.982,0.879,0.936,0.871,0.93,0.853,0.636,0.91,0.641,0.552,0.773,0.887,0.636,0.952,0.7,0.636,0.794
relu,"(75,)",0.0001,0.921,0.982,0.861,0.928,0.854,0.921,0.86,0.655,0.914,0.659,0.575,0.784,0.868,0.636,0.929,0.667,0.586,0.782
relu,"(100,)",0.1,0.897,0.958,0.837,0.905,0.805,0.897,0.808,0.655,0.848,0.586,0.468,0.751,0.849,0.818,0.857,0.692,0.608,0.838
relu,"(100,)",0.01,0.94,0.994,0.885,0.944,0.886,0.94,0.857,0.745,0.886,0.684,0.6,0.816,0.906,0.727,0.952,0.762,0.704,0.84
relu,"(100,)",0.001,0.937,0.988,0.885,0.941,0.881,0.937,0.849,0.782,0.867,0.682,0.596,0.824,0.887,0.818,0.905,0.75,0.681,0.861
relu,"(100,)",0.0001,0.94,0.982,0.897,0.944,0.885,0.94,0.823,0.8,0.829,0.65,0.556,0.814,0.887,0.818,0.905,0.75,0.681,0.861
relu,"(125,)",0.1,0.901,0.958,0.843,0.906,0.813,0.9,0.872,0.8,0.89,0.723,0.65,0.845,0.925,0.909,0.929,0.833,0.79,0.919
relu,"(125,)",0.01,0.949,0.976,0.921,0.951,0.902,0.949,0.868,0.709,0.91,0.69,0.607,0.809,0.887,0.727,0.929,0.727,0.656,0.828
relu,"(125,)",0.001,0.928,0.958,0.897,0.932,0.861,0.928,0.872,0.727,0.91,0.701,0.621,0.818,0.868,0.727,0.905,0.696,0.612,0.816
relu,"(125,)",0.0001,0.925,0.964,0.885,0.93,0.857,0.924,0.879,0.691,0.929,0.704,0.629,0.81,0.887,0.727,0.929,0.727,0.656,0.828
relu,"(150,)",0.1,0.9,0.964,0.837,0.908,0.811,0.9,0.834,0.8,0.843,0.667,0.583,0.821,0.755,0.636,0.786,0.519,0.373,0.711
relu,"(150,)",0.01,0.961,1.0,0.921,0.963,0.926,0.961,0.875,0.709,0.919,0.704,0.628,0.814,0.887,0.636,0.952,0.7,0.636,0.794
relu,"(150,)",0.001,0.937,0.976,0.897,0.94,0.877,0.937,0.875,0.673,0.929,0.69,0.616,0.801,0.887,0.636,0.952,0.7,0.636,0.794
relu,"(150,)",0.0001,0.934,0.976,0.891,0.938,0.872,0.934,0.887,0.691,0.938,0.717,0.649,0.815,0.868,0.636,0.929,0.667,0.586,0.782
relu,"(175,)",0.1,0.913,0.988,0.837,0.92,0.837,0.912,0.853,0.836,0.857,0.703,0.631,0.847,0.849,0.818,0.857,0.692,0.608,0.838
relu,"(175,)",0.01,0.952,0.994,0.909,0.955,0.909,0.952,0.86,0.655,0.914,0.663,0.577,0.784,0.887,0.636,0.952,0.7,0.636,0.794
relu,"(175,)",0.001,0.942,0.988,0.897,0.947,0.893,0.942,0.883,0.691,0.933,0.712,0.643,0.812,0.925,0.727,0.976,0.8,0.76,0.852
relu,"(175,)",0.0001,0.936,0.982,0.891,0.941,0.881,0.937,0.891,0.727,0.933,0.735,0.672,0.83,0.906,0.727,0.952,0.762,0.704,0.84
relu,"(200,)",0.1,0.907,0.952,0.861,0.911,0.82,0.906,0.838,0.782,0.852,0.667,0.576,0.817,0.83,0.818,0.833,0.667,0.576,0.826
relu,"(200,)",0.01,0.952,0.994,0.909,0.955,0.908,0.952,0.864,0.709,0.905,0.685,0.603,0.807,0.868,0.636,0.929,0.667,0.586,0.782
relu,"(200,)",0.001,0.949,0.988,0.909,0.953,0.902,0.949,0.875,0.691,0.924,0.701,0.631,0.807,0.906,0.727,0.952,0.762,0.704,0.84
relu,"(200,)",0.0001,0.936,0.976,0.897,0.942,0.878,0.936,0.864,0.709,0.905,0.685,0.605,0.807,0.887,0.636,0.952,0.7,0.636,0.794
relu,"(225,)",0.1,0.919,0.982,0.855,0.924,0.847,0.919,0.823,0.818,0.824,0.658,0.566,0.821,0.792,0.727,0.81,0.593,0.474,0.768
relu,"(225,)",0.01,0.949,0.982,0.915,0.951,0.903,0.949,0.853,0.691,0.895,0.662,0.571,0.793,0.887,0.727,0.929,0.727,0.656,0.828
relu,"(225,)",0.001,0.946,0.988,0.903,0.95,0.898,0.946,0.838,0.655,0.886,0.627,0.529,0.77,0.849,0.636,0.905,0.636,0.541,0.771
relu,"(225,)",0.0001,0.943,0.982,0.903,0.947,0.891,0.943,0.834,0.655,0.881,0.622,0.522,0.768,0.849,0.636,0.905,0.636,0.541,0.771
relu,"(250,)",0.1,0.907,0.982,0.831,0.914,0.824,0.906,0.815,0.8,0.819,0.65,0.554,0.81,0.887,0.909,0.881,0.769,0.711,0.895
relu,"(250,)",0.01,0.943,0.976,0.909,0.945,0.889,0.943,0.864,0.636,0.924,0.663,0.584,0.78,0.887,0.636,0.952,0.7,0.636,0.794
relu,"(250,)",0.001,0.94,0.988,0.891,0.944,0.887,0.94,0.883,0.636,0.948,0.693,0.629,0.792,0.906,0.636,0.976,0.737,0.694,0.806
relu,"(250,)",0.0001,0.937,0.994,0.879,0.942,0.882,0.937,0.875,0.636,0.938,0.68,0.608,0.787,0.906,0.636,0.976,0.737,0.694,0.806
relu,"(275,)",0.1,0.916,0.976,0.855,0.921,0.84,0.916,0.826,0.8,0.833,0.656,0.565,0.817,0.943,1.0,0.929,0.88,0.854,0.964
relu,"(275,)",0.01,0.955,0.994,0.915,0.957,0.914,0.955,0.849,0.691,0.89,0.655,0.562,0.791,0.868,0.636,0.929,0.667,0.586,0.782
relu,"(275,)",0.001,0.94,0.982,0.897,0.944,0.885,0.94,0.842,0.673,0.886,0.638,0.541,0.779,0.906,0.727,0.952,0.762,0.704,0.84
relu,"(275,)",0.0001,0.937,0.97,0.903,0.94,0.877,0.937,0.838,0.691,0.876,0.64,0.545,0.784,0.906,0.727,0.952,0.762,0.704,0.84
relu,"(300,)",0.1,0.904,0.988,0.819,0.913,0.82,0.904,0.819,0.818,0.819,0.654,0.559,0.819,0.811,0.818,0.81,0.643,0.545,0.814
relu,"(300,)",0.01,0.943,0.994,0.891,0.947,0.892,0.943,0.857,0.655,0.91,0.655,0.568,0.782,0.887,0.636,0.952,0.7,0.636,0.794
relu,"(300,)",0.001,0.937,0.982,0.891,0.941,0.881,0.937,0.853,0.6,0.919,0.63,0.546,0.76,0.887,0.636,0.952,0.7,0.636,0.794
relu,"(300,)",0.0001,0.931,0.976,0.885,0.935,0.867,0.931,0.823,0.509,0.905,0.545,0.446,0.707,0.849,0.455,0.952,0.556,0.487,0.703
relu,"(25,5)",0.1,0.916,0.97,0.861,0.921,0.84,0.915,0.868,0.764,0.895,0.703,0.632,0.829,0.906,0.727,0.952,0.762,0.704,0.84
relu,"(25,5)",0.01,0.922,0.97,0.873,0.926,0.849,0.921,0.883,0.709,0.929,0.713,0.641,0.819,0.887,0.636,0.952,0.7,0.636,0.794
relu,"(25,5)",0.001,0.912,0.97,0.855,0.919,0.834,0.912,0.804,0.636,0.848,0.574,0.453,0.742,0.811,0.545,0.881,0.545,0.426,0.713
relu,"(25,5)",0.0001,0.891,0.976,0.806,0.901,0.797,0.891,0.785,0.673,0.814,0.562,0.436,0.744,0.811,0.545,0.881,0.545,0.426,0.713
relu,"(50,10)",0.1,0.943,0.994,0.891,0.946,0.892,0.943,0.808,0.727,0.829,0.617,0.506,0.778,0.849,0.545,0.929,0.6,0.512,0.737
relu,"(50,10)",0.01,0.946,1.0,0.891,0.95,0.899,0.946,0.789,0.655,0.824,0.565,0.439,0.739,0.887,0.818,0.905,0.75,0.681,0.861
relu,"(50,10)",0.001,0.943,0.976,0.909,0.946,0.892,0.943,0.796,0.655,0.833,0.571,0.448,0.744,0.811,0.636,0.857,0.583,0.465,0.747
relu,"(50,10)",0.0001,0.934,0.976,0.891,0.939,0.876,0.933,0.796,0.636,0.838,0.561,0.438,0.737,0.792,0.636,0.833,0.56,0.432,0.735
relu,"(75,15)",0.1,0.918,0.958,0.879,0.922,0.845,0.919,0.875,0.782,0.9,0.724,0.655,0.841,0.906,0.909,0.905,0.8,0.749,0.907
