n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.898,0.929,0.867,0.901,0.799,0.898,0.79,0.526,0.873,0.547,0.414,0.7,0.785,0.474,0.883,0.514,0.38,0.679
200,None,0.5,0.898,0.938,0.858,0.902,0.8,0.898,0.78,0.516,0.863,0.528,0.386,0.69,0.785,0.474,0.883,0.514,0.38,0.679
200,None,0.75,0.89,0.925,0.854,0.893,0.781,0.89,0.787,0.579,0.853,0.567,0.429,0.716,0.772,0.368,0.9,0.438,0.309,0.634
200,None,None,0.888,0.925,0.85,0.892,0.778,0.888,0.762,0.558,0.827,0.529,0.373,0.692,0.81,0.579,0.883,0.595,0.471,0.731
400,None,0.25,0.912,0.946,0.879,0.916,0.828,0.912,0.79,0.537,0.87,0.55,0.415,0.703,0.797,0.474,0.9,0.529,0.407,0.687
400,None,0.5,0.908,0.954,0.862,0.912,0.821,0.908,0.785,0.547,0.86,0.549,0.408,0.704,0.81,0.579,0.883,0.595,0.471,0.731
400,None,0.75,0.89,0.925,0.854,0.893,0.781,0.89,0.79,0.558,0.863,0.561,0.424,0.711,0.81,0.579,0.883,0.595,0.471,0.731
400,None,None,0.894,0.929,0.858,0.897,0.79,0.894,0.782,0.568,0.85,0.556,0.415,0.709,0.81,0.579,0.883,0.595,0.471,0.731
600,None,0.25,0.915,0.942,0.888,0.917,0.831,0.915,0.803,0.526,0.89,0.562,0.438,0.708,0.797,0.474,0.9,0.529,0.407,0.687
600,None,0.5,0.906,0.946,0.867,0.91,0.816,0.906,0.787,0.547,0.863,0.551,0.412,0.705,0.823,0.579,0.9,0.611,0.498,0.739
600,None,0.75,0.9,0.938,0.862,0.904,0.803,0.9,0.79,0.568,0.86,0.565,0.43,0.714,0.797,0.526,0.883,0.556,0.426,0.705
600,None,None,0.89,0.921,0.858,0.893,0.782,0.89,0.78,0.558,0.85,0.549,0.405,0.704,0.823,0.579,0.9,0.611,0.498,0.739
800,None,0.25,0.908,0.938,0.879,0.911,0.819,0.908,0.803,0.516,0.893,0.556,0.434,0.705,0.835,0.579,0.917,0.629,0.527,0.748
800,None,0.5,0.908,0.946,0.871,0.912,0.82,0.908,0.78,0.537,0.857,0.539,0.395,0.697,0.797,0.526,0.883,0.556,0.426,0.705
800,None,0.75,0.9,0.938,0.862,0.904,0.803,0.9,0.785,0.558,0.857,0.554,0.415,0.707,0.823,0.579,0.9,0.611,0.498,0.739
800,None,None,0.896,0.933,0.858,0.9,0.795,0.896,0.775,0.547,0.847,0.538,0.39,0.697,0.81,0.632,0.867,0.615,0.49,0.749
1000,None,0.25,0.91,0.942,0.879,0.914,0.823,0.91,0.808,0.526,0.897,0.57,0.451,0.711,0.835,0.526,0.933,0.606,0.514,0.73
1000,None,0.5,0.906,0.946,0.867,0.91,0.816,0.906,0.782,0.516,0.867,0.531,0.39,0.691,0.797,0.526,0.883,0.556,0.426,0.705
1000,None,0.75,0.902,0.946,0.858,0.906,0.808,0.902,0.787,0.558,0.86,0.559,0.421,0.709,0.81,0.579,0.883,0.595,0.471,0.731
1000,None,None,0.896,0.929,0.862,0.899,0.794,0.896,0.782,0.568,0.85,0.556,0.414,0.709,0.81,0.632,0.867,0.615,0.49,0.749
