n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.881,0.875,0.888,0.88,0.766,0.881,0.782,0.421,0.897,0.482,0.356,0.659,0.797,0.474,0.9,0.529,0.407,0.687
200,None,0.5,0.869,0.883,0.854,0.87,0.739,0.869,0.777,0.474,0.873,0.503,0.363,0.674,0.81,0.474,0.917,0.545,0.437,0.695
200,None,0.75,0.865,0.883,0.846,0.867,0.732,0.865,0.757,0.442,0.857,0.47,0.314,0.649,0.785,0.421,0.9,0.485,0.359,0.661
200,None,None,0.856,0.875,0.838,0.858,0.714,0.856,0.757,0.463,0.85,0.478,0.321,0.657,0.81,0.474,0.917,0.545,0.437,0.695
400,None,0.25,0.875,0.875,0.875,0.874,0.752,0.875,0.772,0.411,0.887,0.465,0.329,0.649,0.81,0.421,0.933,0.516,0.422,0.677
400,None,0.5,0.86,0.875,0.846,0.861,0.723,0.86,0.772,0.442,0.877,0.482,0.34,0.659,0.785,0.421,0.9,0.485,0.359,0.661
400,None,0.75,0.856,0.883,0.829,0.86,0.716,0.856,0.762,0.453,0.86,0.477,0.325,0.656,0.81,0.474,0.917,0.545,0.437,0.695
400,None,None,0.854,0.883,0.825,0.858,0.711,0.854,0.762,0.463,0.857,0.484,0.331,0.66,0.797,0.421,0.917,0.5,0.389,0.669
600,None,0.25,0.871,0.871,0.871,0.87,0.745,0.871,0.759,0.379,0.88,0.431,0.288,0.629,0.772,0.368,0.9,0.438,0.309,0.634
600,None,0.5,0.867,0.879,0.854,0.867,0.735,0.867,0.765,0.432,0.87,0.468,0.321,0.651,0.81,0.474,0.917,0.545,0.437,0.695
600,None,0.75,0.858,0.875,0.842,0.86,0.719,0.858,0.759,0.442,0.86,0.47,0.318,0.651,0.785,0.421,0.9,0.485,0.359,0.661
600,None,None,0.844,0.862,0.825,0.846,0.689,0.844,0.754,0.463,0.847,0.476,0.316,0.655,0.785,0.421,0.9,0.485,0.359,0.661
800,None,0.25,0.881,0.879,0.883,0.88,0.765,0.881,0.78,0.432,0.89,0.484,0.352,0.661,0.759,0.316,0.9,0.387,0.257,0.608
800,None,0.5,0.869,0.883,0.854,0.87,0.74,0.869,0.762,0.421,0.87,0.461,0.313,0.646,0.797,0.474,0.9,0.529,0.407,0.687
800,None,0.75,0.867,0.888,0.846,0.869,0.736,0.867,0.754,0.432,0.857,0.459,0.303,0.644,0.797,0.474,0.9,0.529,0.407,0.687
800,None,None,0.85,0.867,0.833,0.852,0.701,0.85,0.757,0.484,0.843,0.489,0.33,0.664,0.785,0.421,0.9,0.485,0.359,0.661
1000,None,0.25,0.883,0.875,0.892,0.882,0.77,0.883,0.775,0.421,0.887,0.473,0.337,0.654,0.759,0.316,0.9,0.387,0.257,0.608
1000,None,0.5,0.867,0.883,0.85,0.868,0.735,0.867,0.762,0.421,0.87,0.46,0.312,0.646,0.785,0.368,0.917,0.452,0.339,0.643
1000,None,0.75,0.865,0.888,0.842,0.867,0.732,0.865,0.757,0.442,0.857,0.468,0.313,0.649,0.785,0.421,0.9,0.485,0.359,0.661
1000,None,None,0.854,0.883,0.825,0.858,0.711,0.854,0.759,0.484,0.847,0.491,0.334,0.665,0.797,0.421,0.917,0.5,0.389,0.669
