n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.877,0.896,0.858,0.878,0.757,0.877,0.772,0.495,0.86,0.508,0.363,0.677,0.785,0.526,0.867,0.541,0.4,0.696
200,None,0.5,0.862,0.883,0.842,0.865,0.729,0.862,0.752,0.505,0.83,0.496,0.333,0.668,0.747,0.474,0.833,0.474,0.307,0.654
200,None,0.75,0.858,0.879,0.838,0.86,0.721,0.858,0.752,0.505,0.83,0.495,0.332,0.668,0.797,0.579,0.867,0.579,0.446,0.723
200,None,None,0.86,0.888,0.833,0.863,0.725,0.86,0.737,0.526,0.803,0.489,0.315,0.665,0.759,0.526,0.833,0.513,0.354,0.68
400,None,0.25,0.885,0.9,0.871,0.886,0.776,0.885,0.762,0.495,0.847,0.498,0.344,0.671,0.797,0.526,0.883,0.556,0.426,0.705
400,None,0.5,0.869,0.883,0.854,0.869,0.741,0.869,0.747,0.505,0.823,0.49,0.323,0.664,0.759,0.526,0.833,0.513,0.354,0.68
400,None,0.75,0.862,0.888,0.838,0.865,0.729,0.862,0.752,0.516,0.827,0.499,0.336,0.671,0.759,0.474,0.85,0.486,0.33,0.662
400,None,None,0.848,0.879,0.817,0.851,0.7,0.848,0.757,0.558,0.82,0.524,0.363,0.689,0.747,0.526,0.817,0.5,0.332,0.671
600,None,0.25,0.883,0.892,0.875,0.883,0.77,0.883,0.765,0.505,0.847,0.507,0.354,0.676,0.797,0.474,0.9,0.529,0.407,0.687
600,None,0.5,0.871,0.883,0.858,0.871,0.745,0.871,0.757,0.516,0.833,0.506,0.346,0.675,0.747,0.474,0.833,0.474,0.307,0.654
600,None,0.75,0.862,0.888,0.838,0.865,0.729,0.862,0.757,0.516,0.833,0.505,0.344,0.675,0.759,0.474,0.85,0.486,0.33,0.662
600,None,None,0.852,0.883,0.821,0.856,0.708,0.852,0.759,0.568,0.82,0.531,0.373,0.694,0.772,0.526,0.85,0.526,0.376,0.688
800,None,0.25,0.883,0.896,0.871,0.884,0.77,0.883,0.765,0.505,0.847,0.507,0.354,0.676,0.772,0.474,0.867,0.5,0.354,0.67
800,None,0.5,0.871,0.888,0.854,0.872,0.746,0.871,0.752,0.516,0.827,0.5,0.337,0.671,0.759,0.474,0.85,0.486,0.33,0.662
800,None,0.75,0.854,0.879,0.829,0.857,0.713,0.854,0.754,0.526,0.827,0.507,0.345,0.676,0.759,0.474,0.85,0.486,0.33,0.662
800,None,None,0.85,0.875,0.825,0.853,0.703,0.85,0.754,0.547,0.82,0.516,0.354,0.684,0.759,0.526,0.833,0.513,0.354,0.68
1000,None,0.25,0.885,0.904,0.867,0.886,0.775,0.885,0.759,0.495,0.843,0.497,0.34,0.669,0.772,0.474,0.867,0.5,0.354,0.67
1000,None,0.5,0.867,0.888,0.846,0.869,0.737,0.867,0.752,0.516,0.827,0.5,0.336,0.671,0.759,0.474,0.85,0.486,0.33,0.662
1000,None,0.75,0.852,0.879,0.825,0.855,0.708,0.852,0.754,0.516,0.83,0.501,0.339,0.673,0.759,0.474,0.85,0.486,0.33,0.662
1000,None,None,0.852,0.879,0.825,0.855,0.708,0.852,0.754,0.537,0.823,0.512,0.349,0.68,0.759,0.526,0.833,0.513,0.354,0.68
