n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.89,0.917,0.862,0.892,0.782,0.89,0.767,0.505,0.85,0.511,0.359,0.678,0.81,0.526,0.9,0.571,0.453,0.713
200,None,0.5,0.888,0.908,0.867,0.889,0.777,0.888,0.775,0.495,0.863,0.514,0.369,0.679,0.759,0.474,0.85,0.486,0.33,0.662
200,None,0.75,0.879,0.908,0.85,0.882,0.761,0.879,0.767,0.484,0.857,0.501,0.352,0.67,0.797,0.526,0.883,0.556,0.426,0.705
200,None,None,0.877,0.904,0.85,0.88,0.757,0.877,0.777,0.526,0.857,0.531,0.387,0.691,0.797,0.526,0.883,0.556,0.426,0.705
400,None,0.25,0.892,0.921,0.862,0.895,0.788,0.892,0.762,0.463,0.857,0.485,0.333,0.66,0.785,0.421,0.9,0.485,0.359,0.661
400,None,0.5,0.892,0.921,0.862,0.894,0.786,0.892,0.78,0.505,0.867,0.526,0.384,0.686,0.759,0.368,0.883,0.424,0.282,0.626
400,None,0.75,0.881,0.912,0.85,0.885,0.765,0.881,0.77,0.495,0.857,0.508,0.36,0.676,0.823,0.579,0.9,0.611,0.498,0.739
400,None,None,0.879,0.908,0.85,0.882,0.761,0.879,0.767,0.516,0.847,0.516,0.364,0.681,0.785,0.579,0.85,0.564,0.422,0.714
600,None,0.25,0.888,0.921,0.854,0.891,0.779,0.888,0.77,0.484,0.86,0.504,0.356,0.672,0.81,0.421,0.933,0.516,0.422,0.677
600,None,0.5,0.894,0.921,0.867,0.896,0.79,0.894,0.777,0.505,0.863,0.522,0.378,0.684,0.823,0.579,0.9,0.611,0.498,0.739
600,None,0.75,0.883,0.912,0.854,0.886,0.769,0.883,0.765,0.495,0.85,0.503,0.349,0.672,0.785,0.526,0.867,0.541,0.4,0.696
600,None,None,0.881,0.917,0.846,0.885,0.766,0.881,0.772,0.516,0.853,0.522,0.374,0.685,0.797,0.579,0.867,0.579,0.446,0.723
800,None,0.25,0.892,0.921,0.862,0.894,0.787,0.892,0.767,0.484,0.857,0.501,0.352,0.67,0.797,0.474,0.9,0.529,0.407,0.687
800,None,0.5,0.892,0.921,0.862,0.894,0.786,0.892,0.775,0.505,0.86,0.52,0.374,0.683,0.823,0.579,0.9,0.611,0.498,0.739
800,None,0.75,0.881,0.917,0.846,0.885,0.766,0.881,0.765,0.495,0.85,0.503,0.35,0.672,0.785,0.526,0.867,0.541,0.4,0.696
800,None,None,0.879,0.917,0.842,0.883,0.762,0.879,0.772,0.526,0.85,0.526,0.377,0.688,0.785,0.579,0.85,0.564,0.422,0.714
1000,None,0.25,0.894,0.917,0.871,0.896,0.79,0.894,0.772,0.495,0.86,0.512,0.366,0.677,0.81,0.474,0.917,0.545,0.437,0.695
1000,None,0.5,0.89,0.921,0.858,0.892,0.782,0.89,0.775,0.505,0.86,0.52,0.374,0.683,0.81,0.579,0.883,0.595,0.471,0.731
1000,None,0.75,0.879,0.917,0.842,0.883,0.762,0.879,0.77,0.516,0.85,0.519,0.368,0.683,0.785,0.526,0.867,0.541,0.4,0.696
1000,None,None,0.879,0.912,0.846,0.882,0.762,0.879,0.777,0.547,0.85,0.541,0.396,0.699,0.772,0.526,0.85,0.526,0.376,0.688
