n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.894,0.896,0.892,0.893,0.791,0.894,0.79,0.516,0.877,0.541,0.407,0.696,0.797,0.474,0.9,0.529,0.407,0.687
200,None,0.5,0.862,0.892,0.833,0.865,0.729,0.862,0.772,0.516,0.853,0.522,0.373,0.685,0.797,0.526,0.883,0.556,0.426,0.705
200,None,0.75,0.869,0.883,0.854,0.869,0.741,0.869,0.77,0.505,0.853,0.514,0.364,0.679,0.797,0.526,0.883,0.556,0.426,0.705
200,None,None,0.869,0.879,0.858,0.869,0.74,0.869,0.767,0.484,0.857,0.502,0.353,0.67,0.797,0.526,0.883,0.556,0.426,0.705
400,None,0.25,0.883,0.888,0.879,0.883,0.77,0.883,0.785,0.526,0.867,0.541,0.403,0.696,0.797,0.474,0.9,0.529,0.407,0.687
400,None,0.5,0.862,0.883,0.842,0.864,0.728,0.862,0.78,0.516,0.863,0.529,0.386,0.69,0.81,0.526,0.9,0.571,0.453,0.713
400,None,0.75,0.867,0.892,0.842,0.869,0.736,0.867,0.775,0.495,0.863,0.513,0.369,0.679,0.785,0.474,0.883,0.514,0.38,0.679
400,None,None,0.867,0.888,0.846,0.868,0.737,0.867,0.767,0.484,0.857,0.5,0.35,0.67,0.785,0.474,0.883,0.514,0.38,0.679
600,None,0.25,0.881,0.892,0.871,0.882,0.766,0.881,0.785,0.526,0.867,0.542,0.404,0.696,0.785,0.474,0.883,0.514,0.38,0.679
600,None,0.5,0.86,0.888,0.833,0.863,0.725,0.86,0.775,0.495,0.863,0.513,0.368,0.679,0.797,0.526,0.883,0.556,0.426,0.705
600,None,0.75,0.869,0.888,0.85,0.87,0.74,0.869,0.772,0.484,0.863,0.505,0.359,0.674,0.785,0.474,0.883,0.514,0.38,0.679
600,None,None,0.867,0.888,0.846,0.869,0.737,0.867,0.777,0.495,0.867,0.517,0.375,0.681,0.797,0.526,0.883,0.556,0.426,0.705
800,None,0.25,0.883,0.888,0.879,0.883,0.771,0.883,0.787,0.505,0.877,0.535,0.401,0.691,0.797,0.474,0.9,0.529,0.407,0.687
800,None,0.5,0.862,0.883,0.842,0.864,0.728,0.862,0.762,0.484,0.85,0.495,0.34,0.667,0.81,0.526,0.9,0.571,0.453,0.713
800,None,0.75,0.869,0.892,0.846,0.871,0.74,0.869,0.777,0.516,0.86,0.527,0.383,0.688,0.785,0.474,0.883,0.514,0.38,0.679
800,None,None,0.865,0.888,0.842,0.867,0.732,0.865,0.777,0.495,0.867,0.516,0.373,0.681,0.785,0.474,0.883,0.514,0.38,0.679
1000,None,0.25,0.885,0.883,0.888,0.884,0.775,0.885,0.785,0.516,0.87,0.535,0.398,0.693,0.785,0.474,0.883,0.514,0.38,0.679
1000,None,0.5,0.865,0.892,0.838,0.867,0.733,0.865,0.767,0.484,0.857,0.5,0.349,0.67,0.81,0.526,0.9,0.571,0.453,0.713
1000,None,0.75,0.871,0.888,0.854,0.872,0.744,0.871,0.77,0.516,0.85,0.518,0.368,0.683,0.785,0.474,0.883,0.514,0.38,0.679
1000,None,None,0.867,0.888,0.846,0.869,0.736,0.867,0.772,0.495,0.86,0.511,0.365,0.677,0.797,0.474,0.9,0.529,0.407,0.687
