n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.869,0.867,0.871,0.868,0.741,0.869,0.767,0.432,0.873,0.47,0.325,0.652,0.747,0.368,0.867,0.412,0.256,0.618
200,None,0.5,0.85,0.867,0.833,0.852,0.704,0.85,0.767,0.495,0.853,0.504,0.354,0.674,0.772,0.474,0.867,0.5,0.354,0.67
200,None,0.75,0.85,0.871,0.829,0.852,0.703,0.85,0.759,0.484,0.847,0.492,0.335,0.665,0.722,0.316,0.85,0.353,0.181,0.583
200,None,None,0.842,0.879,0.804,0.846,0.689,0.842,0.757,0.495,0.84,0.494,0.335,0.667,0.81,0.632,0.867,0.615,0.49,0.749
400,None,0.25,0.862,0.871,0.854,0.863,0.729,0.862,0.762,0.411,0.873,0.452,0.306,0.642,0.772,0.421,0.883,0.471,0.332,0.652
400,None,0.5,0.85,0.871,0.829,0.852,0.704,0.85,0.749,0.432,0.85,0.452,0.292,0.641,0.759,0.474,0.85,0.486,0.33,0.662
400,None,0.75,0.846,0.871,0.821,0.849,0.696,0.846,0.754,0.463,0.847,0.473,0.315,0.655,0.772,0.474,0.867,0.5,0.354,0.67
400,None,None,0.844,0.875,0.812,0.847,0.692,0.844,0.757,0.463,0.85,0.478,0.321,0.657,0.772,0.526,0.85,0.526,0.376,0.688
600,None,0.25,0.86,0.867,0.854,0.861,0.724,0.86,0.772,0.453,0.873,0.485,0.344,0.663,0.785,0.421,0.9,0.485,0.359,0.661
600,None,0.5,0.852,0.875,0.829,0.855,0.707,0.852,0.749,0.421,0.853,0.445,0.287,0.637,0.772,0.474,0.867,0.5,0.354,0.67
600,None,0.75,0.846,0.871,0.821,0.849,0.696,0.846,0.767,0.484,0.857,0.498,0.347,0.67,0.759,0.421,0.867,0.457,0.306,0.644
600,None,None,0.844,0.871,0.817,0.847,0.692,0.844,0.757,0.484,0.843,0.487,0.329,0.664,0.772,0.474,0.867,0.5,0.354,0.67
800,None,0.25,0.86,0.871,0.85,0.861,0.724,0.86,0.772,0.442,0.877,0.48,0.34,0.659,0.785,0.421,0.9,0.485,0.359,0.661
800,None,0.5,0.846,0.867,0.825,0.848,0.695,0.846,0.747,0.411,0.853,0.437,0.277,0.632,0.785,0.474,0.883,0.514,0.38,0.679
800,None,0.75,0.844,0.867,0.821,0.846,0.691,0.844,0.754,0.463,0.847,0.472,0.313,0.655,0.734,0.316,0.867,0.364,0.204,0.591
800,None,None,0.844,0.871,0.817,0.847,0.692,0.844,0.749,0.474,0.837,0.474,0.311,0.655,0.759,0.421,0.867,0.457,0.306,0.644
1000,None,0.25,0.862,0.871,0.854,0.863,0.728,0.862,0.772,0.442,0.877,0.48,0.339,0.659,0.785,0.421,0.9,0.485,0.359,0.661
1000,None,0.5,0.85,0.871,0.829,0.852,0.704,0.85,0.744,0.411,0.85,0.434,0.272,0.63,0.785,0.474,0.883,0.514,0.38,0.679
1000,None,0.75,0.842,0.867,0.817,0.845,0.687,0.842,0.759,0.463,0.853,0.478,0.323,0.658,0.759,0.421,0.867,0.457,0.306,0.644
1000,None,None,0.842,0.867,0.817,0.845,0.687,0.842,0.749,0.484,0.833,0.48,0.317,0.659,0.759,0.421,0.867,0.457,0.306,0.644
