activation,layers,learning_rate,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
relu,"(25,)",0.1,0.925,0.947,0.903,0.929,0.854,0.925,0.846,0.875,0.833,0.779,0.673,0.854,0.885,0.875,0.889,0.824,0.741,0.882
relu,"(25,)",0.01,0.939,0.96,0.916,0.943,0.88,0.938,0.846,0.875,0.833,0.779,0.673,0.854,0.846,0.875,0.833,0.778,0.672,0.854
relu,"(25,)",0.001,0.946,0.96,0.93,0.949,0.893,0.945,0.846,0.875,0.833,0.78,0.675,0.854,0.846,0.875,0.833,0.778,0.672,0.854
relu,"(25,)",0.0001,0.932,0.947,0.917,0.935,0.866,0.932,0.846,0.875,0.833,0.779,0.673,0.854,0.846,0.875,0.833,0.778,0.672,0.854
relu,"(50,)",0.1,0.906,0.947,0.865,0.91,0.816,0.906,0.785,0.825,0.767,0.703,0.559,0.796,0.808,0.875,0.778,0.737,0.61,0.826
relu,"(50,)",0.01,0.946,0.96,0.932,0.947,0.893,0.946,0.877,0.875,0.878,0.816,0.731,0.876,0.885,0.875,0.889,0.824,0.741,0.882
relu,"(50,)",0.001,0.946,0.947,0.946,0.947,0.892,0.946,0.931,0.85,0.967,0.883,0.836,0.908,0.923,0.875,0.944,0.875,0.819,0.91
relu,"(50,)",0.0001,0.96,0.947,0.972,0.96,0.92,0.96,0.923,0.825,0.967,0.868,0.819,0.896,0.923,0.875,0.944,0.875,0.819,0.91
relu,"(75,)",0.1,0.919,0.987,0.85,0.925,0.847,0.918,0.815,0.875,0.789,0.748,0.626,0.832,0.846,0.875,0.833,0.778,0.672,0.854
relu,"(75,)",0.01,0.939,0.96,0.917,0.942,0.88,0.939,0.885,0.825,0.911,0.814,0.734,0.868,0.923,0.875,0.944,0.875,0.819,0.91
relu,"(75,)",0.001,0.932,0.947,0.917,0.935,0.867,0.932,0.862,0.8,0.889,0.781,0.682,0.844,0.923,0.875,0.944,0.875,0.819,0.91
relu,"(75,)",0.0001,0.919,0.947,0.89,0.923,0.84,0.919,0.854,0.8,0.878,0.771,0.665,0.839,0.885,0.875,0.889,0.824,0.741,0.882
relu,"(100,)",0.1,0.891,0.933,0.85,0.897,0.786,0.891,0.831,0.8,0.844,0.742,0.624,0.822,0.808,0.625,0.889,0.667,0.535,0.757
relu,"(100,)",0.01,0.932,0.96,0.904,0.935,0.866,0.932,0.846,0.825,0.856,0.767,0.658,0.84,0.885,0.875,0.889,0.824,0.741,0.882
relu,"(100,)",0.001,0.94,0.96,0.919,0.941,0.881,0.94,0.831,0.825,0.833,0.749,0.63,0.829,0.846,0.875,0.833,0.778,0.672,0.854
relu,"(100,)",0.0001,0.94,0.96,0.919,0.941,0.881,0.94,0.838,0.85,0.833,0.763,0.651,0.842,0.846,0.875,0.833,0.778,0.672,0.854
relu,"(125,)",0.1,0.905,0.973,0.836,0.912,0.822,0.905,0.831,0.825,0.833,0.749,0.63,0.829,0.808,0.625,0.889,0.667,0.535,0.757
relu,"(125,)",0.01,0.939,0.947,0.931,0.941,0.879,0.939,0.854,0.85,0.856,0.781,0.679,0.853,0.885,0.875,0.889,0.824,0.741,0.882
relu,"(125,)",0.001,0.946,0.96,0.933,0.948,0.895,0.947,0.892,0.85,0.911,0.829,0.752,0.881,0.923,0.875,0.944,0.875,0.819,0.91
relu,"(125,)",0.0001,0.953,0.96,0.947,0.954,0.907,0.953,0.877,0.775,0.922,0.794,0.714,0.849,0.885,0.75,0.944,0.8,0.723,0.847
relu,"(150,)",0.1,0.899,0.96,0.836,0.907,0.812,0.898,0.808,0.8,0.811,0.719,0.583,0.806,0.846,0.875,0.833,0.778,0.672,0.854
