activation,layers,learning_rate,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
relu,"(25,)",0.1,0.764,0.467,0.854,0.476,0.327,0.66,0.641,0.347,0.733,0.315,0.077,0.54,0.62,0.263,0.733,0.25,-0.003,0.498
relu,"(25,)",0.01,0.799,0.564,0.871,0.562,0.433,0.717,0.706,0.379,0.81,0.383,0.192,0.594,0.759,0.421,0.867,0.457,0.306,0.644
relu,"(25,)",0.001,0.789,0.496,0.879,0.517,0.391,0.688,0.732,0.358,0.85,0.391,0.223,0.604,0.747,0.368,0.867,0.412,0.256,0.618
relu,"(25,)",0.0001,0.812,0.494,0.908,0.546,0.437,0.701,0.754,0.368,0.877,0.418,0.273,0.623,0.747,0.368,0.867,0.412,0.256,0.618
relu,"(50,)",0.1,0.776,0.561,0.842,0.538,0.394,0.701,0.656,0.347,0.753,0.327,0.097,0.55,0.646,0.368,0.733,0.333,0.096,0.551
relu,"(50,)",0.01,0.776,0.494,0.862,0.503,0.36,0.678,0.711,0.368,0.82,0.378,0.193,0.594,0.709,0.368,0.817,0.378,0.189,0.593
relu,"(50,)",0.001,0.764,0.479,0.85,0.482,0.33,0.665,0.716,0.316,0.843,0.35,0.174,0.58,0.709,0.263,0.85,0.303,0.127,0.557
relu,"(50,)",0.0001,0.764,0.451,0.858,0.468,0.319,0.655,0.719,0.305,0.85,0.341,0.169,0.578,0.696,0.211,0.85,0.25,0.07,0.53
relu,"(75,)",0.1,0.745,0.522,0.812,0.479,0.318,0.667,0.678,0.442,0.753,0.392,0.182,0.598,0.696,0.421,0.783,0.4,0.198,0.602
relu,"(75,)",0.01,0.773,0.467,0.867,0.486,0.348,0.667,0.709,0.368,0.817,0.377,0.188,0.593,0.734,0.421,0.833,0.432,0.259,0.627
