activation,layers,learning_rate,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
relu,"(25,)",0.1,0.747,0.481,0.829,0.469,0.309,0.655,0.709,0.368,0.817,0.376,0.188,0.593,0.785,0.421,0.9,0.485,0.359,0.661
relu,"(25,)",0.01,0.751,0.44,0.846,0.453,0.299,0.643,0.719,0.379,0.827,0.394,0.212,0.603,0.734,0.316,0.867,0.364,0.204,0.591
relu,"(25,)",0.001,0.767,0.48,0.854,0.49,0.342,0.667,0.714,0.358,0.827,0.376,0.192,0.592,0.722,0.316,0.85,0.353,0.181,0.583
relu,"(25,)",0.0001,0.783,0.427,0.892,0.477,0.352,0.659,0.701,0.242,0.847,0.28,0.101,0.544,0.709,0.263,0.85,0.303,0.127,0.557
relu,"(50,)",0.1,0.738,0.44,0.829,0.428,0.267,0.635,0.752,0.463,0.843,0.475,0.318,0.653,0.772,0.474,0.867,0.5,0.354,0.67
relu,"(50,)",0.01,0.767,0.453,0.862,0.476,0.332,0.658,0.732,0.358,0.85,0.393,0.228,0.604,0.747,0.368,0.867,0.412,0.256,0.618
relu,"(50,)",0.001,0.76,0.44,0.858,0.46,0.313,0.649,0.744,0.358,0.867,0.403,0.248,0.612,0.759,0.316,0.9,0.387,0.257,0.608
relu,"(50,)",0.0001,0.792,0.454,0.896,0.505,0.384,0.675,0.757,0.326,0.893,0.395,0.262,0.61,0.759,0.316,0.9,0.387,0.257,0.608
relu,"(75,)",0.1,0.748,0.454,0.838,0.452,0.294,0.646,0.729,0.411,0.83,0.423,0.247,0.62,0.696,0.474,0.767,0.429,0.226,0.62
relu,"(75,)",0.01,0.77,0.493,0.854,0.504,0.356,0.674,0.729,0.379,0.84,0.403,0.235,0.609,0.734,0.368,0.85,0.4,0.232,0.609
relu,"(75,)",0.001,0.77,0.508,0.85,0.507,0.359,0.679,0.732,0.358,0.85,0.391,0.226,0.604,0.759,0.368,0.883,0.424,0.282,0.626
relu,"(75,)",0.0001,0.78,0.494,0.867,0.514,0.376,0.68,0.732,0.263,0.88,0.321,0.172,0.572,0.722,0.263,0.867,0.312,0.15,0.565
relu,"(100,)",0.1,0.767,0.494,0.85,0.5,0.348,0.672,0.722,0.379,0.83,0.398,0.22,0.604,0.747,0.474,0.833,0.474,0.307,0.654
relu,"(100,)",0.01,0.773,0.481,0.862,0.495,0.353,0.672,0.737,0.4,0.843,0.423,0.256,0.622,0.759,0.368,0.883,0.424,0.282,0.626
relu,"(100,)",0.001,0.77,0.427,0.875,0.463,0.323,0.651,0.739,0.337,0.867,0.384,0.229,0.602,0.747,0.368,0.867,0.412,0.256,0.618
relu,"(100,)",0.0001,0.773,0.358,0.9,0.421,0.296,0.629,0.744,0.305,0.883,0.366,0.222,0.594,0.734,0.263,0.883,0.323,0.174,0.573
relu,"(125,)",0.1,0.741,0.439,0.833,0.44,0.273,0.636,0.744,0.421,0.847,0.442,0.279,0.634,0.722,0.474,0.8,0.45,0.265,0.637
relu,"(125,)",0.01,0.77,0.44,0.871,0.472,0.331,0.655,0.732,0.411,0.833,0.425,0.252,0.622,0.747,0.368,0.867,0.412,0.256,0.618
relu,"(125,)",0.001,0.78,0.44,0.883,0.482,0.35,0.662,0.734,0.368,0.85,0.402,0.236,0.609,0.747,0.368,0.867,0.412,0.256,0.618
relu,"(125,)",0.0001,0.776,0.413,0.888,0.461,0.33,0.65,0.724,0.305,0.857,0.349,0.182,0.581,0.722,0.263,0.867,0.312,0.15,0.565
relu,"(150,)",0.1,0.748,0.481,0.829,0.469,0.306,0.655,0.77,0.453,0.87,0.488,0.344,0.661,0.772,0.421,0.883,0.471,0.332,0.652
relu,"(150,)",0.01,0.776,0.481,0.867,0.499,0.359,0.674,0.729,0.379,0.84,0.407,0.238,0.609,0.759,0.368,0.883,0.424,0.282,0.626
relu,"(150,)",0.001,0.783,0.481,0.875,0.505,0.371,0.678,0.752,0.358,0.877,0.411,0.267,0.617,0.772,0.316,0.917,0.4,0.287,0.616
relu,"(150,)",0.0001,0.786,0.481,0.879,0.509,0.376,0.68,0.749,0.326,0.883,0.386,0.243,0.605,0.759,0.263,0.917,0.345,0.231,0.59
relu,"(175,)",0.1,0.738,0.439,0.829,0.436,0.269,0.634,0.759,0.389,0.877,0.438,0.297,0.633,0.772,0.526,0.85,0.526,0.376,0.688
relu,"(175,)",0.01,0.77,0.453,0.867,0.48,0.337,0.66,0.737,0.389,0.847,0.412,0.249,0.618,0.785,0.368,0.917,0.452,0.339,0.643
