activation,layers,learning_rate,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
relu,"(25,)",0.1,0.725,0.387,0.829,0.385,0.215,0.608,0.658,0.358,0.753,0.332,0.106,0.556,0.671,0.421,0.75,0.381,0.161,0.586
relu,"(25,)",0.01,0.751,0.375,0.867,0.393,0.252,0.621,0.651,0.305,0.76,0.295,0.066,0.533,0.696,0.316,0.817,0.333,0.138,0.566
relu,"(25,)",0.001,0.767,0.347,0.896,0.391,0.269,0.621,0.656,0.284,0.773,0.286,0.061,0.529,0.646,0.263,0.767,0.263,0.03,0.515
relu,"(25,)",0.0001,0.776,0.33,0.912,0.4,0.299,0.621,0.668,0.189,0.82,0.216,0.011,0.505,0.658,0.263,0.783,0.27,0.047,0.523
relu,"(50,)",0.1,0.722,0.362,0.833,0.357,0.188,0.598,0.696,0.347,0.807,0.359,0.162,0.577,0.671,0.368,0.767,0.35,0.131,0.568
relu,"(50,)",0.01,0.754,0.347,0.879,0.381,0.247,0.613,0.684,0.274,0.813,0.291,0.091,0.544,0.684,0.211,0.833,0.242,0.049,0.522
relu,"(50,)",0.001,0.741,0.318,0.871,0.351,0.206,0.594,0.699,0.305,0.823,0.321,0.134,0.564,0.696,0.316,0.817,0.333,0.138,0.566
relu,"(50,)",0.0001,0.773,0.332,0.908,0.39,0.277,0.62,0.714,0.232,0.867,0.279,0.116,0.549,0.722,0.263,0.867,0.312,0.15,0.565
relu,"(75,)",0.1,0.738,0.374,0.85,0.385,0.231,0.612,0.663,0.347,0.763,0.332,0.11,0.555,0.709,0.316,0.833,0.343,0.159,0.575
relu,"(75,)",0.01,0.748,0.361,0.867,0.384,0.24,0.614,0.678,0.347,0.783,0.344,0.138,0.565,0.696,0.368,0.8,0.368,0.168,0.584
relu,"(75,)",0.001,0.751,0.346,0.875,0.384,0.244,0.61,0.689,0.358,0.793,0.357,0.155,0.576,0.722,0.474,0.8,0.45,0.265,0.637
relu,"(75,)",0.0001,0.776,0.373,0.9,0.426,0.309,0.637,0.701,0.326,0.82,0.346,0.156,0.573,0.709,0.421,0.8,0.41,0.217,0.611
relu,"(100,)",0.1,0.722,0.346,0.838,0.356,0.191,0.592,0.673,0.347,0.777,0.338,0.126,0.562,0.658,0.316,0.767,0.308,0.081,0.541
relu,"(100,)",0.01,0.751,0.373,0.867,0.403,0.26,0.62,0.694,0.337,0.807,0.344,0.147,0.572,0.696,0.316,0.817,0.333,0.138,0.566
relu,"(100,)",0.001,0.76,0.347,0.888,0.385,0.259,0.617,0.699,0.326,0.817,0.34,0.15,0.571,0.709,0.263,0.85,0.303,0.127,0.557
relu,"(100,)",0.0001,0.78,0.359,0.908,0.425,0.31,0.634,0.716,0.305,0.847,0.339,0.166,0.576,0.709,0.316,0.833,0.343,0.159,0.575
relu,"(125,)",0.1,0.735,0.386,0.842,0.397,0.237,0.614,0.663,0.305,0.777,0.305,0.086,0.541,0.646,0.263,0.767,0.263,0.03,0.515
relu,"(125,)",0.01,0.744,0.36,0.862,0.384,0.236,0.611,0.701,0.358,0.81,0.366,0.172,0.584,0.696,0.421,0.783,0.4,0.198,0.602
relu,"(125,)",0.001,0.754,0.347,0.879,0.384,0.253,0.613,0.706,0.358,0.817,0.369,0.181,0.587,0.709,0.368,0.817,0.378,0.189,0.593
relu,"(125,)",0.0001,0.754,0.319,0.888,0.362,0.233,0.603,0.709,0.305,0.837,0.334,0.154,0.571,0.734,0.263,0.883,0.323,0.174,0.573
relu,"(150,)",0.1,0.735,0.386,0.842,0.396,0.232,0.614,0.661,0.347,0.76,0.33,0.105,0.554,0.658,0.263,0.783,0.27,0.047,0.523
relu,"(150,)",0.01,0.748,0.331,0.875,0.374,0.23,0.603,0.701,0.358,0.81,0.364,0.171,0.584,0.658,0.211,0.8,0.229,0.011,0.505
relu,"(150,)",0.001,0.757,0.305,0.896,0.356,0.233,0.6,0.706,0.358,0.817,0.37,0.183,0.587,0.696,0.263,0.833,0.294,0.105,0.548
relu,"(150,)",0.0001,0.77,0.319,0.908,0.376,0.268,0.614,0.716,0.305,0.847,0.336,0.162,0.576,0.722,0.263,0.867,0.312,0.15,0.565
relu,"(175,)",0.1,0.754,0.4,0.862,0.425,0.278,0.631,0.661,0.347,0.76,0.335,0.11,0.554,0.684,0.263,0.817,0.286,0.085,0.54
relu,"(175,)",0.01,0.757,0.361,0.879,0.392,0.261,0.62,0.686,0.295,0.81,0.307,0.107,0.552,0.684,0.263,0.817,0.286,0.085,0.54
relu,"(175,)",0.001,0.754,0.332,0.883,0.376,0.249,0.608,0.701,0.305,0.827,0.328,0.142,0.566,0.684,0.263,0.817,0.286,0.085,0.54
relu,"(175,)",0.0001,0.78,0.372,0.904,0.431,0.318,0.638,0.719,0.337,0.84,0.365,0.189,0.588,0.709,0.263,0.85,0.303,0.127,0.557
relu,"(200,)",0.1,0.741,0.441,0.833,0.437,0.277,0.637,0.691,0.358,0.797,0.359,0.16,0.577,0.684,0.316,0.8,0.324,0.118,0.558
relu,"(200,)",0.01,0.764,0.373,0.883,0.412,0.281,0.628,0.709,0.337,0.827,0.354,0.171,0.582,0.722,0.316,0.85,0.353,0.181,0.583
relu,"(200,)",0.001,0.76,0.373,0.879,0.409,0.275,0.626,0.711,0.337,0.83,0.354,0.174,0.583,0.709,0.316,0.833,0.343,0.159,0.575
