activation,layers,learning_rate,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
relu,"(25,)",0.1,0.783,0.548,0.854,0.54,0.399,0.701,0.729,0.4,0.833,0.412,0.24,0.617,0.759,0.421,0.867,0.457,0.306,0.644
relu,"(25,)",0.01,0.767,0.508,0.846,0.505,0.355,0.677,0.765,0.484,0.853,0.5,0.348,0.669,0.722,0.474,0.8,0.45,0.265,0.637
relu,"(25,)",0.001,0.776,0.48,0.867,0.503,0.362,0.673,0.752,0.453,0.847,0.47,0.312,0.65,0.747,0.421,0.85,0.444,0.282,0.636
relu,"(25,)",0.0001,0.776,0.413,0.888,0.461,0.332,0.65,0.767,0.411,0.88,0.458,0.317,0.645,0.797,0.368,0.933,0.467,0.373,0.651
relu,"(50,)",0.1,0.776,0.494,0.862,0.502,0.36,0.678,0.716,0.432,0.807,0.421,0.235,0.619,0.759,0.421,0.867,0.457,0.306,0.644
relu,"(50,)",0.01,0.786,0.532,0.862,0.541,0.403,0.697,0.752,0.442,0.85,0.464,0.309,0.646,0.747,0.368,0.867,0.412,0.256,0.618
relu,"(50,)",0.001,0.779,0.505,0.862,0.519,0.379,0.684,0.754,0.389,0.87,0.436,0.291,0.63,0.772,0.421,0.883,0.471,0.332,0.652
relu,"(50,)",0.0001,0.789,0.464,0.888,0.506,0.378,0.676,0.765,0.368,0.89,0.431,0.301,0.629,0.759,0.316,0.9,0.387,0.257,0.608
relu,"(75,)",0.1,0.754,0.48,0.838,0.477,0.317,0.659,0.727,0.389,0.833,0.406,0.23,0.611,0.684,0.316,0.8,0.324,0.118,0.558
relu,"(75,)",0.01,0.783,0.465,0.879,0.5,0.366,0.672,0.744,0.358,0.867,0.401,0.246,0.612,0.722,0.368,0.833,0.389,0.21,0.601
relu,"(75,)",0.001,0.786,0.465,0.883,0.504,0.372,0.674,0.744,0.358,0.867,0.401,0.247,0.612,0.759,0.368,0.883,0.424,0.282,0.626
relu,"(75,)",0.0001,0.783,0.425,0.892,0.477,0.351,0.658,0.744,0.316,0.88,0.371,0.226,0.598,0.772,0.368,0.9,0.438,0.309,0.634
relu,"(100,)",0.1,0.764,0.451,0.858,0.469,0.319,0.655,0.729,0.411,0.83,0.423,0.246,0.62,0.734,0.421,0.833,0.432,0.259,0.627
relu,"(100,)",0.01,0.783,0.466,0.879,0.499,0.367,0.672,0.749,0.411,0.857,0.439,0.284,0.634,0.734,0.421,0.833,0.432,0.259,0.627
relu,"(100,)",0.001,0.77,0.411,0.879,0.455,0.318,0.645,0.752,0.358,0.877,0.41,0.265,0.617,0.772,0.421,0.883,0.471,0.332,0.652
relu,"(100,)",0.0001,0.786,0.399,0.904,0.463,0.35,0.652,0.754,0.316,0.893,0.38,0.247,0.605,0.785,0.368,0.917,0.452,0.339,0.643
relu,"(125,)",0.1,0.773,0.508,0.854,0.513,0.367,0.681,0.732,0.4,0.837,0.421,0.253,0.618,0.734,0.368,0.85,0.4,0.232,0.609
relu,"(125,)",0.01,0.783,0.493,0.871,0.515,0.379,0.682,0.737,0.358,0.857,0.395,0.233,0.607,0.734,0.316,0.867,0.364,0.204,0.591
relu,"(125,)",0.001,0.773,0.452,0.871,0.483,0.343,0.662,0.747,0.337,0.877,0.389,0.239,0.607,0.734,0.316,0.867,0.364,0.204,0.591
relu,"(125,)",0.0001,0.773,0.411,0.883,0.458,0.326,0.647,0.747,0.274,0.897,0.341,0.207,0.585,0.734,0.263,0.883,0.323,0.174,0.573
relu,"(150,)",0.1,0.773,0.449,0.871,0.476,0.334,0.66,0.716,0.368,0.827,0.38,0.2,0.598,0.747,0.368,0.867,0.412,0.256,0.618
relu,"(150,)",0.01,0.792,0.534,0.871,0.546,0.413,0.703,0.739,0.368,0.857,0.403,0.243,0.613,0.747,0.421,0.85,0.444,0.282,0.636
relu,"(150,)",0.001,0.783,0.466,0.879,0.5,0.367,0.672,0.757,0.4,0.87,0.438,0.291,0.635,0.747,0.368,0.867,0.412,0.256,0.618
relu,"(150,)",0.0001,0.783,0.424,0.892,0.478,0.352,0.658,0.777,0.368,0.907,0.439,0.321,0.638,0.759,0.316,0.9,0.387,0.257,0.608
relu,"(175,)",0.1,0.779,0.479,0.871,0.503,0.364,0.675,0.724,0.463,0.807,0.447,0.266,0.635,0.772,0.526,0.85,0.526,0.376,0.688
relu,"(175,)",0.01,0.773,0.465,0.867,0.489,0.346,0.666,0.744,0.358,0.867,0.402,0.247,0.612,0.747,0.421,0.85,0.444,0.282,0.636
relu,"(175,)",0.001,0.76,0.385,0.875,0.428,0.288,0.63,0.762,0.358,0.89,0.419,0.287,0.624,0.772,0.421,0.883,0.471,0.332,0.652
relu,"(175,)",0.0001,0.767,0.37,0.888,0.422,0.291,0.629,0.754,0.305,0.897,0.376,0.251,0.601,0.759,0.316,0.9,0.387,0.257,0.608
