Kernel,C,degree,gamma,coef0,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
poly,1,2,0.1,0,-3.6,4.1,-0.3,0.751,0.382,0.862,0.424,0.275,0.622,0.653,0.316,0.76,0.304,0.074,0.538,0.684,0.421,0.767,0.39,0.179,0.594
poly,1,2,0.1,1,-3.2,4.7,-0.9,0.613,0.861,0.538,0.51,0.342,0.699,0.461,0.779,0.36,0.41,0.127,0.569,0.456,0.789,0.35,0.411,0.128,0.57
poly,1,2,0.1,2,-3.4,4.9,-0.1,0.796,0.44,0.904,0.5,0.382,0.672,0.701,0.368,0.807,0.371,0.177,0.588,0.747,0.421,0.85,0.444,0.282,0.636
poly,1,2,0.1,3,-3.6,4.9,0.1,0.808,0.37,0.942,0.47,0.403,0.656,0.716,0.295,0.85,0.332,0.158,0.572,0.734,0.368,0.85,0.4,0.232,0.609
poly,1,2,0.1,4,-3.8,5.0,0.1,0.805,0.385,0.933,0.475,0.4,0.659,0.714,0.316,0.84,0.346,0.166,0.578,0.734,0.368,0.85,0.4,0.232,0.609
poly,1,2,0.01,0,-1.5,1.8,-0.7,0.709,0.618,0.738,0.502,0.321,0.678,0.638,0.537,0.67,0.416,0.182,0.603,0.633,0.526,0.667,0.408,0.17,0.596
poly,1,2,0.01,1,-2.6,4.3,-0.3,0.779,0.616,0.829,0.565,0.422,0.723,0.678,0.484,0.74,0.422,0.208,0.612,0.722,0.474,0.8,0.45,0.265,0.637
poly,1,2,0.01,2,-3.1,4.7,-0.3,0.773,0.63,0.817,0.565,0.419,0.724,0.673,0.474,0.737,0.413,0.196,0.605,0.696,0.526,0.75,0.455,0.254,0.638
poly,1,2,0.01,3,-4.5,5.1,-0.2,0.776,0.577,0.838,0.546,0.401,0.707,0.676,0.442,0.75,0.397,0.181,0.596,0.671,0.474,0.733,0.409,0.19,0.604
poly,1,2,0.01,4,-6.0,5.6,-0.7,0.699,0.764,0.679,0.546,0.383,0.721,0.577,0.642,0.557,0.424,0.171,0.599,0.62,0.579,0.633,0.423,0.184,0.606
poly,1,2,0.001,0,-0.9,0.2,-0.8,0.697,0.446,0.771,0.416,0.304,0.608,0.633,0.4,0.707,0.329,0.12,0.553,0.734,0.316,0.867,0.364,0.204,0.591
poly,1,2,0.001,1,-1.5,1.9,0.0,0.827,0.355,0.971,0.488,0.448,0.663,0.754,0.326,0.89,0.389,0.251,0.608,0.772,0.421,0.883,0.471,0.332,0.652
poly,1,2,0.001,2,-2.1,2.3,-0.4,0.738,0.725,0.742,0.561,0.41,0.733,0.613,0.579,0.623,0.418,0.175,0.601,0.608,0.579,0.617,0.415,0.169,0.598
poly,1,2,0.001,3,-2.5,2.3,-0.2,0.77,0.656,0.804,0.569,0.424,0.73,0.673,0.537,0.717,0.442,0.228,0.627,0.658,0.526,0.7,0.426,0.202,0.613
poly,1,2,0.001,4,-2.6,2.7,-0.2,0.764,0.698,0.783,0.578,0.434,0.741,0.648,0.547,0.68,0.429,0.201,0.614,0.62,0.526,0.65,0.4,0.154,0.588
poly,1,3,0.1,0,-2.9,5.3,-0.5,0.779,0.353,0.908,0.417,0.298,0.631,0.686,0.316,0.803,0.324,0.122,0.56,0.671,0.316,0.783,0.316,0.099,0.55
