activation,layers,learning_rate,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
relu,"(25,)",0.1,0.917,0.967,0.867,0.921,0.838,0.917,0.653,0.6,0.67,0.453,0.237,0.635,0.658,0.421,0.733,0.372,0.143,0.577
relu,"(25,)",0.01,0.927,0.979,0.875,0.931,0.859,0.927,0.689,0.558,0.73,0.462,0.261,0.644,0.684,0.421,0.767,0.39,0.179,0.594
relu,"(25,)",0.001,0.921,0.975,0.867,0.925,0.847,0.921,0.709,0.463,0.787,0.435,0.241,0.625,0.722,0.421,0.817,0.421,0.238,0.619
relu,"(25,)",0.0001,0.917,0.967,0.867,0.921,0.838,0.917,0.734,0.495,0.81,0.473,0.297,0.652,0.722,0.474,0.8,0.45,0.265,0.637
relu,"(50,)",0.1,0.906,0.975,0.838,0.913,0.821,0.906,0.648,0.568,0.673,0.439,0.214,0.621,0.658,0.421,0.733,0.372,0.143,0.577
relu,"(50,)",0.01,0.896,0.975,0.817,0.904,0.802,0.896,0.699,0.568,0.74,0.477,0.282,0.654,0.696,0.526,0.75,0.455,0.254,0.638
relu,"(50,)",0.001,0.904,0.975,0.833,0.911,0.817,0.904,0.699,0.537,0.75,0.461,0.265,0.643,0.696,0.474,0.767,0.429,0.226,0.62
relu,"(50,)",0.0001,0.904,0.975,0.833,0.911,0.817,0.904,0.689,0.516,0.743,0.444,0.239,0.63,0.696,0.526,0.75,0.455,0.254,0.638
relu,"(75,)",0.1,0.896,0.971,0.821,0.904,0.803,0.896,0.666,0.484,0.723,0.411,0.19,0.604,0.696,0.421,0.783,0.4,0.198,0.602
relu,"(75,)",0.01,0.927,0.979,0.875,0.931,0.859,0.927,0.681,0.495,0.74,0.427,0.217,0.617,0.722,0.474,0.8,0.45,0.265,0.637
relu,"(75,)",0.001,0.921,0.988,0.854,0.926,0.85,0.921,0.691,0.547,0.737,0.46,0.26,0.642,0.722,0.526,0.783,0.476,0.291,0.655
relu,"(75,)",0.0001,0.91,0.988,0.833,0.917,0.831,0.91,0.681,0.558,0.72,0.457,0.251,0.639,0.709,0.526,0.767,0.465,0.272,0.646
relu,"(100,)",0.1,0.906,0.967,0.846,0.912,0.819,0.906,0.668,0.589,0.693,0.466,0.255,0.641,0.696,0.526,0.75,0.455,0.254,0.638
relu,"(100,)",0.01,0.908,0.971,0.846,0.914,0.823,0.908,0.729,0.6,0.77,0.515,0.34,0.685,0.747,0.579,0.8,0.524,0.357,0.689
relu,"(100,)",0.001,0.915,0.975,0.854,0.92,0.836,0.915,0.767,0.611,0.817,0.557,0.404,0.714,0.759,0.579,0.817,0.537,0.377,0.698
relu,"(100,)",0.0001,0.919,0.975,0.862,0.923,0.843,0.919,0.765,0.611,0.813,0.555,0.401,0.712,0.747,0.579,0.8,0.524,0.357,0.689
relu,"(125,)",0.1,0.904,0.975,0.833,0.911,0.817,0.904,0.658,0.537,0.697,0.431,0.209,0.617,0.684,0.421,0.767,0.39,0.179,0.594
relu,"(125,)",0.01,0.923,0.975,0.871,0.927,0.851,0.923,0.681,0.558,0.72,0.457,0.251,0.639,0.671,0.526,0.717,0.435,0.219,0.621
relu,"(125,)",0.001,0.915,0.975,0.854,0.92,0.835,0.915,0.706,0.568,0.75,0.482,0.291,0.659,0.696,0.526,0.75,0.455,0.254,0.638
relu,"(125,)",0.0001,0.912,0.975,0.85,0.918,0.832,0.912,0.716,0.611,0.75,0.508,0.327,0.68,0.722,0.579,0.767,0.5,0.318,0.673
relu,"(150,)",0.1,0.906,0.975,0.838,0.913,0.821,0.906,0.638,0.537,0.67,0.421,0.185,0.603,0.722,0.579,0.767,0.5,0.318,0.673
relu,"(150,)",0.01,0.923,0.975,0.871,0.927,0.851,0.923,0.704,0.547,0.753,0.468,0.277,0.65,0.772,0.684,0.8,0.591,0.445,0.742
