activation,layers,learning_rate,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
relu,"(25,)",0.1,0.862,0.933,0.792,0.871,0.735,0.862,0.658,0.442,0.727,0.381,0.155,0.584,0.646,0.368,0.733,0.333,0.096,0.551
relu,"(25,)",0.01,0.879,0.933,0.825,0.885,0.766,0.879,0.615,0.389,0.687,0.328,0.07,0.538,0.633,0.263,0.75,0.256,0.013,0.507
relu,"(25,)",0.001,0.869,0.921,0.817,0.874,0.745,0.869,0.615,0.411,0.68,0.34,0.083,0.545,0.646,0.368,0.733,0.333,0.096,0.551
relu,"(25,)",0.0001,0.844,0.908,0.779,0.853,0.696,0.844,0.605,0.421,0.663,0.339,0.076,0.542,0.582,0.368,0.65,0.298,0.016,0.509
relu,"(50,)",0.1,0.869,0.942,0.796,0.877,0.746,0.869,0.613,0.4,0.68,0.333,0.074,0.54,0.608,0.263,0.717,0.244,-0.019,0.49
relu,"(50,)",0.01,0.881,0.933,0.829,0.887,0.768,0.881,0.656,0.4,0.737,0.356,0.127,0.568,0.684,0.368,0.783,0.359,0.149,0.576
relu,"(50,)",0.001,0.86,0.917,0.804,0.867,0.726,0.86,0.671,0.421,0.75,0.381,0.161,0.586,0.671,0.368,0.767,0.35,0.131,0.568
relu,"(50,)",0.0001,0.844,0.888,0.8,0.85,0.691,0.844,0.643,0.432,0.71,0.369,0.13,0.571,0.633,0.368,0.717,0.326,0.079,0.543
relu,"(75,)",0.1,0.879,0.938,0.821,0.885,0.766,0.879,0.663,0.4,0.747,0.362,0.138,0.573,0.646,0.368,0.733,0.333,0.096,0.551
relu,"(75,)",0.01,0.877,0.929,0.825,0.882,0.761,0.877,0.638,0.432,0.703,0.364,0.123,0.567,0.684,0.421,0.767,0.39,0.179,0.594
relu,"(75,)",0.001,0.871,0.933,0.808,0.878,0.749,0.871,0.641,0.463,0.697,0.382,0.145,0.58,0.608,0.421,0.667,0.34,0.078,0.544
relu,"(75,)",0.0001,0.852,0.904,0.8,0.859,0.71,0.852,0.641,0.453,0.7,0.376,0.138,0.576,0.646,0.474,0.7,0.391,0.157,0.587
relu,"(100,)",0.1,0.873,0.938,0.808,0.88,0.755,0.873,0.638,0.411,0.71,0.353,0.111,0.56,0.646,0.316,0.75,0.3,0.064,0.533
relu,"(100,)",0.01,0.881,0.938,0.825,0.887,0.768,0.881,0.666,0.432,0.74,0.383,0.16,0.586,0.671,0.316,0.783,0.316,0.099,0.55
relu,"(100,)",0.001,0.879,0.933,0.825,0.885,0.765,0.879,0.671,0.432,0.747,0.386,0.167,0.589,0.696,0.421,0.783,0.4,0.198,0.602
relu,"(100,)",0.0001,0.867,0.896,0.838,0.87,0.737,0.867,0.668,0.453,0.737,0.395,0.175,0.595,0.684,0.421,0.767,0.39,0.179,0.594
relu,"(125,)",0.1,0.873,0.921,0.825,0.878,0.755,0.873,0.635,0.421,0.703,0.354,0.113,0.562,0.646,0.421,0.717,0.364,0.127,0.569
relu,"(125,)",0.01,0.881,0.942,0.821,0.888,0.77,0.881,0.646,0.4,0.723,0.351,0.114,0.562,0.684,0.421,0.767,0.39,0.179,0.594
relu,"(125,)",0.001,0.883,0.942,0.825,0.889,0.774,0.883,0.651,0.411,0.727,0.361,0.127,0.569,0.646,0.368,0.733,0.333,0.096,0.551
relu,"(125,)",0.0001,0.85,0.908,0.792,0.858,0.706,0.85,0.643,0.411,0.717,0.355,0.117,0.564,0.646,0.368,0.733,0.333,0.096,0.551
relu,"(150,)",0.1,0.869,0.933,0.804,0.876,0.746,0.869,0.648,0.421,0.72,0.365,0.131,0.571,0.671,0.368,0.767,0.35,0.131,0.568
relu,"(150,)",0.01,0.883,0.929,0.838,0.888,0.773,0.883,0.641,0.379,0.723,0.337,0.097,0.551,0.646,0.316,0.75,0.3,0.064,0.533
relu,"(150,)",0.001,0.885,0.925,0.846,0.889,0.776,0.885,0.651,0.389,0.733,0.349,0.116,0.561,0.658,0.316,0.767,0.308,0.081,0.541
relu,"(150,)",0.0001,0.858,0.892,0.825,0.862,0.721,0.858,0.648,0.411,0.723,0.36,0.125,0.567,0.684,0.368,0.783,0.359,0.149,0.576
relu,"(175,)",0.1,0.869,0.917,0.821,0.874,0.743,0.869,0.646,0.389,0.727,0.347,0.11,0.558,0.684,0.368,0.783,0.359,0.149,0.576
relu,"(175,)",0.01,0.892,0.933,0.85,0.895,0.789,0.892,0.638,0.389,0.717,0.341,0.098,0.553,0.658,0.368,0.75,0.341,0.113,0.559
relu,"(175,)",0.001,0.89,0.938,0.842,0.894,0.786,0.89,0.651,0.4,0.73,0.354,0.121,0.565,0.671,0.316,0.783,0.316,0.099,0.55
relu,"(175,)",0.0001,0.875,0.921,0.829,0.88,0.757,0.875,0.641,0.421,0.71,0.36,0.12,0.566,0.646,0.368,0.733,0.333,0.096,0.551
relu,"(200,)",0.1,0.877,0.938,0.817,0.884,0.762,0.877,0.656,0.463,0.717,0.389,0.162,0.59,0.633,0.368,0.717,0.326,0.079,0.543
relu,"(200,)",0.01,0.881,0.938,0.825,0.887,0.77,0.881,0.648,0.389,0.73,0.348,0.113,0.56,0.658,0.316,0.767,0.308,0.081,0.541
relu,"(200,)",0.001,0.89,0.942,0.838,0.894,0.786,0.89,0.646,0.4,0.723,0.352,0.115,0.562,0.646,0.316,0.75,0.3,0.064,0.533
relu,"(200,)",0.0001,0.867,0.904,0.829,0.871,0.737,0.867,0.658,0.4,0.74,0.36,0.132,0.57,0.646,0.368,0.733,0.333,0.096,0.551
relu,"(225,)",0.1,0.862,0.925,0.8,0.87,0.732,0.862,0.633,0.389,0.71,0.338,0.092,0.55,0.633,0.316,0.733,0.293,0.047,0.525
relu,"(225,)",0.01,0.888,0.933,0.842,0.892,0.781,0.888,0.633,0.389,0.71,0.338,0.092,0.55,0.646,0.368,0.733,0.333,0.096,0.551
relu,"(225,)",0.001,0.885,0.938,0.833,0.891,0.778,0.885,0.646,0.379,0.73,0.341,0.103,0.554,0.684,0.368,0.783,0.359,0.149,0.576
relu,"(225,)",0.0001,0.875,0.921,0.829,0.88,0.756,0.875,0.641,0.389,0.72,0.343,0.103,0.555,0.671,0.368,0.767,0.35,0.131,0.568
relu,"(250,)",0.1,0.867,0.921,0.812,0.873,0.74,0.867,0.646,0.389,0.727,0.346,0.11,0.558,0.62,0.368,0.7,0.318,0.063,0.534
relu,"(250,)",0.01,0.881,0.933,0.829,0.887,0.769,0.881,0.661,0.421,0.737,0.373,0.147,0.579,0.658,0.368,0.75,0.341,0.113,0.559
relu,"(250,)",0.001,0.89,0.938,0.842,0.894,0.786,0.89,0.658,0.389,0.743,0.354,0.126,0.566,0.671,0.368,0.767,0.35,0.131,0.568
relu,"(250,)",0.0001,0.871,0.912,0.829,0.875,0.748,0.871,0.656,0.4,0.737,0.358,0.128,0.568,0.658,0.316,0.767,0.308,0.081,0.541
relu,"(275,)",0.1,0.867,0.921,0.812,0.873,0.74,0.867,0.633,0.389,0.71,0.339,0.093,0.55,0.671,0.316,0.783,0.316,0.099,0.55
relu,"(275,)",0.01,0.885,0.933,0.838,0.89,0.777,0.885,0.653,0.411,0.73,0.364,0.133,0.57,0.696,0.368,0.8,0.368,0.168,0.584
relu,"(275,)",0.001,0.885,0.929,0.842,0.889,0.777,0.885,0.663,0.389,0.75,0.356,0.132,0.57,0.696,0.368,0.8,0.368,0.168,0.584
relu,"(275,)",0.0001,0.877,0.921,0.833,0.882,0.76,0.877,0.661,0.4,0.743,0.36,0.135,0.572,0.671,0.368,0.767,0.35,0.131,0.568
relu,"(300,)",0.1,0.856,0.921,0.792,0.864,0.72,0.856,0.63,0.358,0.717,0.318,0.07,0.537,0.658,0.421,0.733,0.372,0.143,0.577
relu,"(300,)",0.01,0.888,0.942,0.833,0.893,0.782,0.888,0.646,0.411,0.72,0.357,0.121,0.565,0.671,0.421,0.75,0.381,0.161,0.586
relu,"(300,)",0.001,0.883,0.929,0.838,0.888,0.773,0.883,0.656,0.411,0.733,0.364,0.134,0.572,0.671,0.368,0.767,0.35,0.131,0.568
relu,"(300,)",0.0001,0.871,0.917,0.825,0.876,0.748,0.871,0.658,0.432,0.73,0.378,0.15,0.581,0.658,0.368,0.75,0.341,0.113,0.559
relu,"(25,5)",0.1,0.838,0.912,0.763,0.849,0.685,0.838,0.582,0.432,0.63,0.328,0.053,0.531,0.62,0.316,0.717,0.286,0.031,0.516
relu,"(25,5)",0.01,0.867,0.908,0.825,0.871,0.739,0.867,0.653,0.389,0.737,0.353,0.123,0.563,0.62,0.316,0.717,0.286,0.031,0.516
relu,"(25,5)",0.001,0.881,0.925,0.838,0.886,0.768,0.881,0.641,0.379,0.723,0.334,0.096,0.551,0.658,0.316,0.767,0.308,0.081,0.541
relu,"(25,5)",0.0001,0.86,0.904,0.817,0.866,0.728,0.86,0.638,0.411,0.71,0.352,0.111,0.56,0.646,0.368,0.733,0.333,0.096,0.551
relu,"(50,10)",0.1,0.827,0.871,0.783,0.833,0.665,0.827,0.648,0.516,0.69,0.402,0.189,0.603,0.62,0.737,0.583,0.483,0.274,0.66
relu,"(50,10)",0.01,0.867,0.921,0.812,0.873,0.739,0.867,0.648,0.4,0.727,0.354,0.118,0.563,0.658,0.368,0.75,0.341,0.113,0.559
relu,"(50,10)",0.001,0.877,0.925,0.829,0.882,0.759,0.877,0.651,0.4,0.73,0.355,0.121,0.565,0.684,0.421,0.767,0.39,0.179,0.594
relu,"(50,10)",0.0001,0.867,0.896,0.838,0.87,0.736,0.867,0.646,0.411,0.72,0.359,0.121,0.565,0.684,0.421,0.767,0.39,0.179,0.594
relu,"(75,15)",0.1,0.829,0.888,0.771,0.838,0.665,0.829,0.603,0.421,0.66,0.334,0.073,0.541,0.633,0.684,0.617,0.473,0.258,0.65
relu,"(75,15)",0.01,0.875,0.917,0.833,0.88,0.756,0.875,0.663,0.432,0.737,0.382,0.159,0.584,0.658,0.421,0.733,0.372,0.143,0.577
relu,"(75,15)",0.001,0.883,0.933,0.833,0.889,0.771,0.883,0.663,0.442,0.733,0.387,0.163,0.588,0.658,0.368,0.75,0.341,0.113,0.559
relu,"(75,15)",0.0001,0.869,0.921,0.817,0.875,0.743,0.869,0.671,0.411,0.753,0.375,0.155,0.582,0.671,0.421,0.75,0.381,0.161,0.586
relu,"(100,20)",0.1,0.835,0.904,0.767,0.846,0.688,0.835,0.605,0.453,0.653,0.35,0.094,0.553,0.696,0.263,0.833,0.294,0.105,0.548
relu,"(100,20)",0.01,0.894,0.942,0.846,0.898,0.794,0.894,0.651,0.442,0.717,0.377,0.145,0.579,0.671,0.421,0.75,0.381,0.161,0.586
relu,"(100,20)",0.001,0.888,0.921,0.854,0.89,0.78,0.888,0.651,0.4,0.73,0.354,0.121,0.565,0.684,0.368,0.783,0.359,0.149,0.576
relu,"(100,20)",0.0001,0.883,0.925,0.842,0.887,0.772,0.883,0.641,0.389,0.72,0.342,0.102,0.555,0.658,0.368,0.75,0.341,0.113,0.559
relu,"(125,25)",0.1,0.871,0.929,0.812,0.877,0.75,0.871,0.638,0.432,0.703,0.361,0.124,0.567,0.709,0.526,0.767,0.465,0.272,0.646
relu,"(125,25)",0.01,0.888,0.929,0.846,0.891,0.781,0.888,0.653,0.453,0.717,0.385,0.155,0.585,0.671,0.368,0.767,0.35,0.131,0.568
relu,"(125,25)",0.001,0.877,0.925,0.829,0.882,0.759,0.877,0.653,0.411,0.73,0.363,0.131,0.57,0.658,0.316,0.767,0.308,0.081,0.541
relu,"(125,25)",0.0001,0.879,0.921,0.838,0.884,0.761,0.879,0.648,0.389,0.73,0.347,0.112,0.56,0.658,0.316,0.767,0.308,0.081,0.541
relu,"(150,30)",0.1,0.835,0.921,0.75,0.849,0.682,0.835,0.59,0.558,0.6,0.39,0.137,0.579,0.658,0.211,0.8,0.229,0.011,0.505
relu,"(150,30)",0.01,0.883,0.933,0.833,0.888,0.775,0.883,0.653,0.389,0.737,0.35,0.12,0.563,0.684,0.368,0.783,0.359,0.149,0.576
