activation,layers,learning_rate,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
relu,"(25,)",0.1,0.904,0.967,0.842,0.911,0.819,0.904,0.676,0.558,0.713,0.453,0.243,0.636,0.684,0.526,0.733,0.444,0.236,0.63
relu,"(25,)",0.01,0.906,0.979,0.833,0.913,0.822,0.906,0.706,0.516,0.767,0.458,0.265,0.641,0.709,0.474,0.783,0.439,0.245,0.629
relu,"(25,)",0.001,0.915,0.983,0.846,0.921,0.838,0.915,0.709,0.516,0.77,0.46,0.269,0.643,0.722,0.421,0.817,0.421,0.238,0.619
relu,"(25,)",0.0001,0.908,0.967,0.85,0.914,0.824,0.908,0.706,0.484,0.777,0.442,0.249,0.63,0.722,0.474,0.8,0.45,0.265,0.637
relu,"(50,)",0.1,0.904,0.979,0.829,0.912,0.819,0.904,0.663,0.505,0.713,0.42,0.199,0.609,0.696,0.474,0.767,0.429,0.226,0.62
relu,"(50,)",0.01,0.917,0.979,0.854,0.922,0.841,0.917,0.651,0.442,0.717,0.377,0.146,0.579,0.658,0.421,0.733,0.372,0.143,0.577
relu,"(50,)",0.001,0.915,0.979,0.85,0.92,0.837,0.915,0.676,0.442,0.75,0.396,0.18,0.596,0.696,0.421,0.783,0.4,0.198,0.602
relu,"(50,)",0.0001,0.919,0.975,0.862,0.923,0.844,0.919,0.689,0.495,0.75,0.432,0.227,0.622,0.684,0.421,0.767,0.39,0.179,0.594
relu,"(75,)",0.1,0.904,0.975,0.833,0.911,0.818,0.904,0.668,0.537,0.71,0.438,0.222,0.623,0.671,0.526,0.717,0.435,0.219,0.621
relu,"(75,)",0.01,0.921,0.975,0.867,0.925,0.849,0.921,0.689,0.516,0.743,0.445,0.24,0.63,0.709,0.526,0.767,0.465,0.272,0.646
relu,"(75,)",0.001,0.912,0.979,0.846,0.918,0.834,0.912,0.689,0.495,0.75,0.435,0.228,0.622,0.722,0.474,0.8,0.45,0.265,0.637
relu,"(75,)",0.0001,0.921,0.983,0.858,0.926,0.849,0.921,0.699,0.568,0.74,0.476,0.281,0.654,0.709,0.526,0.767,0.465,0.272,0.646
relu,"(100,)",0.1,0.906,0.962,0.85,0.911,0.82,0.906,0.673,0.537,0.717,0.443,0.23,0.627,0.684,0.421,0.767,0.39,0.179,0.594
relu,"(100,)",0.01,0.91,0.975,0.846,0.916,0.831,0.91,0.691,0.505,0.75,0.442,0.238,0.628,0.734,0.474,0.817,0.462,0.285,0.645
relu,"(100,)",0.001,0.921,0.988,0.854,0.926,0.851,0.921,0.699,0.516,0.757,0.453,0.254,0.636,0.747,0.474,0.833,0.474,0.307,0.654
relu,"(100,)",0.0001,0.912,0.983,0.842,0.919,0.837,0.912,0.714,0.537,0.77,0.475,0.288,0.653,0.722,0.474,0.8,0.45,0.265,0.637
relu,"(125,)",0.1,0.925,0.983,0.867,0.929,0.857,0.925,0.694,0.558,0.737,0.466,0.268,0.647,0.696,0.579,0.733,0.478,0.281,0.656
relu,"(125,)",0.01,0.921,0.983,0.858,0.926,0.849,0.921,0.699,0.547,0.747,0.466,0.27,0.647,0.696,0.526,0.75,0.455,0.254,0.638
relu,"(125,)",0.001,0.927,0.988,0.867,0.932,0.861,0.927,0.706,0.537,0.76,0.468,0.275,0.648,0.696,0.526,0.75,0.455,0.254,0.638
relu,"(125,)",0.0001,0.931,0.988,0.875,0.935,0.869,0.931,0.709,0.547,0.76,0.475,0.284,0.654,0.722,0.579,0.767,0.5,0.318,0.673
relu,"(150,)",0.1,0.9,0.962,0.838,0.907,0.811,0.9,0.678,0.589,0.707,0.467,0.264,0.648,0.709,0.474,0.783,0.439,0.245,0.629
relu,"(150,)",0.01,0.927,0.979,0.875,0.931,0.86,0.927,0.684,0.474,0.75,0.418,0.209,0.612,0.671,0.421,0.75,0.381,0.161,0.586
relu,"(150,)",0.001,0.931,0.996,0.867,0.936,0.87,0.931,0.684,0.432,0.763,0.396,0.186,0.597,0.684,0.421,0.767,0.39,0.179,0.594
relu,"(150,)",0.0001,0.929,0.992,0.867,0.933,0.866,0.929,0.699,0.453,0.777,0.419,0.22,0.615,0.684,0.421,0.767,0.39,0.179,0.594
relu,"(175,)",0.1,0.888,0.971,0.804,0.897,0.788,0.888,0.663,0.453,0.73,0.392,0.17,0.591,0.696,0.421,0.783,0.4,0.198,0.602
relu,"(175,)",0.01,0.919,0.979,0.858,0.923,0.845,0.919,0.689,0.495,0.75,0.434,0.228,0.622,0.684,0.421,0.767,0.39,0.179,0.594
relu,"(175,)",0.001,0.917,0.979,0.854,0.921,0.841,0.917,0.673,0.453,0.743,0.4,0.183,0.598,0.696,0.421,0.783,0.4,0.198,0.602
relu,"(175,)",0.0001,0.917,0.988,0.846,0.922,0.843,0.917,0.686,0.463,0.757,0.415,0.206,0.61,0.696,0.421,0.783,0.4,0.198,0.602
relu,"(200,)",0.1,0.908,0.979,0.838,0.915,0.825,0.908,0.678,0.589,0.707,0.469,0.264,0.648,0.722,0.526,0.783,0.476,0.291,0.655
relu,"(200,)",0.01,0.927,0.983,0.871,0.931,0.861,0.927,0.684,0.495,0.743,0.43,0.221,0.619,0.696,0.526,0.75,0.455,0.254,0.638
relu,"(200,)",0.001,0.927,0.987,0.867,0.931,0.861,0.927,0.686,0.526,0.737,0.447,0.241,0.631,0.709,0.474,0.783,0.439,0.245,0.629
relu,"(200,)",0.0001,0.927,0.992,0.862,0.932,0.862,0.927,0.704,0.537,0.757,0.466,0.272,0.647,0.709,0.526,0.767,0.465,0.272,0.646
relu,"(225,)",0.1,0.91,0.967,0.854,0.915,0.827,0.91,0.689,0.568,0.727,0.468,0.268,0.648,0.684,0.526,0.733,0.444,0.236,0.63
relu,"(225,)",0.01,0.915,0.975,0.854,0.919,0.837,0.915,0.676,0.484,0.737,0.418,0.204,0.61,0.696,0.474,0.767,0.429,0.226,0.62
