activation,layers,learning_rate,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
relu,"(25,)",0.1,0.902,0.967,0.838,0.908,0.812,0.902,0.694,0.474,0.763,0.429,0.226,0.619,0.734,0.526,0.8,0.488,0.311,0.663
relu,"(25,)",0.01,0.923,0.992,0.854,0.928,0.854,0.923,0.732,0.484,0.81,0.464,0.286,0.647,0.722,0.421,0.817,0.421,0.238,0.619
relu,"(25,)",0.001,0.919,0.988,0.85,0.924,0.846,0.919,0.737,0.537,0.8,0.494,0.32,0.668,0.747,0.474,0.833,0.474,0.307,0.654
relu,"(25,)",0.0001,0.91,0.967,0.854,0.916,0.826,0.91,0.734,0.611,0.773,0.525,0.353,0.692,0.747,0.579,0.8,0.524,0.357,0.689
relu,"(50,)",0.1,0.91,0.975,0.846,0.916,0.828,0.91,0.729,0.558,0.783,0.5,0.321,0.671,0.734,0.368,0.85,0.4,0.232,0.609
relu,"(50,)",0.01,0.904,0.971,0.838,0.91,0.816,0.904,0.716,0.411,0.813,0.41,0.224,0.612,0.722,0.368,0.833,0.389,0.21,0.601
relu,"(50,)",0.001,0.912,0.983,0.842,0.919,0.834,0.912,0.711,0.432,0.8,0.418,0.227,0.616,0.696,0.368,0.8,0.368,0.168,0.584
relu,"(50,)",0.0001,0.912,0.975,0.85,0.918,0.832,0.912,0.709,0.474,0.783,0.439,0.246,0.629,0.722,0.421,0.817,0.421,0.238,0.619
relu,"(75,)",0.1,0.912,0.988,0.838,0.919,0.835,0.913,0.722,0.537,0.78,0.481,0.297,0.658,0.734,0.474,0.817,0.462,0.285,0.645
relu,"(75,)",0.01,0.912,0.988,0.838,0.919,0.835,0.912,0.711,0.421,0.803,0.413,0.223,0.612,0.747,0.421,0.85,0.444,0.282,0.636
relu,"(75,)",0.001,0.921,0.992,0.85,0.926,0.851,0.921,0.709,0.411,0.803,0.404,0.212,0.607,0.722,0.421,0.817,0.421,0.238,0.619
relu,"(75,)",0.0001,0.923,0.992,0.854,0.928,0.854,0.923,0.722,0.442,0.81,0.433,0.249,0.626,0.734,0.421,0.833,0.432,0.259,0.627
relu,"(100,)",0.1,0.908,0.979,0.838,0.915,0.827,0.908,0.716,0.526,0.777,0.466,0.282,0.651,0.747,0.526,0.817,0.5,0.332,0.671
relu,"(100,)",0.01,0.917,0.983,0.85,0.922,0.842,0.917,0.722,0.432,0.813,0.427,0.244,0.622,0.734,0.421,0.833,0.432,0.259,0.627
relu,"(100,)",0.001,0.925,0.988,0.862,0.93,0.857,0.925,0.714,0.411,0.81,0.41,0.221,0.61,0.734,0.368,0.85,0.4,0.232,0.609
relu,"(100,)",0.0001,0.919,0.971,0.867,0.923,0.843,0.919,0.734,0.463,0.82,0.455,0.28,0.642,0.722,0.421,0.817,0.421,0.238,0.619
relu,"(125,)",0.1,0.904,0.979,0.829,0.911,0.818,0.904,0.742,0.568,0.797,0.515,0.344,0.683,0.785,0.526,0.867,0.541,0.4,0.696
relu,"(125,)",0.01,0.91,0.983,0.838,0.917,0.83,0.91,0.716,0.379,0.823,0.391,0.207,0.601,0.722,0.368,0.833,0.389,0.21,0.601
relu,"(125,)",0.001,0.912,0.983,0.842,0.919,0.834,0.912,0.709,0.368,0.817,0.378,0.189,0.593,0.696,0.316,0.817,0.333,0.138,0.566
relu,"(125,)",0.0001,0.919,0.983,0.854,0.924,0.846,0.919,0.711,0.421,0.803,0.412,0.221,0.612,0.696,0.316,0.817,0.333,0.138,0.566
relu,"(150,)",0.1,0.894,0.954,0.833,0.9,0.794,0.894,0.732,0.516,0.8,0.481,0.303,0.658,0.709,0.579,0.75,0.489,0.299,0.664
relu,"(150,)",0.01,0.921,0.988,0.854,0.926,0.85,0.921,0.727,0.442,0.817,0.438,0.259,0.629,0.734,0.421,0.833,0.432,0.259,0.627
relu,"(150,)",0.001,0.919,0.988,0.85,0.924,0.846,0.919,0.724,0.463,0.807,0.445,0.263,0.635,0.734,0.421,0.833,0.432,0.259,0.627
relu,"(150,)",0.0001,0.908,0.983,0.833,0.915,0.826,0.908,0.739,0.495,0.817,0.478,0.306,0.656,0.734,0.421,0.833,0.432,0.259,0.627
relu,"(175,)",0.1,0.912,0.975,0.85,0.918,0.832,0.912,0.729,0.568,0.78,0.505,0.328,0.674,0.772,0.526,0.85,0.526,0.376,0.688
relu,"(175,)",0.01,0.921,0.988,0.854,0.926,0.851,0.921,0.719,0.463,0.8,0.442,0.256,0.632,0.734,0.421,0.833,0.432,0.259,0.627
relu,"(175,)",0.001,0.931,0.988,0.875,0.936,0.87,0.931,0.727,0.463,0.81,0.449,0.269,0.637,0.722,0.421,0.817,0.421,0.238,0.619
relu,"(175,)",0.0001,0.919,0.979,0.858,0.924,0.844,0.919,0.729,0.495,0.803,0.468,0.289,0.649,0.747,0.421,0.85,0.444,0.282,0.636
relu,"(200,)",0.1,0.91,0.967,0.854,0.916,0.827,0.91,0.716,0.526,0.777,0.473,0.286,0.651,0.759,0.632,0.8,0.558,0.401,0.716
relu,"(200,)",0.01,0.917,0.979,0.854,0.922,0.842,0.917,0.719,0.474,0.797,0.447,0.261,0.635,0.709,0.421,0.8,0.41,0.217,0.611
relu,"(200,)",0.001,0.919,0.992,0.846,0.925,0.847,0.919,0.716,0.432,0.807,0.422,0.235,0.619,0.722,0.421,0.817,0.421,0.238,0.619
relu,"(200,)",0.0001,0.915,0.983,0.846,0.92,0.838,0.915,0.722,0.453,0.807,0.439,0.254,0.63,0.722,0.421,0.817,0.421,0.238,0.619
relu,"(225,)",0.1,0.877,0.946,0.808,0.885,0.764,0.877,0.714,0.558,0.763,0.484,0.297,0.661,0.722,0.579,0.767,0.5,0.318,0.673
relu,"(225,)",0.01,0.923,0.988,0.858,0.928,0.854,0.923,0.724,0.442,0.813,0.436,0.253,0.628,0.734,0.421,0.833,0.432,0.259,0.627
relu,"(225,)",0.001,0.91,0.983,0.838,0.917,0.83,0.91,0.729,0.432,0.823,0.435,0.257,0.627,0.734,0.421,0.833,0.432,0.259,0.627
relu,"(225,)",0.0001,0.908,0.983,0.833,0.915,0.827,0.908,0.742,0.474,0.827,0.469,0.299,0.65,0.747,0.421,0.85,0.444,0.282,0.636
relu,"(250,)",0.1,0.898,0.95,0.846,0.903,0.802,0.898,0.724,0.516,0.79,0.472,0.29,0.653,0.772,0.474,0.867,0.5,0.354,0.67
relu,"(250,)",0.01,0.923,0.983,0.862,0.928,0.853,0.923,0.709,0.379,0.813,0.385,0.195,0.596,0.709,0.368,0.817,0.378,0.189,0.593
relu,"(250,)",0.001,0.915,0.979,0.85,0.92,0.837,0.915,0.729,0.4,0.833,0.417,0.242,0.617,0.747,0.368,0.867,0.412,0.256,0.618
relu,"(250,)",0.0001,0.908,0.975,0.842,0.914,0.825,0.908,0.734,0.442,0.827,0.444,0.271,0.634,0.747,0.368,0.867,0.412,0.256,0.618
relu,"(275,)",0.1,0.888,0.967,0.808,0.896,0.787,0.888,0.706,0.547,0.757,0.475,0.281,0.652,0.772,0.526,0.85,0.526,0.376,0.688
relu,"(275,)",0.01,0.923,0.983,0.862,0.928,0.853,0.923,0.724,0.432,0.817,0.43,0.248,0.624,0.722,0.421,0.817,0.421,0.238,0.619
relu,"(275,)",0.001,0.915,0.983,0.846,0.92,0.838,0.915,0.729,0.442,0.82,0.44,0.261,0.631,0.722,0.421,0.817,0.421,0.238,0.619
relu,"(275,)",0.0001,0.919,0.988,0.85,0.924,0.846,0.919,0.734,0.463,0.82,0.455,0.28,0.642,0.734,0.421,0.833,0.432,0.259,0.627
relu,"(300,)",0.1,0.892,0.938,0.846,0.896,0.788,0.892,0.714,0.495,0.783,0.456,0.266,0.639,0.797,0.579,0.867,0.579,0.446,0.723
relu,"(300,)",0.01,0.921,0.988,0.854,0.926,0.85,0.921,0.732,0.453,0.82,0.447,0.27,0.636,0.709,0.421,0.8,0.41,0.217,0.611
relu,"(300,)",0.001,0.919,0.992,0.846,0.925,0.848,0.919,0.732,0.463,0.817,0.454,0.276,0.64,0.722,0.421,0.817,0.421,0.238,0.619
relu,"(300,)",0.0001,0.919,0.988,0.85,0.924,0.846,0.919,0.739,0.463,0.827,0.461,0.29,0.645,0.722,0.421,0.817,0.421,0.238,0.619
relu,"(25,5)",0.1,0.904,0.962,0.846,0.91,0.815,0.904,0.701,0.484,0.77,0.44,0.243,0.627,0.709,0.474,0.783,0.439,0.245,0.629
relu,"(25,5)",0.01,0.912,0.983,0.842,0.918,0.835,0.913,0.739,0.505,0.813,0.484,0.311,0.659,0.759,0.526,0.833,0.513,0.354,0.68
relu,"(25,5)",0.001,0.91,0.988,0.833,0.917,0.832,0.91,0.747,0.526,0.817,0.501,0.333,0.671,0.734,0.421,0.833,0.432,0.259,0.627
relu,"(25,5)",0.0001,0.908,0.983,0.833,0.915,0.827,0.908,0.742,0.537,0.807,0.496,0.327,0.672,0.759,0.526,0.833,0.513,0.354,0.68
relu,"(50,10)",0.1,0.883,0.938,0.829,0.889,0.772,0.883,0.691,0.611,0.717,0.485,0.292,0.664,0.658,0.632,0.667,0.471,0.26,0.649
relu,"(50,10)",0.01,0.917,0.988,0.846,0.922,0.842,0.917,0.709,0.421,0.8,0.41,0.217,0.611,0.696,0.421,0.783,0.4,0.198,0.602
relu,"(50,10)",0.001,0.906,0.979,0.833,0.913,0.822,0.906,0.716,0.453,0.8,0.432,0.245,0.626,0.696,0.368,0.8,0.368,0.168,0.584
relu,"(50,10)",0.0001,0.908,0.975,0.842,0.914,0.824,0.908,0.727,0.484,0.803,0.46,0.278,0.644,0.709,0.421,0.8,0.41,0.217,0.611
relu,"(75,15)",0.1,0.902,0.954,0.85,0.907,0.81,0.902,0.704,0.453,0.783,0.424,0.228,0.618,0.772,0.579,0.833,0.55,0.399,0.706
relu,"(75,15)",0.01,0.91,0.983,0.838,0.917,0.83,0.91,0.724,0.453,0.81,0.442,0.26,0.631,0.722,0.421,0.817,0.421,0.238,0.619
relu,"(75,15)",0.001,0.915,0.983,0.846,0.92,0.838,0.915,0.732,0.453,0.82,0.449,0.272,0.636,0.722,0.368,0.833,0.389,0.21,0.601
