Kernel,C,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
linear,1,-14.7,10.0,0.5,0.8,0.397,0.904,0.455,0.342,0.65,0.785,0.655,0.819,0.557,0.429,0.737,0.83,0.727,0.857,0.64,0.538,0.792
linear,5,-36.0,10.6,1.2,0.804,0.303,0.934,0.391,0.312,0.618,0.804,0.527,0.876,0.522,0.403,0.702,0.849,0.636,0.905,0.636,0.541,0.771
linear,10,-72.0,11.9,1.1,0.795,0.325,0.916,0.404,0.309,0.62,0.808,0.6,0.862,0.564,0.446,0.731,0.849,0.636,0.905,0.636,0.541,0.771
linear,15,-83.1,12.3,1.8,0.804,0.258,0.946,0.357,0.293,0.602,0.823,0.509,0.905,0.547,0.449,0.707,0.792,0.364,0.905,0.421,0.304,0.634
