Kernel,C,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
linear,1,-23.8,10.8,1.3,0.794,0.278,0.927,0.344,0.26,0.603,0.8,0.527,0.871,0.52,0.4,0.699,0.792,0.545,0.857,0.522,0.39,0.701
linear,5,-64.4,37.5,0.7,0.785,0.372,0.891,0.403,0.291,0.632,0.762,0.509,0.829,0.465,0.317,0.669,0.755,0.545,0.81,0.48,0.327,0.677
linear,10,-100.6,51.5,1.6,0.804,0.369,0.915,0.426,0.332,0.642,0.781,0.545,0.843,0.501,0.367,0.694,0.774,0.455,0.857,0.455,0.312,0.656
linear,15,-118.3,54.1,-0.5,0.756,0.533,0.813,0.465,0.321,0.673,0.728,0.582,0.767,0.47,0.307,0.674,0.736,0.455,0.81,0.417,0.249,0.632
