Kernel,C,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
linear,1,-7.0,3.2,-0.5,0.737,0.489,0.801,0.43,0.268,0.645,0.781,0.745,0.79,0.587,0.467,0.768,0.755,0.636,0.786,0.519,0.373,0.711
linear,5,-7.0,3.2,-0.5,0.737,0.489,0.801,0.43,0.268,0.645,0.781,0.745,0.79,0.587,0.467,0.768,0.755,0.636,0.786,0.519,0.373,0.711
linear,10,-7.0,3.2,-0.5,0.737,0.489,0.801,0.43,0.268,0.645,0.781,0.745,0.79,0.587,0.467,0.768,0.755,0.636,0.786,0.519,0.373,0.711
linear,15,-7.0,3.2,-0.5,0.737,0.489,0.801,0.43,0.268,0.645,0.781,0.745,0.79,0.587,0.467,0.768,0.755,0.636,0.786,0.519,0.373,0.711
