FPR,SVM AUC = 0.9185 (+/- 0.0773),MLP AUC = 0.8838 (+/- 0.1224),RF AUC = 0.8321 (+/- 0.1060)
0,0,0,0
0.01010101010101,0.766666666666667,0.7,0.471717171717172
0.02020202020202,0.766666666666667,0.7,0.476767676767677
0.03030303030303,0.766666666666667,0.7,0.481818181818182
0.040404040404041,0.766666666666667,0.7,0.486868686868687
0.050505050505051,0.766666666666667,0.7,0.491919191919192
0.060606060606061,0.766666666666667,0.7,0.496969696969697
0.070707070707071,0.833333333333333,0.766666666666667,0.7
0.080808080808081,0.833333333333333,0.766666666666667,0.766666666666667
0.090909090909091,0.833333333333333,0.766666666666667,0.766666666666667
0.101010101010101,0.833333333333333,0.766666666666667,0.766666666666667
0.111111111111111,0.833333333333333,0.766666666666667,0.766666666666667
0.121212121212121,0.833333333333333,0.766666666666667,0.766666666666667
0.131313131313131,0.833333333333333,0.766666666666667,0.766666666666667
0.141414141414141,0.866666666666667,0.833333333333333,0.766666666666667
0.151515151515152,0.866666666666667,0.833333333333333,0.766666666666667
0.161616161616162,0.866666666666667,0.833333333333333,0.766666666666667
0.171717171717172,0.866666666666667,0.833333333333333,0.766666666666667
0.181818181818182,0.866666666666667,0.833333333333333,0.766666666666667
0.191919191919192,0.866666666666667,0.833333333333333,0.766666666666667
0.202020202020202,0.866666666666667,0.866666666666667,0.766666666666667
0.212121212121212,0.866666666666667,0.866666666666667,0.766666666666667
0.222222222222222,0.866666666666667,0.866666666666667,0.766666666666667
0.232323232323232,0.866666666666667,0.866666666666667,0.766666666666667
0.242424242424242,0.866666666666667,0.866666666666667,0.766666666666667
0.252525252525252,0.866666666666667,0.866666666666667,0.766666666666667
0.262626262626263,0.866666666666667,0.866666666666667,0.766666666666667
0.272727272727273,0.9,0.9,0.766666666666667
0.282828282828283,0.9,0.9,0.766666666666667
0.292929292929293,0.9,0.9,0.766666666666667
0.303030303030303,0.9,0.9,0.766666666666667
0.313131313131313,0.9,0.9,0.766666666666667
0.323232323232323,0.9,0.9,0.766666666666667
0.333333333333333,0.933333333333333,0.9,0.766666666666667
0.343434343434343,0.933333333333333,0.9,0.766666666666667
0.353535353535354,0.933333333333333,0.9,0.766666666666667
0.363636363636364,0.933333333333333,0.9,0.766666666666667
0.373737373737374,0.933333333333333,0.9,0.766666666666667
0.383838383838384,0.933333333333333,0.9,0.766666666666667
0.393939393939394,0.933333333333333,0.9,0.766666666666667
0.404040404040404,0.933333333333333,0.9,0.766666666666667
0.414141414141414,0.933333333333333,0.9,0.766666666666667
0.424242424242424,0.933333333333333,0.9,0.766666666666667
0.434343434343434,0.933333333333333,0.9,0.766666666666667
0.444444444444444,0.933333333333333,0.9,0.766666666666667
0.454545454545455,0.933333333333333,0.9,0.766666666666667
0.464646464646465,0.933333333333333,0.9,0.766666666666667
0.474747474747475,0.933333333333333,0.9,0.833333333333333
0.484848484848485,0.933333333333333,0.9,0.833333333333333
0.494949494949495,0.933333333333333,0.9,0.833333333333333
0.505050505050505,0.933333333333333,0.9,0.833333333333333
0.515151515151515,0.933333333333333,0.9,0.833333333333333
0.525252525252525,0.933333333333333,0.9,0.833333333333333
0.535353535353535,0.933333333333333,0.9,0.867676767676768
0.545454545454546,0.933333333333333,0.9,0.872727272727273
0.555555555555556,0.933333333333333,0.9,0.877777777777778
0.565656565656566,0.933333333333333,0.9,0.882828282828283
0.575757575757576,0.933333333333333,0.9,0.887878787878788
0.585858585858586,0.933333333333333,0.9,0.892929292929293
0.595959595959596,0.933333333333333,0.9,0.897979797979798
0.606060606060606,0.966666666666667,0.9,0.903030303030303
0.616161616161616,0.966666666666667,0.9,0.908080808080808
0.626262626262626,0.966666666666667,0.9,0.913131313131313
0.636363636363636,0.966666666666667,0.9,0.918181818181818
0.646464646464646,0.966666666666667,0.9,0.923232323232323
0.656565656565657,0.966666666666667,0.9,0.928282828282828
0.666666666666667,0.966666666666667,0.9,0.933333333333333
0.676767676767677,0.966666666666667,0.9,0.933333333333333
0.686868686868687,0.966666666666667,0.9,0.933333333333333
0.696969696969697,0.966666666666667,0.9,0.933333333333333
0.707070707070707,0.966666666666667,0.9,0.933333333333333
0.717171717171717,0.966666666666667,0.933333333333333,0.933333333333333
0.727272727272727,0.966666666666667,0.933333333333333,0.933333333333333
0.737373737373737,0.966666666666667,0.933333333333333,0.933333333333333
0.747474747474748,0.966666666666667,0.933333333333333,0.933333333333333
0.757575757575758,0.966666666666667,0.933333333333333,0.933333333333333
0.767676767676768,0.966666666666667,0.933333333333333,0.933333333333333
0.777777777777778,0.966666666666667,0.933333333333333,0.933333333333333
0.787878787878788,0.966666666666667,0.933333333333333,0.966666666666667
0.797979797979798,0.966666666666667,0.933333333333333,0.966666666666667
0.808080808080808,0.966666666666667,0.933333333333333,0.966666666666667
0.818181818181818,0.966666666666667,0.933333333333333,0.966666666666667
0.828282828282828,0.966666666666667,0.933333333333333,0.966666666666667
0.838383838383838,0.966666666666667,0.933333333333333,0.966666666666667
0.848484848484848,0.966666666666667,0.933333333333333,0.966666666666667
0.858585858585859,0.966666666666667,0.933333333333333,0.966666666666667
0.868686868686869,1,0.966666666666667,0.966666666666667
0.878787878787879,1,0.966666666666667,0.966666666666667
0.888888888888889,1,0.966666666666667,0.966666666666667
0.898989898989899,1,0.966666666666667,0.966666666666667
0.909090909090909,1,0.966666666666667,0.966666666666667
0.919191919191919,1,0.966666666666667,0.966666666666667
0.929292929292929,1,0.966666666666667,0.966666666666667
0.939393939393939,1,1,1
0.94949494949495,1,1,1
0.95959595959596,1,1,1
0.96969696969697,1,1,1
0.97979797979798,1,1,1
0.98989898989899,1,1,1
1,1,1,1
