Kernel,C,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
linear,1,-6.3,21.0,0.5,0.742,0.604,0.879,0.699,0.502,0.742,0.699,0.358,0.807,0.364,0.167,0.582,0.709,0.368,0.817,0.378,0.189,0.593
linear,5,-6.4,35.8,0.6,0.735,0.579,0.892,0.685,0.496,0.735,0.711,0.358,0.823,0.374,0.187,0.591,0.722,0.368,0.833,0.389,0.21,0.601
linear,10,-6.4,42.9,-0.0,0.746,0.704,0.788,0.735,0.494,0.746,0.613,0.442,0.667,0.354,0.097,0.554,0.608,0.474,0.65,0.367,0.109,0.562
linear,15,-6.4,48.8,0.2,0.746,0.658,0.833,0.721,0.5,0.746,0.635,0.4,0.71,0.346,0.102,0.555,0.633,0.368,0.717,0.326,0.079,0.543
