Kernel,C,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
linear,1,-20.2,23.5,0.7,0.875,0.912,0.838,0.879,0.754,0.875,0.638,0.263,0.757,0.258,0.023,0.51,0.633,0.158,0.783,0.171,-0.063,0.471
linear,5,-36.4,46.9,0.7,0.869,0.929,0.808,0.877,0.745,0.869,0.635,0.263,0.753,0.258,0.017,0.508,0.62,0.263,0.733,0.25,-0.003,0.498
linear,10,-43.3,52.4,0.9,0.877,0.946,0.808,0.885,0.763,0.877,0.648,0.263,0.77,0.264,0.034,0.517,0.633,0.211,0.767,0.216,-0.023,0.489
linear,15,-45.7,67.4,0.6,0.865,0.946,0.783,0.875,0.741,0.865,0.638,0.263,0.757,0.259,0.021,0.51,0.646,0.316,0.75,0.3,0.064,0.533
