Kernel,C,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
linear,1,-28.5,15.9,0.0,0.788,0.833,0.742,0.796,0.58,0.788,0.63,0.432,0.693,0.359,0.113,0.562,0.608,0.368,0.683,0.311,0.047,0.526
linear,5,-87.6,39.1,-0.1,0.79,0.85,0.729,0.801,0.585,0.79,0.618,0.442,0.673,0.357,0.103,0.558,0.633,0.421,0.7,0.356,0.11,0.561
linear,10,-95.6,56.4,-0.0,0.792,0.838,0.746,0.801,0.588,0.792,0.641,0.442,0.703,0.371,0.132,0.573,0.671,0.421,0.75,0.381,0.161,0.586
linear,15,-96.5,60.1,-0.1,0.788,0.838,0.738,0.797,0.58,0.788,0.623,0.442,0.68,0.36,0.109,0.561,0.646,0.421,0.717,0.364,0.127,0.569
