Kernel,C,degree,gamma,coef0,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
poly,1,2,0.1,0,-1.7,3.1,-0.1,0.953,0.919,0.987,0.951,0.909,0.953,0.8,0.375,0.989,0.53,0.516,0.682,0.808,0.375,1.0,0.545,0.542,0.688
poly,1,2,0.1,1,-1.7,3.1,-0.2,0.973,0.946,1.0,0.971,0.949,0.973,0.823,0.525,0.956,0.645,0.565,0.74,0.846,0.5,1.0,0.667,0.64,0.75
poly,1,2,0.1,2,-1.7,3.5,-0.2,0.98,0.972,0.987,0.979,0.959,0.98,0.846,0.55,0.978,0.686,0.631,0.764,0.846,0.5,1.0,0.667,0.64,0.75
poly,1,2,0.1,3,-1.7,3.5,-0.1,0.973,0.946,1.0,0.971,0.949,0.973,0.869,0.575,1.0,0.728,0.695,0.788,0.846,0.5,1.0,0.667,0.64,0.75
poly,1,2,0.1,4,-1.8,3.5,0.0,0.973,0.946,1.0,0.971,0.949,0.973,0.846,0.5,1.0,0.663,0.638,0.75,0.846,0.5,1.0,0.667,0.64,0.75
poly,1,2,0.01,0,-2.0,3.0,-0.5,0.898,0.797,1.0,0.887,0.814,0.899,0.862,0.55,1.0,0.708,0.677,0.775,0.885,0.625,1.0,0.769,0.732,0.812
poly,1,2,0.01,1,-1.9,3.3,0.0,0.946,0.891,1.0,0.941,0.898,0.946,0.831,0.45,1.0,0.618,0.6,0.725,0.808,0.375,1.0,0.545,0.542,0.688
poly,1,2,0.01,2,-2.0,3.4,0.2,0.946,0.892,1.0,0.941,0.899,0.946,0.8,0.35,1.0,0.516,0.52,0.675,0.769,0.25,1.0,0.4,0.433,0.625
poly,1,2,0.01,3,-2.0,3.8,0.3,0.946,0.892,1.0,0.941,0.899,0.946,0.769,0.25,1.0,0.394,0.428,0.625,0.731,0.125,1.0,0.222,0.3,0.562
poly,1,2,0.01,4,-2.0,3.9,0.3,0.946,0.892,1.0,0.941,0.899,0.946,0.762,0.225,1.0,0.364,0.406,0.612,0.731,0.125,1.0,0.222,0.3,0.562
poly,1,2,0.001,0,-1.0,0.3,-0.4,0.553,0.547,0.573,0.465,0.144,0.56,0.562,0.55,0.567,0.383,0.154,0.558,0.808,0.375,1.0,0.545,0.542,0.688
poly,1,2,0.001,1,-2.1,2.4,-0.1,0.885,0.782,0.987,0.869,0.789,0.884,0.808,0.575,0.911,0.644,0.528,0.743,0.808,0.5,0.944,0.615,0.52,0.722
poly,1,2,0.001,2,-2.2,2.5,0.0,0.878,0.769,0.987,0.859,0.778,0.878,0.854,0.525,1.0,0.683,0.657,0.762,0.846,0.5,1.0,0.667,0.64,0.75
poly,1,2,0.001,3,-2.2,2.6,-0.3,0.905,0.877,0.932,0.901,0.817,0.905,0.808,0.575,0.911,0.647,0.532,0.743,0.846,0.5,1.0,0.667,0.64,0.75
poly,1,2,0.001,4,-2.2,2.8,-0.1,0.905,0.85,0.959,0.898,0.821,0.905,0.823,0.425,1.0,0.594,0.581,0.712,0.846,0.5,1.0,0.667,0.64,0.75
poly,1,3,0.1,0,-3.8,9.1,-0.2,0.926,0.865,0.987,0.917,0.864,0.926,0.777,0.275,1.0,0.429,0.455,0.638,0.769,0.25,1.0,0.4,0.433,0.625
poly,1,3,0.1,1,-2.3,6.6,-0.2,0.966,0.932,1.0,0.963,0.937,0.966,0.8,0.35,1.0,0.516,0.52,0.675,0.808,0.375,1.0,0.545,0.542,0.688
poly,1,3,0.1,2,-2.1,5.0,-0.2,0.966,0.932,1.0,0.963,0.937,0.966,0.8,0.375,0.989,0.536,0.515,0.682,0.808,0.375,1.0,0.545,0.542,0.688
poly,1,3,0.1,3,-2.0,4.0,-0.2,0.973,0.946,1.0,0.971,0.949,0.973,0.808,0.4,0.989,0.561,0.535,0.694,0.808,0.375,1.0,0.545,0.542,0.688
