Kernel,C,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
linear,1,-9.7,8.7,-0.3,0.684,0.533,0.746,0.5,0.314,0.64,0.662,0.425,0.767,0.43,0.195,0.596,0.654,0.375,0.778,0.4,0.159,0.576
linear,5,-20.9,25.9,2.3,0.75,0.333,0.919,0.369,0.302,0.626,0.731,0.225,0.956,0.329,0.289,0.59,0.769,0.25,1.0,0.4,0.433,0.625
linear,10,-29.2,42.5,3.9,0.74,0.267,0.932,0.3,0.248,0.6,0.731,0.225,0.956,0.338,0.279,0.59,0.769,0.25,1.0,0.4,0.433,0.625
linear,15,-35.1,45.6,2.3,0.711,0.333,0.865,0.342,0.232,0.599,0.723,0.275,0.922,0.378,0.28,0.599,0.769,0.25,1.0,0.4,0.433,0.625
