Kernel,C,degree,gamma,coef0,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
poly,1,2,0.1,0,-6.7,5.3,-0.0,0.759,0.233,0.973,0.335,0.311,0.603,0.846,0.525,0.989,0.668,0.629,0.757,0.846,0.5,1.0,0.667,0.64,0.75
poly,1,2,0.1,1,-2.9,10.0,0.6,0.798,0.367,0.973,0.488,0.469,0.67,0.831,0.6,0.933,0.671,0.59,0.767,0.808,0.5,0.944,0.615,0.52,0.722
poly,1,2,0.1,2,-3.3,11.8,0.4,0.808,0.467,0.947,0.57,0.491,0.707,0.815,0.675,0.878,0.685,0.563,0.776,0.846,0.75,0.889,0.75,0.639,0.819
poly,1,2,0.1,3,-3.8,12.4,0.5,0.798,0.4,0.96,0.501,0.45,0.68,0.815,0.675,0.878,0.685,0.563,0.776,0.885,0.75,0.944,0.8,0.723,0.847
poly,1,2,0.1,4,-4.1,12.8,0.4,0.779,0.433,0.92,0.52,0.418,0.677,0.823,0.7,0.878,0.704,0.584,0.789,0.808,0.75,0.833,0.706,0.566,0.792
poly,1,2,0.01,0,-1.0,0.6,-0.8,0.788,0.433,0.933,0.51,0.439,0.683,0.808,0.375,1.0,0.545,0.542,0.688,0.808,0.375,1.0,0.545,0.542,0.688
poly,1,2,0.01,1,-2.3,2.5,0.2,0.798,0.367,0.973,0.483,0.475,0.67,0.831,0.5,0.978,0.642,0.593,0.739,0.846,0.5,1.0,0.667,0.64,0.75
poly,1,2,0.01,2,-2.6,4.3,0.6,0.788,0.3,0.987,0.406,0.395,0.643,0.846,0.525,0.989,0.672,0.635,0.757,0.846,0.5,1.0,0.667,0.64,0.75
poly,1,2,0.01,3,-3.0,5.9,0.9,0.788,0.3,0.987,0.406,0.395,0.643,0.846,0.525,0.989,0.672,0.635,0.757,0.846,0.5,1.0,0.667,0.64,0.75
poly,1,2,0.01,4,-3.3,6.8,1.2,0.788,0.3,0.987,0.406,0.395,0.643,0.838,0.5,0.989,0.648,0.616,0.744,0.846,0.5,1.0,0.667,0.64,0.75
poly,1,2,0.001,0,0.9,1.0,0.9,0.289,1.0,0.0,0.448,0.0,0.5,0.308,1.0,0.0,0.471,0.0,0.5,0.692,0.0,1.0,0.0,0.0,0.5
poly,1,2,0.001,1,-1.4,1.0,-0.3,0.827,0.533,0.947,0.603,0.56,0.74,0.823,0.625,0.911,0.668,0.573,0.768,0.808,0.5,0.944,0.615,0.52,0.722
