Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-0.4,1.1,-0.1,0.844,0.689,1.0,0.814,0.725,0.844,0.692,0.0,1.0,0.0,0.0,0.5,0.692,0.0,1.0,0.0,0.0,0.5
RBF,1,0.01,-1.4,1.2,-0.2,0.925,0.891,0.959,0.922,0.854,0.925,0.9,0.875,0.911,0.844,0.772,0.893,0.923,0.875,0.944,0.875,0.819,0.91
RBF,1,0.001,-1.8,1.8,-0.2,0.871,0.769,0.972,0.854,0.76,0.87,0.885,0.875,0.889,0.824,0.741,0.882,0.885,0.875,0.889,0.824,0.741,0.882
RBF,1,0.0001,-0.8,0.8,-0.1,0.743,0.732,0.76,0.738,0.524,0.746,0.746,0.8,0.722,0.667,0.545,0.761,0.846,0.875,0.833,0.778,0.672,0.854
RBF,1,1e-05,-1.0,1.0,-0.0,0.66,0.56,0.773,0.563,0.359,0.667,0.7,0.575,0.756,0.51,0.357,0.665,0.846,0.625,0.944,0.714,0.624,0.785
RBF,5,0.1,-0.4,1.0,-0.1,0.838,0.689,0.987,0.808,0.71,0.838,0.692,0.0,1.0,0.0,0.0,0.5,0.692,0.0,1.0,0.0,0.0,0.5
RBF,5,0.01,-1.6,1.4,0.1,0.966,0.96,0.973,0.966,0.935,0.967,0.931,0.825,0.978,0.88,0.837,0.901,0.923,0.75,1.0,0.857,0.822,0.875
RBF,5,0.001,-1.7,2.5,-0.4,0.898,0.89,0.905,0.896,0.799,0.898,0.823,0.7,0.878,0.709,0.585,0.789,0.808,0.625,0.889,0.667,0.535,0.757
RBF,5,0.0001,-1.8,1.7,-0.1,0.844,0.742,0.945,0.826,0.707,0.843,0.877,0.85,0.889,0.809,0.721,0.869,0.885,0.875,0.889,0.824,0.741,0.882
RBF,5,1e-05,-0.9,0.9,-0.0,0.66,0.56,0.773,0.563,0.359,0.667,0.7,0.575,0.756,0.51,0.357,0.665,0.846,0.625,0.944,0.714,0.624,0.785
RBF,10,0.1,-0.4,1.0,-0.1,0.838,0.689,0.987,0.808,0.71,0.838,0.692,0.0,1.0,0.0,0.0,0.5,0.692,0.0,1.0,0.0,0.0,0.5
RBF,10,0.01,-1.6,1.4,0.1,0.98,0.987,0.973,0.98,0.961,0.98,0.931,0.825,0.978,0.88,0.837,0.901,0.923,0.75,1.0,0.857,0.822,0.875
RBF,10,0.001,-1.7,3.1,-0.3,0.925,0.947,0.905,0.926,0.853,0.926,0.808,0.55,0.922,0.637,0.524,0.736,0.808,0.5,0.944,0.615,0.52,0.722
RBF,10,0.0001,-2.2,2.0,-0.2,0.885,0.796,0.972,0.872,0.784,0.884,0.838,0.725,0.889,0.731,0.618,0.807,0.808,0.625,0.889,0.667,0.535,0.757
RBF,10,1e-05,-0.8,0.8,-0.1,0.756,0.746,0.773,0.753,0.546,0.76,0.754,0.8,0.733,0.671,0.553,0.767,0.846,0.875,0.833,0.778,0.672,0.854
