Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-1.1,1.1,-0.0,0.885,0.903,0.865,0.884,0.775,0.884,0.731,0.75,0.722,0.632,0.442,0.736,0.769,0.75,0.778,0.667,0.501,0.764
RBF,1,0.01,-1.5,1.4,0.2,0.757,0.554,0.96,0.693,0.564,0.757,0.8,0.6,0.889,0.646,0.515,0.744,0.808,0.625,0.889,0.667,0.535,0.757
RBF,1,0.001,-1.5,1.6,0.0,0.73,0.472,0.987,0.633,0.538,0.73,0.785,0.55,0.889,0.61,0.469,0.719,0.808,0.625,0.889,0.667,0.535,0.757
RBF,1,0.0001,-0.9,0.9,-0.0,0.606,0.44,0.787,0.466,0.28,0.613,0.662,0.45,0.756,0.408,0.249,0.603,0.769,0.375,0.944,0.5,0.409,0.66
RBF,1,1e-05,-1.0,1.0,-0.0,0.606,0.44,0.787,0.466,0.28,0.613,0.662,0.45,0.756,0.408,0.249,0.603,0.769,0.375,0.944,0.5,0.409,0.66
RBF,5,0.1,-1.0,1.1,-0.0,0.899,0.891,0.906,0.897,0.803,0.899,0.7,0.45,0.811,0.421,0.236,0.631,0.654,0.125,0.889,0.182,0.02,0.507
RBF,5,0.01,-2.2,2.0,-0.2,0.817,0.89,0.744,0.828,0.645,0.817,0.723,0.7,0.733,0.61,0.411,0.717,0.731,0.75,0.722,0.632,0.441,0.736
RBF,5,0.001,-2.1,3.2,0.3,0.73,0.472,0.987,0.634,0.535,0.73,0.785,0.475,0.922,0.575,0.46,0.699,0.808,0.5,0.944,0.615,0.52,0.722
RBF,5,0.0001,-1.3,1.3,-0.1,0.723,0.472,0.973,0.626,0.519,0.723,0.785,0.55,0.889,0.606,0.472,0.719,0.808,0.625,0.889,0.667,0.535,0.757
RBF,5,1e-05,-1.0,1.0,-0.0,0.606,0.44,0.787,0.466,0.28,0.613,0.662,0.45,0.756,0.408,0.249,0.603,0.769,0.375,0.944,0.5,0.409,0.66
RBF,10,0.1,-1.0,1.1,-0.0,0.899,0.891,0.906,0.897,0.803,0.899,0.7,0.45,0.811,0.421,0.236,0.631,0.654,0.125,0.889,0.182,0.02,0.507
RBF,10,0.01,-2.3,2.4,-0.3,0.797,0.917,0.675,0.817,0.616,0.796,0.623,0.625,0.622,0.505,0.23,0.624,0.692,0.625,0.722,0.556,0.329,0.674
RBF,10,0.001,-2.2,4.0,0.4,0.737,0.5,0.973,0.653,0.538,0.737,0.815,0.475,0.967,0.614,0.551,0.721,0.846,0.5,1.0,0.667,0.64,0.75
RBF,10,0.0001,-1.6,1.9,0.0,0.73,0.472,0.987,0.633,0.538,0.73,0.785,0.55,0.889,0.61,0.469,0.719,0.808,0.625,0.889,0.667,0.535,0.757
RBF,10,1e-05,-0.9,0.9,-0.0,0.606,0.44,0.787,0.466,0.28,0.613,0.662,0.45,0.756,0.408,0.249,0.603,0.769,0.375,0.944,0.5,0.409,0.66
