Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-0.2,1.1,-0.1,0.797,0.593,1.0,0.738,0.651,0.797,0.692,0.0,1.0,0.0,0.0,0.5,0.692,0.0,1.0,0.0,0.0,0.5
RBF,1,0.01,-1.3,1.1,-0.0,0.98,0.972,0.987,0.979,0.96,0.98,0.923,0.875,0.944,0.876,0.822,0.91,0.962,0.875,1.0,0.933,0.91,0.938
RBF,1,0.001,-1.6,1.8,-0.3,0.891,0.864,0.917,0.888,0.789,0.89,0.854,0.875,0.844,0.788,0.687,0.86,0.885,0.875,0.889,0.824,0.741,0.882
RBF,1,0.0001,-1.0,0.9,-0.1,0.777,0.621,0.932,0.732,0.588,0.777,0.838,0.825,0.844,0.761,0.656,0.835,0.846,0.875,0.833,0.778,0.672,0.854
RBF,1,1e-05,-1.0,1.0,-0.0,0.62,0.467,0.787,0.483,0.303,0.627,0.692,0.55,0.756,0.482,0.347,0.653,0.808,0.5,0.944,0.615,0.52,0.722
RBF,5,0.1,-0.2,1.1,-0.1,0.784,0.728,0.84,0.774,0.629,0.784,0.646,0.2,0.844,0.107,0.057,0.522,0.692,0.0,1.0,0.0,0.0,0.5
RBF,5,0.01,-1.3,1.2,0.1,0.98,0.972,0.987,0.979,0.96,0.98,0.962,0.875,1.0,0.933,0.91,0.938,0.962,0.875,1.0,0.933,0.91,0.938
RBF,5,0.001,-2.0,2.4,-0.1,0.966,0.958,0.972,0.965,0.933,0.965,0.854,0.625,0.956,0.722,0.644,0.79,0.808,0.5,0.944,0.615,0.52,0.722
RBF,5,0.0001,-1.9,2.3,-0.1,0.837,0.701,0.972,0.808,0.702,0.837,0.869,0.8,0.9,0.787,0.697,0.85,0.846,0.75,0.889,0.75,0.639,0.819
RBF,5,1e-05,-0.9,0.8,-0.1,0.666,0.68,0.667,0.605,0.355,0.673,0.669,0.725,0.644,0.557,0.388,0.685,0.846,0.875,0.833,0.778,0.672,0.854
RBF,10,0.1,-0.2,1.1,-0.1,0.784,0.728,0.84,0.774,0.629,0.784,0.646,0.2,0.844,0.107,0.057,0.522,0.692,0.0,1.0,0.0,0.0,0.5
RBF,10,0.01,-1.3,1.2,0.1,0.98,0.972,0.987,0.979,0.96,0.98,0.962,0.875,1.0,0.933,0.91,0.938,0.962,0.875,1.0,0.933,0.91,0.938
RBF,10,0.001,-1.9,2.4,0.2,0.966,0.931,1.0,0.964,0.935,0.966,0.846,0.5,1.0,0.667,0.64,0.75,0.846,0.5,1.0,0.667,0.64,0.75
RBF,10,0.0001,-2.2,2.5,-0.2,0.877,0.836,0.917,0.87,0.766,0.877,0.823,0.675,0.889,0.7,0.576,0.782,0.808,0.625,0.889,0.667,0.535,0.757
RBF,10,1e-05,-1.1,0.9,-0.1,0.777,0.621,0.932,0.731,0.588,0.777,0.815,0.8,0.822,0.723,0.607,0.811,0.846,0.875,0.833,0.778,0.672,0.854
