activation,layers,learning_rate,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
relu,"(25,)",0.1,0.741,0.567,0.812,0.565,0.415,0.69,0.723,0.625,0.767,0.581,0.379,0.696,0.731,0.5,0.833,0.533,0.347,0.667
relu,"(25,)",0.01,0.731,0.533,0.812,0.535,0.366,0.673,0.777,0.6,0.856,0.625,0.469,0.728,0.769,0.625,0.833,0.625,0.458,0.729
relu,"(25,)",0.001,0.75,0.5,0.852,0.529,0.376,0.676,0.831,0.675,0.9,0.709,0.596,0.788,0.769,0.5,0.889,0.571,0.426,0.694
relu,"(25,)",0.0001,0.75,0.433,0.88,0.477,0.382,0.657,0.823,0.6,0.922,0.676,0.566,0.761,0.846,0.625,0.944,0.714,0.624,0.785
relu,"(50,)",0.1,0.721,0.533,0.799,0.516,0.337,0.666,0.662,0.625,0.678,0.535,0.286,0.651,0.692,0.5,0.778,0.5,0.278,0.639
relu,"(50,)",0.01,0.751,0.567,0.826,0.569,0.398,0.696,0.746,0.5,0.856,0.546,0.377,0.678,0.731,0.5,0.833,0.533,0.347,0.667
relu,"(50,)",0.001,0.751,0.567,0.826,0.566,0.395,0.696,0.754,0.5,0.867,0.554,0.396,0.683,0.692,0.375,0.833,0.429,0.228,0.604
relu,"(50,)",0.0001,0.77,0.533,0.866,0.566,0.426,0.7,0.769,0.525,0.878,0.584,0.438,0.701,0.692,0.5,0.778,0.5,0.278,0.639
relu,"(75,)",0.1,0.73,0.6,0.784,0.553,0.375,0.692,0.746,0.65,0.789,0.613,0.431,0.719,0.731,0.625,0.778,0.588,0.391,0.701
relu,"(75,)",0.01,0.741,0.533,0.826,0.541,0.379,0.68,0.738,0.55,0.822,0.563,0.378,0.686,0.731,0.625,0.778,0.588,0.391,0.701
relu,"(75,)",0.001,0.722,0.5,0.812,0.51,0.337,0.656,0.777,0.55,0.878,0.604,0.456,0.714,0.808,0.625,0.889,0.667,0.535,0.757
relu,"(75,)",0.0001,0.741,0.533,0.826,0.537,0.379,0.68,0.777,0.5,0.9,0.577,0.443,0.7,0.769,0.5,0.889,0.571,0.426,0.694
relu,"(100,)",0.1,0.751,0.633,0.799,0.585,0.43,0.716,0.7,0.625,0.733,0.56,0.342,0.679,0.731,0.75,0.722,0.632,0.441,0.736
relu,"(100,)",0.01,0.76,0.567,0.839,0.574,0.413,0.703,0.731,0.625,0.778,0.586,0.392,0.701,0.731,0.625,0.778,0.588,0.391,0.701
relu,"(100,)",0.001,0.741,0.467,0.852,0.5,0.341,0.66,0.746,0.6,0.811,0.59,0.408,0.706,0.731,0.625,0.778,0.588,0.391,0.701
relu,"(100,)",0.0001,0.77,0.5,0.879,0.552,0.416,0.69,0.754,0.625,0.811,0.608,0.431,0.718,0.769,0.75,0.778,0.667,0.501,0.764
relu,"(125,)",0.1,0.692,0.667,0.704,0.538,0.348,0.685,0.685,0.65,0.7,0.561,0.332,0.675,0.654,0.625,0.667,0.526,0.272,0.646
relu,"(125,)",0.01,0.751,0.567,0.826,0.568,0.407,0.696,0.731,0.55,0.811,0.557,0.366,0.681,0.692,0.5,0.778,0.5,0.278,0.639
relu,"(125,)",0.001,0.741,0.533,0.826,0.543,0.378,0.68,0.708,0.45,0.822,0.487,0.288,0.636,0.692,0.5,0.778,0.5,0.278,0.639
relu,"(125,)",0.0001,0.779,0.5,0.892,0.561,0.446,0.696,0.723,0.45,0.844,0.501,0.32,0.647,0.692,0.375,0.833,0.429,0.228,0.604
relu,"(150,)",0.1,0.683,0.567,0.73,0.504,0.297,0.649,0.662,0.625,0.678,0.534,0.286,0.651,0.692,0.625,0.722,0.556,0.329,0.674
relu,"(150,)",0.01,0.731,0.533,0.812,0.537,0.366,0.673,0.731,0.55,0.811,0.553,0.363,0.681,0.692,0.5,0.778,0.5,0.278,0.639
relu,"(150,)",0.001,0.76,0.533,0.852,0.558,0.408,0.693,0.723,0.55,0.8,0.549,0.351,0.675,0.692,0.5,0.778,0.5,0.278,0.639
relu,"(150,)",0.0001,0.76,0.467,0.879,0.521,0.397,0.673,0.715,0.525,0.8,0.532,0.328,0.662,0.692,0.5,0.778,0.5,0.278,0.639
relu,"(175,)",0.1,0.75,0.667,0.784,0.596,0.444,0.725,0.646,0.625,0.656,0.52,0.261,0.64,0.692,0.625,0.722,0.556,0.329,0.674
relu,"(175,)",0.01,0.751,0.533,0.839,0.535,0.383,0.686,0.769,0.575,0.856,0.606,0.446,0.715,0.731,0.5,0.833,0.533,0.347,0.667
relu,"(175,)",0.001,0.75,0.467,0.866,0.501,0.381,0.666,0.777,0.55,0.878,0.606,0.461,0.714,0.808,0.5,0.944,0.615,0.52,0.722
relu,"(175,)",0.0001,0.77,0.467,0.893,0.523,0.429,0.68,0.8,0.525,0.922,0.62,0.511,0.724,0.808,0.625,0.889,0.667,0.535,0.757
