activation,layers,learning_rate,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
relu,"(25,)",0.1,0.837,0.8,0.851,0.734,0.645,0.826,0.754,0.525,0.856,0.565,0.405,0.69,0.769,0.375,0.944,0.5,0.409,0.66
relu,"(25,)",0.01,0.818,0.6,0.907,0.645,0.558,0.753,0.777,0.425,0.933,0.538,0.433,0.679,0.769,0.375,0.944,0.5,0.409,0.66
relu,"(25,)",0.001,0.837,0.667,0.906,0.683,0.607,0.786,0.769,0.425,0.922,0.532,0.417,0.674,0.769,0.375,0.944,0.5,0.409,0.66
relu,"(25,)",0.0001,0.817,0.6,0.906,0.641,0.568,0.753,0.777,0.45,0.922,0.552,0.438,0.686,0.769,0.375,0.944,0.5,0.409,0.66
relu,"(50,)",0.1,0.809,0.733,0.839,0.683,0.557,0.786,0.762,0.45,0.9,0.526,0.4,0.675,0.808,0.5,0.944,0.615,0.52,0.722
relu,"(50,)",0.01,0.827,0.633,0.906,0.667,0.58,0.77,0.808,0.475,0.956,0.6,0.518,0.715,0.846,0.5,1.0,0.667,0.64,0.75
relu,"(50,)",0.001,0.837,0.633,0.92,0.682,0.607,0.777,0.823,0.475,0.978,0.622,0.572,0.726,0.846,0.5,1.0,0.667,0.64,0.75
relu,"(50,)",0.0001,0.808,0.567,0.907,0.621,0.539,0.737,0.831,0.475,0.989,0.632,0.596,0.732,0.846,0.5,1.0,0.667,0.64,0.75
relu,"(75,)",0.1,0.808,0.733,0.838,0.683,0.557,0.786,0.785,0.575,0.878,0.621,0.48,0.726,0.769,0.5,0.889,0.571,0.426,0.694
relu,"(75,)",0.01,0.856,0.7,0.92,0.723,0.661,0.81,0.792,0.45,0.944,0.572,0.48,0.697,0.769,0.375,0.944,0.5,0.409,0.66
relu,"(75,)",0.001,0.847,0.633,0.933,0.696,0.633,0.783,0.8,0.45,0.956,0.579,0.5,0.703,0.846,0.5,1.0,0.667,0.64,0.75
relu,"(75,)",0.0001,0.827,0.6,0.919,0.662,0.578,0.76,0.8,0.45,0.956,0.582,0.503,0.703,0.808,0.5,0.944,0.615,0.52,0.722
relu,"(100,)",0.1,0.799,0.7,0.839,0.669,0.539,0.77,0.746,0.425,0.889,0.494,0.353,0.657,0.769,0.375,0.944,0.5,0.409,0.66
relu,"(100,)",0.01,0.827,0.6,0.919,0.654,0.573,0.76,0.808,0.425,0.978,0.576,0.528,0.701,0.808,0.375,1.0,0.545,0.542,0.688
relu,"(100,)",0.001,0.817,0.567,0.919,0.628,0.546,0.743,0.808,0.4,0.989,0.561,0.535,0.694,0.808,0.375,1.0,0.545,0.542,0.688
relu,"(100,)",0.0001,0.818,0.533,0.933,0.599,0.544,0.733,0.8,0.425,0.967,0.566,0.504,0.696,0.808,0.375,1.0,0.545,0.542,0.688
