activation,layers,learning_rate,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
relu,"(25,)",0.1,0.837,0.767,0.865,0.708,0.632,0.816,0.792,0.6,0.878,0.638,0.496,0.739,0.769,0.5,0.889,0.571,0.426,0.694
relu,"(25,)",0.01,0.847,0.667,0.92,0.694,0.635,0.793,0.792,0.45,0.944,0.563,0.476,0.697,0.808,0.375,1.0,0.545,0.542,0.688
relu,"(25,)",0.001,0.837,0.633,0.92,0.663,0.604,0.777,0.808,0.45,0.967,0.59,0.523,0.708,0.808,0.375,1.0,0.545,0.542,0.688
relu,"(25,)",0.0001,0.798,0.6,0.878,0.602,0.514,0.739,0.8,0.475,0.944,0.592,0.498,0.71,0.769,0.375,0.944,0.5,0.409,0.66
relu,"(50,)",0.1,0.779,0.7,0.81,0.633,0.489,0.755,0.815,0.65,0.889,0.683,0.556,0.769,0.769,0.5,0.889,0.571,0.426,0.694
relu,"(50,)",0.01,0.847,0.667,0.92,0.702,0.635,0.793,0.831,0.575,0.944,0.673,0.585,0.76,0.846,0.625,0.944,0.714,0.624,0.785
relu,"(50,)",0.001,0.818,0.6,0.907,0.647,0.565,0.753,0.862,0.575,0.989,0.717,0.673,0.782,0.885,0.625,1.0,0.769,0.732,0.812
relu,"(50,)",0.0001,0.818,0.567,0.92,0.627,0.568,0.743,0.869,0.625,0.978,0.747,0.689,0.801,0.885,0.625,1.0,0.769,0.732,0.812
relu,"(75,)",0.1,0.798,0.767,0.81,0.669,0.543,0.789,0.777,0.65,0.833,0.639,0.482,0.742,0.769,0.5,0.889,0.571,0.426,0.694
relu,"(75,)",0.01,0.837,0.633,0.92,0.677,0.607,0.777,0.838,0.525,0.978,0.663,0.609,0.751,0.846,0.5,1.0,0.667,0.64,0.75
