n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.912,0.91,0.916,0.912,0.827,0.913,0.804,0.618,0.852,0.569,0.447,0.735,0.849,0.545,0.929,0.6,0.512,0.737
200,None,0.5,0.898,0.898,0.898,0.898,0.797,0.898,0.781,0.6,0.829,0.533,0.399,0.714,0.849,0.727,0.881,0.667,0.573,0.804
200,None,0.75,0.873,0.867,0.879,0.873,0.748,0.873,0.77,0.618,0.81,0.527,0.388,0.714,0.83,0.727,0.857,0.64,0.538,0.792
200,None,None,0.846,0.861,0.831,0.849,0.694,0.846,0.766,0.636,0.8,0.53,0.39,0.718,0.83,0.727,0.857,0.64,0.538,0.792
400,None,0.25,0.915,0.916,0.916,0.916,0.832,0.916,0.815,0.636,0.862,0.588,0.472,0.749,0.849,0.545,0.929,0.6,0.512,0.737
400,None,0.5,0.894,0.892,0.898,0.895,0.791,0.895,0.789,0.636,0.829,0.556,0.427,0.732,0.868,0.727,0.905,0.696,0.612,0.816
400,None,0.75,0.873,0.867,0.879,0.873,0.748,0.873,0.781,0.636,0.819,0.549,0.416,0.728,0.849,0.727,0.881,0.667,0.573,0.804
400,None,None,0.846,0.855,0.837,0.848,0.694,0.846,0.785,0.636,0.824,0.55,0.42,0.73,0.83,0.727,0.857,0.64,0.538,0.792
600,None,0.25,0.915,0.916,0.916,0.916,0.832,0.916,0.819,0.655,0.862,0.6,0.487,0.758,0.83,0.545,0.905,0.571,0.467,0.725
600,None,0.5,0.891,0.898,0.885,0.893,0.784,0.891,0.8,0.673,0.833,0.582,0.461,0.753,0.868,0.727,0.905,0.696,0.612,0.816
600,None,0.75,0.879,0.88,0.879,0.88,0.761,0.879,0.785,0.636,0.824,0.553,0.421,0.73,0.849,0.727,0.881,0.667,0.573,0.804
600,None,None,0.852,0.855,0.849,0.853,0.706,0.852,0.777,0.618,0.819,0.533,0.398,0.719,0.849,0.727,0.881,0.667,0.573,0.804
800,None,0.25,0.915,0.916,0.916,0.916,0.832,0.916,0.819,0.655,0.862,0.598,0.486,0.758,0.83,0.545,0.905,0.571,0.467,0.725
800,None,0.5,0.891,0.891,0.891,0.892,0.784,0.891,0.804,0.691,0.833,0.594,0.476,0.762,0.868,0.727,0.905,0.696,0.612,0.816
800,None,0.75,0.873,0.873,0.873,0.874,0.749,0.873,0.781,0.618,0.824,0.543,0.408,0.721,0.849,0.727,0.881,0.667,0.573,0.804
800,None,None,0.849,0.855,0.843,0.851,0.701,0.849,0.777,0.618,0.819,0.533,0.398,0.719,0.849,0.727,0.881,0.667,0.573,0.804
1000,None,0.25,0.912,0.91,0.916,0.913,0.826,0.913,0.826,0.673,0.867,0.616,0.509,0.77,0.83,0.545,0.905,0.571,0.467,0.725
1000,None,0.5,0.894,0.898,0.891,0.895,0.79,0.894,0.8,0.655,0.838,0.575,0.453,0.746,0.868,0.727,0.905,0.696,0.612,0.816
1000,None,0.75,0.873,0.873,0.873,0.874,0.749,0.873,0.781,0.618,0.824,0.541,0.406,0.721,0.849,0.727,0.881,0.667,0.573,0.804
1000,None,None,0.846,0.855,0.837,0.848,0.695,0.846,0.774,0.6,0.819,0.523,0.384,0.71,0.849,0.727,0.881,0.667,0.573,0.804
