n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.907,0.904,0.909,0.906,0.813,0.907,0.785,0.4,0.886,0.436,0.31,0.643,0.774,0.364,0.881,0.4,0.264,0.622
200,None,0.5,0.906,0.91,0.903,0.907,0.813,0.907,0.789,0.382,0.895,0.428,0.307,0.639,0.811,0.364,0.929,0.444,0.35,0.646
200,None,0.75,0.894,0.898,0.891,0.895,0.789,0.894,0.8,0.473,0.886,0.488,0.365,0.679,0.755,0.273,0.881,0.316,0.174,0.577
200,None,None,0.891,0.898,0.885,0.892,0.784,0.891,0.789,0.473,0.871,0.467,0.347,0.672,0.755,0.273,0.881,0.316,0.174,0.577
400,None,0.25,0.909,0.904,0.916,0.909,0.82,0.91,0.792,0.418,0.89,0.455,0.333,0.654,0.811,0.364,0.929,0.444,0.35,0.646
400,None,0.5,0.906,0.91,0.903,0.907,0.813,0.907,0.8,0.418,0.9,0.462,0.347,0.659,0.811,0.364,0.929,0.444,0.35,0.646
400,None,0.75,0.897,0.898,0.897,0.898,0.795,0.897,0.8,0.473,0.886,0.486,0.366,0.679,0.774,0.273,0.905,0.333,0.213,0.589
400,None,None,0.891,0.891,0.891,0.892,0.784,0.891,0.796,0.491,0.876,0.495,0.373,0.684,0.755,0.273,0.881,0.316,0.174,0.577
600,None,0.25,0.903,0.904,0.903,0.904,0.808,0.904,0.789,0.418,0.886,0.449,0.324,0.652,0.774,0.364,0.881,0.4,0.264,0.622
600,None,0.5,0.903,0.91,0.897,0.905,0.808,0.903,0.789,0.4,0.89,0.437,0.315,0.645,0.811,0.364,0.929,0.444,0.35,0.646
600,None,0.75,0.897,0.898,0.897,0.898,0.796,0.897,0.8,0.473,0.886,0.493,0.372,0.679,0.792,0.273,0.929,0.353,0.258,0.601
600,None,None,0.894,0.898,0.891,0.895,0.79,0.894,0.792,0.473,0.876,0.482,0.356,0.674,0.792,0.364,0.905,0.421,0.304,0.634
800,None,0.25,0.903,0.904,0.903,0.904,0.808,0.904,0.789,0.382,0.895,0.428,0.31,0.639,0.811,0.364,0.929,0.444,0.35,0.646
800,None,0.5,0.903,0.91,0.897,0.905,0.808,0.903,0.792,0.418,0.89,0.454,0.336,0.654,0.811,0.364,0.929,0.444,0.35,0.646
800,None,0.75,0.894,0.898,0.891,0.895,0.79,0.894,0.792,0.473,0.876,0.481,0.354,0.674,0.792,0.364,0.905,0.421,0.304,0.634
800,None,None,0.894,0.898,0.891,0.895,0.79,0.894,0.785,0.436,0.876,0.454,0.329,0.656,0.792,0.364,0.905,0.421,0.304,0.634
1000,None,0.25,0.906,0.904,0.909,0.907,0.813,0.907,0.777,0.364,0.886,0.4,0.278,0.625,0.83,0.364,0.952,0.471,0.404,0.658
1000,None,0.5,0.9,0.904,0.897,0.901,0.802,0.9,0.781,0.4,0.881,0.429,0.3,0.64,0.811,0.364,0.929,0.444,0.35,0.646
1000,None,0.75,0.897,0.904,0.891,0.899,0.796,0.897,0.789,0.491,0.867,0.485,0.355,0.679,0.811,0.364,0.929,0.444,0.35,0.646
1000,None,None,0.894,0.898,0.891,0.895,0.79,0.894,0.792,0.473,0.876,0.479,0.359,0.674,0.792,0.364,0.905,0.421,0.304,0.634
