n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.904,0.904,0.903,0.903,0.81,0.904,0.789,0.382,0.895,0.427,0.306,0.639,0.83,0.455,0.929,0.526,0.434,0.692
200,None,0.5,0.882,0.873,0.891,0.882,0.767,0.882,0.774,0.382,0.876,0.41,0.274,0.629,0.774,0.364,0.881,0.4,0.264,0.622
200,None,0.75,0.873,0.874,0.873,0.874,0.749,0.873,0.774,0.473,0.852,0.461,0.322,0.663,0.755,0.364,0.857,0.381,0.229,0.61
200,None,None,0.864,0.886,0.843,0.868,0.731,0.864,0.747,0.418,0.833,0.406,0.25,0.626,0.792,0.545,0.857,0.522,0.39,0.701
400,None,0.25,0.901,0.898,0.903,0.9,0.803,0.901,0.792,0.418,0.89,0.456,0.331,0.654,0.811,0.364,0.929,0.444,0.35,0.646
400,None,0.5,0.883,0.886,0.879,0.883,0.766,0.883,0.762,0.364,0.867,0.387,0.242,0.615,0.755,0.273,0.881,0.316,0.174,0.577
400,None,0.75,0.876,0.88,0.873,0.877,0.754,0.876,0.751,0.382,0.848,0.386,0.232,0.615,0.774,0.364,0.881,0.4,0.264,0.622
400,None,None,0.867,0.886,0.849,0.871,0.737,0.867,0.747,0.4,0.838,0.39,0.238,0.619,0.774,0.455,0.857,0.455,0.312,0.656
600,None,0.25,0.9,0.904,0.897,0.901,0.802,0.901,0.792,0.382,0.9,0.433,0.316,0.641,0.792,0.273,0.929,0.353,0.258,0.601
600,None,0.5,0.882,0.892,0.873,0.884,0.766,0.882,0.766,0.345,0.876,0.378,0.239,0.611,0.774,0.273,0.905,0.333,0.213,0.589
600,None,0.75,0.87,0.88,0.861,0.872,0.743,0.87,0.751,0.4,0.843,0.397,0.242,0.621,0.774,0.364,0.881,0.4,0.264,0.622
600,None,None,0.861,0.886,0.837,0.866,0.725,0.861,0.755,0.418,0.843,0.408,0.26,0.631,0.736,0.364,0.833,0.364,0.197,0.598
800,None,0.25,0.898,0.898,0.897,0.898,0.796,0.898,0.796,0.4,0.9,0.448,0.332,0.65,0.792,0.273,0.929,0.353,0.258,0.601
800,None,0.5,0.882,0.892,0.873,0.884,0.766,0.883,0.774,0.364,0.881,0.397,0.262,0.622,0.755,0.273,0.881,0.316,0.174,0.577
800,None,0.75,0.873,0.886,0.861,0.875,0.749,0.873,0.747,0.382,0.843,0.382,0.226,0.612,0.774,0.364,0.881,0.4,0.264,0.622
800,None,None,0.864,0.88,0.849,0.868,0.731,0.864,0.755,0.418,0.843,0.408,0.26,0.631,0.717,0.364,0.81,0.348,0.168,0.587
1000,None,0.25,0.898,0.892,0.903,0.897,0.797,0.898,0.785,0.382,0.89,0.423,0.3,0.636,0.792,0.273,0.929,0.353,0.258,0.601
1000,None,0.5,0.879,0.886,0.873,0.88,0.76,0.88,0.762,0.364,0.867,0.387,0.244,0.615,0.755,0.273,0.881,0.316,0.174,0.577
1000,None,0.75,0.873,0.886,0.861,0.875,0.749,0.873,0.747,0.382,0.843,0.382,0.226,0.612,0.736,0.273,0.857,0.3,0.14,0.565
1000,None,None,0.861,0.88,0.843,0.865,0.725,0.861,0.751,0.4,0.843,0.396,0.244,0.621,0.736,0.364,0.833,0.364,0.197,0.598
