Kernel,C,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
linear,1,-16.7,11.1,0.4,0.765,0.461,0.843,0.438,0.297,0.652,0.74,0.564,0.786,0.467,0.315,0.675,0.698,0.545,0.738,0.429,0.246,0.642
linear,5,-32.6,22.2,1.2,0.756,0.436,0.837,0.41,0.263,0.637,0.721,0.473,0.786,0.396,0.229,0.629,0.679,0.545,0.714,0.414,0.222,0.63
linear,10,-50.6,33.3,0.8,0.746,0.458,0.819,0.414,0.261,0.639,0.694,0.509,0.743,0.398,0.216,0.626,0.66,0.545,0.69,0.4,0.2,0.618
linear,15,-63.1,42.6,0.3,0.746,0.458,0.819,0.414,0.261,0.639,0.691,0.527,0.733,0.403,0.222,0.63,0.698,0.727,0.69,0.5,0.346,0.709
