Kernel,C,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
linear,1,-13.8,7.0,1.7,0.809,0.256,0.952,0.357,0.311,0.604,0.853,0.455,0.957,0.558,0.497,0.706,0.906,0.545,1.0,0.706,0.698,0.773
linear,5,-49.6,9.0,0.6,0.775,0.375,0.879,0.406,0.282,0.627,0.777,0.655,0.81,0.551,0.421,0.732,0.83,0.818,0.833,0.667,0.576,0.826
linear,10,-72.6,10.2,0.5,0.756,0.397,0.849,0.401,0.261,0.623,0.77,0.636,0.805,0.536,0.402,0.721,0.811,0.727,0.833,0.615,0.505,0.78
linear,15,-85.3,11.3,3.5,0.794,0.186,0.952,0.268,0.248,0.569,0.811,0.236,0.962,0.305,0.273,0.599,0.811,0.091,1.0,0.167,0.271,0.545
