Kernel,C,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
linear,1,-19.2,6.9,1.8,0.813,0.228,0.964,0.327,0.322,0.596,0.77,0.073,0.952,0.116,0.049,0.513,0.774,0.091,0.952,0.143,0.076,0.522
linear,5,-52.6,14.5,1.4,0.804,0.25,0.945,0.332,0.304,0.598,0.747,0.127,0.91,0.17,0.048,0.518,0.736,0.091,0.905,0.125,-0.006,0.498
linear,10,-74.5,29.0,1.4,0.804,0.25,0.945,0.332,0.304,0.598,0.743,0.145,0.9,0.184,0.055,0.523,0.717,0.091,0.881,0.118,-0.036,0.486
linear,15,-89.5,39.5,1.0,0.79,0.297,0.915,0.365,0.308,0.606,0.728,0.236,0.857,0.245,0.091,0.547,0.698,0.091,0.857,0.111,-0.062,0.474
