Kernel,C,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
linear,1,-5.7,5.2,0.1,0.794,0.442,0.886,0.463,0.344,0.664,0.868,0.764,0.895,0.706,0.635,0.829,0.849,0.636,0.905,0.636,0.541,0.771
linear,5,-5.7,5.2,0.1,0.794,0.442,0.886,0.463,0.344,0.664,0.868,0.764,0.895,0.706,0.635,0.829,0.849,0.636,0.905,0.636,0.541,0.771
linear,10,-5.7,5.2,0.1,0.794,0.442,0.886,0.463,0.344,0.664,0.868,0.764,0.895,0.706,0.635,0.829,0.849,0.636,0.905,0.636,0.541,0.771
linear,15,-5.7,5.2,0.1,0.794,0.442,0.886,0.463,0.344,0.664,0.868,0.764,0.895,0.706,0.635,0.829,0.849,0.636,0.905,0.636,0.541,0.771
