Kernel,C,degree,gamma,coef0,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
poly,1,2,0.1,0,-5.5,8.4,0.2,0.898,0.897,0.897,0.897,0.799,0.897,0.755,0.291,0.876,0.33,0.188,0.584,0.774,0.273,0.905,0.333,0.213,0.589
poly,1,2,0.1,1,-7.4,3.8,0.6,0.88,0.861,0.897,0.878,0.762,0.879,0.728,0.145,0.881,0.178,0.028,0.513,0.755,0.182,0.905,0.235,0.111,0.543
poly,1,2,0.1,2,-8.8,3.6,0.6,0.883,0.855,0.909,0.88,0.768,0.882,0.709,0.145,0.857,0.174,0.006,0.501,0.736,0.182,0.881,0.222,0.075,0.531
poly,1,2,0.1,3,-9.7,3.5,0.3,0.874,0.904,0.843,0.877,0.752,0.873,0.694,0.2,0.824,0.215,0.027,0.512,0.679,0.182,0.81,0.19,-0.009,0.496
poly,1,2,0.1,4,-10.5,3.6,0.5,0.877,0.873,0.879,0.877,0.755,0.876,0.713,0.182,0.852,0.211,0.044,0.517,0.698,0.182,0.833,0.2,0.016,0.508
poly,1,2,0.01,0,-1.3,2.9,-0.6,0.804,0.875,0.734,0.817,0.618,0.804,0.725,0.8,0.705,0.55,0.423,0.752,0.755,0.727,0.762,0.552,0.419,0.745
poly,1,2,0.01,1,-2.6,2.9,0.1,0.783,0.729,0.838,0.769,0.574,0.784,0.755,0.545,0.81,0.483,0.329,0.677,0.774,0.545,0.833,0.5,0.357,0.689
poly,1,2,0.01,2,-3.3,3.5,0.0,0.783,0.819,0.748,0.79,0.573,0.784,0.691,0.582,0.719,0.443,0.261,0.65,0.66,0.545,0.69,0.4,0.2,0.618
poly,1,2,0.01,3,-4.7,3.8,-0.0,0.801,0.843,0.76,0.809,0.609,0.802,0.66,0.564,0.686,0.413,0.214,0.625,0.66,0.545,0.69,0.4,0.2,0.618
poly,1,2,0.01,4,-6.1,4.0,0.1,0.801,0.831,0.772,0.806,0.608,0.802,0.687,0.527,0.729,0.414,0.224,0.628,0.698,0.545,0.738,0.429,0.246,0.642
poly,1,2,0.001,0,-1.0,0.9,-0.0,0.53,0.788,0.267,0.546,0.069,0.527,0.408,0.8,0.305,0.308,0.108,0.552,0.453,1.0,0.31,0.431,0.292,0.655
poly,1,2,0.001,1,-1.3,1.2,0.2,0.705,0.499,0.91,0.623,0.45,0.705,0.872,0.709,0.914,0.683,0.613,0.812,0.906,0.818,0.929,0.783,0.724,0.873
poly,1,2,0.001,2,-1.8,1.6,0.1,0.717,0.578,0.856,0.663,0.457,0.717,0.811,0.782,0.819,0.633,0.53,0.8,0.811,0.727,0.833,0.615,0.505,0.78
poly,1,2,0.001,3,-2.0,1.7,0.2,0.717,0.56,0.874,0.659,0.46,0.717,0.785,0.582,0.838,0.531,0.397,0.71,0.811,0.636,0.857,0.583,0.465,0.747
poly,1,2,0.001,4,-2.2,1.8,0.3,0.732,0.554,0.91,0.667,0.498,0.732,0.808,0.527,0.881,0.53,0.41,0.704,0.849,0.636,0.905,0.636,0.541,0.771
poly,1,3,0.1,0,-7.0,11.1,0.1,0.892,0.891,0.892,0.891,0.785,0.892,0.808,0.473,0.895,0.505,0.388,0.684,0.792,0.455,0.881,0.476,0.348,0.668
poly,1,3,0.1,1,-5.3,5.5,0.2,0.907,0.909,0.904,0.907,0.816,0.907,0.728,0.236,0.857,0.265,0.103,0.547,0.698,0.182,0.833,0.2,0.016,0.508
poly,1,3,0.1,2,-6.5,4.4,0.2,0.895,0.909,0.879,0.896,0.793,0.894,0.694,0.2,0.824,0.213,0.025,0.512,0.679,0.182,0.81,0.19,-0.009,0.496
poly,1,3,0.1,3,-7.3,4.0,0.4,0.892,0.891,0.891,0.892,0.786,0.891,0.698,0.182,0.833,0.201,0.018,0.508,0.679,0.182,0.81,0.19,-0.009,0.496
poly,1,3,0.1,4,-7.9,3.9,0.3,0.889,0.898,0.88,0.89,0.779,0.889,0.691,0.182,0.824,0.197,0.008,0.503,0.679,0.182,0.81,0.19,-0.009,0.496
