Kernel,C,degree,gamma,coef0,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
poly,1,2,0.1,0,-2.1,3.8,0.1,0.937,0.922,0.952,0.936,0.875,0.937,0.755,0.055,0.938,0.08,-0.019,0.496,0.755,0.091,0.929,0.133,0.03,0.51
poly,1,2,0.1,1,-1.9,3.4,0.2,0.94,0.916,0.964,0.938,0.882,0.94,0.8,0.164,0.967,0.254,0.23,0.565,0.811,0.182,0.976,0.286,0.277,0.579
poly,1,2,0.1,2,-1.9,3.1,0.2,0.937,0.916,0.958,0.935,0.875,0.937,0.792,0.164,0.957,0.247,0.206,0.56,0.774,0.182,0.929,0.25,0.153,0.555
poly,1,2,0.1,3,-1.9,3.0,0.3,0.937,0.916,0.958,0.935,0.875,0.937,0.781,0.145,0.948,0.217,0.158,0.547,0.774,0.091,0.952,0.143,0.076,0.522
poly,1,2,0.1,4,-2.0,2.9,0.3,0.937,0.916,0.958,0.935,0.875,0.937,0.774,0.127,0.943,0.187,0.127,0.535,0.774,0.091,0.952,0.143,0.076,0.522
poly,1,2,0.01,0,-1.8,3.9,0.0,0.928,0.898,0.958,0.925,0.857,0.928,0.77,0.109,0.943,0.166,0.095,0.526,0.774,0.091,0.952,0.143,0.076,0.522
poly,1,2,0.01,1,-2.3,2.5,0.4,0.922,0.892,0.952,0.919,0.846,0.922,0.758,0.164,0.914,0.214,0.107,0.539,0.774,0.182,0.929,0.25,0.153,0.555
poly,1,2,0.01,2,-2.9,2.2,0.4,0.928,0.916,0.94,0.927,0.856,0.928,0.758,0.291,0.881,0.332,0.194,0.586,0.736,0.273,0.857,0.3,0.14,0.565
poly,1,2,0.01,3,-3.4,2.2,0.4,0.928,0.928,0.928,0.928,0.856,0.928,0.77,0.364,0.876,0.392,0.256,0.62,0.792,0.455,0.881,0.476,0.348,0.668
poly,1,2,0.01,4,-3.7,2.3,0.5,0.925,0.916,0.934,0.924,0.851,0.925,0.777,0.364,0.886,0.405,0.277,0.625,0.792,0.455,0.881,0.476,0.348,0.668
poly,1,2,0.001,0,-0.8,0.3,-0.3,0.609,0.661,0.552,0.553,0.232,0.606,0.536,0.545,0.533,0.261,0.07,0.539,0.774,0.273,0.905,0.333,0.213,0.589
poly,1,2,0.001,1,-2.0,2.0,0.3,0.843,0.765,0.922,0.83,0.696,0.843,0.86,0.618,0.924,0.65,0.565,0.771,0.868,0.636,0.929,0.667,0.586,0.782
poly,1,2,0.001,2,-2.3,2.4,0.0,0.882,0.915,0.849,0.886,0.769,0.882,0.762,0.764,0.762,0.57,0.448,0.763,0.792,0.818,0.786,0.621,0.517,0.802
poly,1,2,0.001,3,-2.5,2.6,0.4,0.886,0.832,0.94,0.879,0.777,0.886,0.808,0.509,0.886,0.523,0.403,0.697,0.792,0.455,0.881,0.476,0.348,0.668
poly,1,2,0.001,4,-2.8,2.7,0.2,0.886,0.879,0.892,0.885,0.775,0.885,0.785,0.527,0.852,0.505,0.369,0.69,0.792,0.455,0.881,0.476,0.348,0.668
poly,1,3,0.1,0,-3.8,4.1,-0.1,0.928,0.916,0.94,0.927,0.856,0.928,0.826,0.309,0.962,0.424,0.377,0.635,0.83,0.273,0.976,0.4,0.382,0.624
poly,1,3,0.1,1,-2.6,4.2,-0.1,0.937,0.934,0.94,0.937,0.874,0.937,0.808,0.255,0.952,0.352,0.292,0.603,0.811,0.273,0.952,0.375,0.312,0.613
poly,1,3,0.1,2,-2.1,4.2,0.1,0.931,0.904,0.958,0.928,0.863,0.931,0.804,0.164,0.971,0.258,0.245,0.568,0.811,0.182,0.976,0.286,0.277,0.579
poly,1,3,0.1,3,-1.9,4.0,0.1,0.931,0.904,0.958,0.928,0.863,0.931,0.796,0.164,0.962,0.252,0.221,0.563,0.811,0.182,0.976,0.286,0.277,0.579
poly,1,3,0.1,4,-1.9,3.8,0.2,0.931,0.898,0.964,0.928,0.864,0.931,0.796,0.164,0.962,0.25,0.216,0.563,0.811,0.182,0.976,0.286,0.277,0.579
poly,1,3,0.01,0,-3.2,4.2,-0.2,0.931,0.91,0.952,0.929,0.864,0.931,0.853,0.4,0.971,0.524,0.488,0.686,0.849,0.364,0.976,0.5,0.471,0.67
poly,1,3,0.01,1,-2.0,3.2,0.1,0.931,0.928,0.934,0.93,0.862,0.931,0.766,0.255,0.9,0.311,0.191,0.577,0.755,0.273,0.881,0.316,0.174,0.577
poly,1,3,0.01,2,-2.4,2.7,0.4,0.937,0.91,0.964,0.934,0.876,0.937,0.762,0.145,0.924,0.198,0.1,0.535,0.755,0.091,0.929,0.133,0.03,0.51
poly,1,3,0.01,3,-2.7,2.5,0.5,0.937,0.91,0.964,0.934,0.876,0.937,0.774,0.2,0.924,0.263,0.162,0.562,0.792,0.273,0.929,0.353,0.258,0.601
poly,1,3,0.01,4,-2.9,2.3,0.6,0.937,0.91,0.964,0.934,0.876,0.937,0.77,0.182,0.924,0.24,0.137,0.553,0.792,0.273,0.929,0.353,0.258,0.601
poly,1,3,0.001,0,-0.9,0.4,-0.0,0.512,0.218,0.8,0.168,0.044,0.509,0.679,0.218,0.8,0.102,0.054,0.509,0.792,0.0,1.0,0.0,0.0,0.5
poly,1,3,0.001,1,-2.1,2.0,0.2,0.885,0.868,0.904,0.883,0.773,0.886,0.826,0.618,0.881,0.597,0.488,0.75,0.849,0.636,0.905,0.636,0.541,0.771
poly,1,3,0.001,2,-2.9,2.7,-0.1,0.894,0.952,0.837,0.901,0.797,0.894,0.743,0.655,0.767,0.517,0.368,0.711,0.774,0.636,0.81,0.538,0.401,0.723
poly,1,3,0.001,3,-3.9,2.8,0.2,0.91,0.904,0.916,0.909,0.821,0.91,0.766,0.491,0.838,0.466,0.318,0.665,0.792,0.455,0.881,0.476,0.348,0.668
poly,1,3,0.001,4,-4.7,2.6,0.4,0.919,0.922,0.916,0.92,0.839,0.919,0.792,0.509,0.867,0.501,0.371,0.688,0.774,0.455,0.857,0.455,0.312,0.656
