Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-2.1,1.2,0.1,0.765,0.683,0.846,0.744,0.537,0.765,0.656,0.105,0.83,0.126,-0.079,0.468,0.658,0.105,0.833,0.129,-0.073,0.469
RBF,1,0.01,-1.5,2.0,0.0,0.702,0.521,0.883,0.632,0.438,0.702,0.701,0.389,0.8,0.387,0.193,0.595,0.671,0.421,0.75,0.381,0.161,0.586
RBF,1,0.001,-1.2,1.9,0.4,0.617,0.25,0.983,0.392,0.344,0.617,0.795,0.326,0.943,0.433,0.354,0.635,0.797,0.316,0.95,0.429,0.358,0.633
RBF,1,0.0001,-0.9,0.8,-0.1,0.602,0.217,0.987,0.352,0.321,0.602,0.803,0.316,0.957,0.434,0.374,0.636,0.797,0.316,0.95,0.429,0.358,0.633
RBF,1,1e-05,-0.1,0.1,0.0,0.565,0.138,0.992,0.239,0.249,0.565,0.797,0.211,0.983,0.333,0.34,0.597,0.797,0.211,0.983,0.333,0.34,0.597
RBF,5,0.1,-3.0,1.5,0.0,0.86,0.867,0.854,0.861,0.721,0.86,0.671,0.137,0.84,0.166,-0.028,0.488,0.684,0.158,0.85,0.194,0.009,0.504
RBF,5,0.01,-2.8,2.9,0.6,0.74,0.538,0.942,0.673,0.525,0.74,0.694,0.011,0.91,0.015,-0.133,0.46,0.696,0.0,0.917,0.0,-0.146,0.458
RBF,5,0.001,-1.5,3.2,0.3,0.627,0.304,0.95,0.448,0.336,0.627,0.772,0.284,0.927,0.374,0.274,0.605,0.772,0.316,0.917,0.4,0.287,0.616
RBF,5,0.0001,-1.2,2.0,0.4,0.608,0.225,0.992,0.362,0.338,0.608,0.8,0.305,0.957,0.42,0.366,0.631,0.797,0.316,0.95,0.429,0.358,0.633
RBF,5,1e-05,-0.5,0.4,-0.1,0.621,0.288,0.954,0.43,0.325,0.621,0.775,0.358,0.907,0.433,0.311,0.632,0.785,0.368,0.917,0.452,0.339,0.643
RBF,10,0.1,-3.2,1.8,0.0,0.862,0.879,0.846,0.865,0.727,0.862,0.678,0.168,0.84,0.201,0.01,0.504,0.696,0.211,0.85,0.25,0.07,0.53
RBF,10,0.01,-3.4,3.0,0.6,0.735,0.546,0.925,0.673,0.509,0.735,0.696,0.021,0.91,0.03,-0.117,0.466,0.684,0.0,0.9,0.0,-0.161,0.45
RBF,10,0.001,-2.0,4.0,-0.2,0.685,0.538,0.833,0.628,0.391,0.685,0.643,0.347,0.737,0.319,0.081,0.542,0.608,0.368,0.683,0.311,0.047,0.526
RBF,10,0.0001,-1.3,2.4,0.4,0.615,0.246,0.983,0.388,0.341,0.615,0.792,0.316,0.943,0.422,0.343,0.63,0.785,0.316,0.933,0.414,0.32,0.625
RBF,10,1e-05,-0.9,0.9,-0.2,0.621,0.288,0.954,0.43,0.325,0.621,0.775,0.358,0.907,0.433,0.311,0.632,0.785,0.368,0.917,0.452,0.339,0.643
