Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-1.9,1.2,-0.1,0.838,0.862,0.812,0.841,0.677,0.838,0.676,0.179,0.833,0.209,0.016,0.506,0.696,0.158,0.867,0.2,0.03,0.512
RBF,1,0.01,-1.6,1.5,-0.3,0.748,0.817,0.679,0.763,0.503,0.748,0.625,0.737,0.59,0.487,0.28,0.663,0.633,0.684,0.617,0.473,0.258,0.65
RBF,1,0.001,-1.2,1.9,0.4,0.635,0.283,0.987,0.437,0.381,0.635,0.775,0.263,0.937,0.359,0.272,0.6,0.759,0.211,0.933,0.296,0.204,0.572
RBF,1,0.0001,-1.1,1.0,-0.0,0.594,0.204,0.983,0.333,0.3,0.594,0.797,0.263,0.967,0.385,0.346,0.615,0.797,0.263,0.967,0.385,0.346,0.615
RBF,1,1e-05,-0.2,0.2,0.0,0.573,0.158,0.988,0.27,0.264,0.573,0.815,0.253,0.993,0.396,0.428,0.623,0.823,0.263,1.0,0.417,0.462,0.632
RBF,5,0.1,-2.1,1.2,0.2,0.873,0.788,0.958,0.86,0.759,0.873,0.772,0.147,0.97,0.239,0.221,0.559,0.785,0.158,0.983,0.261,0.275,0.571
RBF,5,0.01,-2.6,2.8,0.0,0.802,0.838,0.767,0.809,0.607,0.802,0.623,0.316,0.72,0.286,0.033,0.518,0.646,0.316,0.75,0.3,0.064,0.533
RBF,5,0.001,-1.8,4.0,-0.6,0.71,0.825,0.596,0.74,0.436,0.71,0.519,0.621,0.487,0.385,0.092,0.554,0.494,0.632,0.45,0.375,0.07,0.541
RBF,5,0.0001,-1.2,2.3,0.4,0.627,0.271,0.983,0.42,0.363,0.627,0.782,0.284,0.94,0.385,0.301,0.612,0.785,0.316,0.933,0.414,0.32,0.625
RBF,5,1e-05,-0.8,0.8,-0.1,0.598,0.229,0.967,0.363,0.29,0.598,0.81,0.379,0.947,0.489,0.412,0.663,0.81,0.368,0.95,0.483,0.409,0.659
RBF,10,0.1,-2.1,1.2,0.2,0.875,0.788,0.962,0.862,0.764,0.875,0.775,0.147,0.973,0.24,0.228,0.56,0.785,0.158,0.983,0.261,0.275,0.571
RBF,10,0.01,-3.8,3.2,0.3,0.806,0.783,0.829,0.801,0.614,0.806,0.714,0.189,0.88,0.241,0.087,0.535,0.709,0.158,0.883,0.207,0.053,0.521
RBF,10,0.001,-2.2,4.9,-0.4,0.75,0.821,0.679,0.766,0.507,0.75,0.572,0.6,0.563,0.403,0.14,0.582,0.57,0.579,0.567,0.393,0.125,0.573
RBF,10,0.0001,-1.3,2.8,0.4,0.629,0.271,0.987,0.421,0.37,0.629,0.767,0.284,0.92,0.369,0.259,0.602,0.759,0.263,0.917,0.345,0.231,0.59
RBF,10,1e-05,-1.2,1.1,-0.0,0.594,0.204,0.983,0.333,0.3,0.594,0.797,0.263,0.967,0.385,0.346,0.615,0.797,0.263,0.967,0.385,0.346,0.615
