Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-2.1,1.7,0.2,0.727,0.604,0.85,0.687,0.47,0.727,0.666,0.326,0.773,0.318,0.098,0.55,0.671,0.263,0.8,0.278,0.066,0.532
RBF,1,0.01,-1.4,1.7,0.7,0.615,0.258,0.971,0.398,0.328,0.615,0.775,0.211,0.953,0.31,0.252,0.582,0.772,0.211,0.95,0.308,0.241,0.58
RBF,1,0.001,-1.2,1.9,-0.0,0.617,0.296,0.938,0.434,0.304,0.617,0.762,0.305,0.907,0.381,0.258,0.606,0.759,0.316,0.9,0.387,0.257,0.608
RBF,1,0.0001,-0.5,0.5,-0.1,0.602,0.246,0.958,0.38,0.292,0.602,0.762,0.274,0.917,0.356,0.242,0.595,0.759,0.263,0.917,0.345,0.231,0.59
RBF,1,1e-05,-0.1,0.0,0.0,0.573,0.154,0.992,0.263,0.266,0.573,0.792,0.189,0.983,0.303,0.313,0.586,0.785,0.158,0.983,0.261,0.275,0.571
RBF,5,0.1,-2.8,2.6,0.5,0.742,0.546,0.938,0.678,0.527,0.742,0.742,0.084,0.95,0.126,0.038,0.517,0.785,0.158,0.983,0.261,0.275,0.571
RBF,5,0.01,-2.1,3.9,0.4,0.683,0.454,0.912,0.585,0.417,0.683,0.706,0.232,0.857,0.275,0.103,0.544,0.734,0.263,0.883,0.323,0.174,0.573
RBF,5,0.001,-1.5,3.8,0.6,0.604,0.246,0.962,0.381,0.299,0.604,0.767,0.253,0.93,0.343,0.246,0.591,0.772,0.263,0.933,0.357,0.264,0.598
RBF,5,0.0001,-1.2,1.6,-0.0,0.594,0.221,0.967,0.348,0.283,0.594,0.759,0.263,0.917,0.345,0.231,0.59,0.759,0.263,0.917,0.345,0.231,0.59
RBF,5,1e-05,-0.3,0.2,0.0,0.573,0.154,0.992,0.263,0.266,0.573,0.792,0.189,0.983,0.303,0.313,0.586,0.785,0.158,0.983,0.261,0.275,0.571
RBF,10,0.1,-4.0,3.2,0.1,0.773,0.758,0.788,0.769,0.548,0.773,0.635,0.221,0.767,0.226,-0.011,0.494,0.608,0.211,0.733,0.205,-0.055,0.472
RBF,10,0.01,-2.4,3.9,0.3,0.708,0.529,0.888,0.643,0.45,0.708,0.653,0.263,0.777,0.268,0.042,0.52,0.658,0.263,0.783,0.27,0.047,0.523
RBF,10,0.001,-1.6,4.4,-0.4,0.654,0.554,0.754,0.613,0.318,0.654,0.646,0.442,0.71,0.377,0.143,0.576,0.62,0.421,0.683,0.348,0.094,0.552
RBF,10,0.0001,-1.3,2.2,0.1,0.606,0.258,0.954,0.396,0.298,0.606,0.765,0.295,0.913,0.375,0.259,0.604,0.772,0.316,0.917,0.4,0.287,0.616
RBF,10,1e-05,-0.5,0.5,-0.1,0.6,0.242,0.958,0.375,0.288,0.6,0.762,0.274,0.917,0.356,0.242,0.595,0.759,0.263,0.917,0.345,0.231,0.59
