Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-1.6,1.2,-0.1,0.862,0.838,0.888,0.858,0.727,0.862,0.701,0.137,0.88,0.18,0.025,0.508,0.722,0.158,0.9,0.214,0.078,0.529
RBF,1,0.01,-1.8,1.4,0.1,0.773,0.692,0.854,0.752,0.555,0.773,0.727,0.463,0.81,0.449,0.268,0.637,0.709,0.421,0.8,0.41,0.217,0.611
RBF,1,0.001,-1.2,2.0,0.4,0.65,0.312,0.987,0.47,0.406,0.65,0.767,0.242,0.933,0.332,0.24,0.588,0.759,0.211,0.933,0.296,0.204,0.572
RBF,1,0.0001,-1.1,1.0,-0.1,0.615,0.279,0.95,0.42,0.309,0.615,0.792,0.4,0.917,0.481,0.369,0.658,0.772,0.421,0.883,0.471,0.332,0.652
RBF,1,1e-05,-0.2,0.2,0.0,0.585,0.183,0.988,0.305,0.289,0.585,0.8,0.263,0.97,0.388,0.356,0.617,0.797,0.263,0.967,0.385,0.346,0.615
RBF,5,0.1,-1.7,1.2,0.0,0.86,0.796,0.925,0.85,0.728,0.86,0.716,0.095,0.913,0.139,0.014,0.504,0.709,0.053,0.917,0.08,-0.05,0.485
RBF,5,0.01,-3.1,1.6,0.1,0.84,0.838,0.842,0.839,0.68,0.84,0.673,0.189,0.827,0.218,0.019,0.508,0.684,0.211,0.833,0.242,0.049,0.522
RBF,5,0.001,-1.7,3.4,-0.4,0.735,0.792,0.679,0.749,0.476,0.735,0.575,0.547,0.583,0.382,0.113,0.565,0.532,0.526,0.533,0.351,0.051,0.53
RBF,5,0.0001,-1.2,2.5,0.5,0.629,0.275,0.983,0.424,0.366,0.629,0.762,0.211,0.937,0.299,0.212,0.574,0.759,0.211,0.933,0.296,0.204,0.572
RBF,5,1e-05,-0.9,1.0,-0.1,0.598,0.225,0.971,0.358,0.294,0.598,0.8,0.368,0.937,0.47,0.381,0.653,0.785,0.368,0.917,0.452,0.339,0.643
RBF,10,0.1,-1.7,1.2,0.1,0.856,0.754,0.958,0.839,0.73,0.856,0.734,0.074,0.943,0.117,0.031,0.509,0.747,0.053,0.967,0.091,0.043,0.51
RBF,10,0.01,-3.8,1.6,0.2,0.852,0.838,0.867,0.85,0.705,0.852,0.684,0.179,0.843,0.214,0.027,0.511,0.684,0.158,0.85,0.194,0.009,0.504
RBF,10,0.001,-2.5,3.9,-0.1,0.765,0.742,0.788,0.757,0.532,0.765,0.651,0.442,0.717,0.378,0.146,0.579,0.671,0.368,0.767,0.35,0.131,0.568
RBF,10,0.0001,-1.3,3.2,0.4,0.644,0.308,0.979,0.462,0.389,0.644,0.765,0.263,0.923,0.349,0.244,0.593,0.759,0.263,0.917,0.345,0.231,0.59
RBF,10,1e-05,-1.1,1.1,-0.1,0.615,0.279,0.95,0.42,0.309,0.615,0.79,0.389,0.917,0.47,0.359,0.653,0.772,0.421,0.883,0.471,0.332,0.652
