Kernel,C,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
linear,1,-2.9,9.2,0.2,0.669,0.525,0.812,0.612,0.356,0.669,0.656,0.389,0.74,0.353,0.123,0.565,0.658,0.316,0.767,0.308,0.081,0.541
linear,5,-3.0,9.4,0.0,0.671,0.583,0.758,0.639,0.348,0.671,0.635,0.474,0.687,0.384,0.144,0.58,0.595,0.368,0.667,0.304,0.032,0.518
linear,10,-3.0,9.4,0.1,0.671,0.558,0.783,0.629,0.353,0.671,0.648,0.421,0.72,0.364,0.13,0.571,0.62,0.316,0.717,0.286,0.031,0.516
linear,15,-3.0,9.4,0.1,0.671,0.558,0.783,0.629,0.353,0.671,0.648,0.421,0.72,0.364,0.13,0.571,0.62,0.316,0.717,0.286,0.031,0.516
