Kernel,C,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
linear,1,-20.0,19.2,0.4,0.792,0.862,0.721,0.805,0.591,0.792,0.595,0.284,0.693,0.252,-0.021,0.489,0.62,0.263,0.733,0.25,-0.003,0.498
linear,5,-33.8,36.1,0.6,0.815,0.912,0.717,0.831,0.645,0.815,0.597,0.316,0.687,0.272,0.001,0.501,0.62,0.421,0.683,0.348,0.094,0.552
linear,10,-50.0,47.6,0.0,0.806,0.954,0.658,0.832,0.643,0.806,0.575,0.368,0.64,0.293,0.007,0.504,0.582,0.368,0.65,0.298,0.016,0.509
linear,15,-59.0,59.9,0.5,0.817,0.942,0.692,0.837,0.656,0.817,0.58,0.337,0.657,0.277,-0.006,0.497,0.633,0.368,0.717,0.326,0.079,0.543
