Kernel,C,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
linear,1,-19.1,16.9,0.9,0.898,0.904,0.892,0.899,0.797,0.898,0.694,0.273,0.805,0.262,0.07,0.539,0.66,0.182,0.786,0.182,-0.032,0.484
linear,5,-32.3,21.6,0.9,0.892,0.916,0.867,0.894,0.785,0.892,0.717,0.364,0.81,0.339,0.162,0.587,0.736,0.455,0.81,0.417,0.249,0.632
linear,10,-32.3,21.6,0.9,0.892,0.916,0.867,0.894,0.785,0.892,0.717,0.364,0.81,0.339,0.162,0.587,0.736,0.455,0.81,0.417,0.249,0.632
linear,15,-32.3,21.6,0.9,0.892,0.916,0.867,0.894,0.785,0.892,0.717,0.364,0.81,0.339,0.162,0.587,0.736,0.455,0.81,0.417,0.249,0.632
