n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.798,0.333,0.987,0.463,0.466,0.66,0.785,0.325,0.989,0.473,0.469,0.657,0.808,0.375,1.0,0.545,0.542,0.688
200,None,0.5,0.788,0.333,0.973,0.457,0.45,0.653,0.8,0.4,0.978,0.54,0.499,0.689,0.846,0.5,1.0,0.667,0.64,0.75
200,None,0.75,0.75,0.233,0.96,0.32,0.299,0.597,0.815,0.45,0.978,0.583,0.54,0.714,0.846,0.5,1.0,0.667,0.64,0.75
200,None,None,0.769,0.3,0.96,0.39,0.362,0.63,0.808,0.425,0.978,0.563,0.521,0.701,0.885,0.625,1.0,0.769,0.732,0.812
400,None,0.25,0.798,0.333,0.987,0.463,0.466,0.66,0.785,0.325,0.989,0.473,0.469,0.657,0.846,0.5,1.0,0.667,0.64,0.75
400,None,0.5,0.788,0.333,0.973,0.457,0.45,0.653,0.8,0.4,0.978,0.54,0.499,0.689,0.885,0.625,1.0,0.769,0.732,0.812
400,None,0.75,0.769,0.333,0.947,0.44,0.417,0.64,0.808,0.425,0.978,0.563,0.521,0.701,0.885,0.625,1.0,0.769,0.732,0.812
400,None,None,0.75,0.267,0.947,0.364,0.359,0.607,0.808,0.425,0.978,0.563,0.521,0.701,0.885,0.625,1.0,0.769,0.732,0.812
600,None,0.25,0.788,0.3,0.987,0.437,0.441,0.643,0.8,0.375,0.989,0.523,0.51,0.682,0.846,0.5,1.0,0.667,0.64,0.75
600,None,0.5,0.788,0.3,0.987,0.437,0.441,0.643,0.792,0.375,0.978,0.516,0.479,0.676,0.885,0.625,1.0,0.769,0.732,0.812
600,None,0.75,0.769,0.3,0.96,0.42,0.401,0.63,0.808,0.425,0.978,0.563,0.521,0.701,0.885,0.625,1.0,0.769,0.732,0.812
600,None,None,0.75,0.233,0.96,0.344,0.342,0.597,0.8,0.4,0.978,0.54,0.499,0.689,0.885,0.625,1.0,0.769,0.732,0.812
800,None,0.25,0.798,0.333,0.987,0.463,0.466,0.66,0.8,0.375,0.989,0.523,0.51,0.682,0.808,0.375,1.0,0.545,0.542,0.688
800,None,0.5,0.798,0.333,0.987,0.468,0.472,0.66,0.792,0.375,0.978,0.516,0.479,0.676,0.885,0.625,1.0,0.769,0.732,0.812
800,None,0.75,0.779,0.3,0.973,0.428,0.419,0.637,0.8,0.4,0.978,0.54,0.499,0.689,0.885,0.625,1.0,0.769,0.732,0.812
800,None,None,0.75,0.233,0.96,0.33,0.304,0.597,0.808,0.425,0.978,0.563,0.521,0.701,0.885,0.625,1.0,0.769,0.732,0.812
1000,None,0.25,0.798,0.333,0.987,0.463,0.466,0.66,0.808,0.4,0.989,0.547,0.529,0.694,0.808,0.375,1.0,0.545,0.542,0.688
1000,None,0.5,0.798,0.333,0.987,0.468,0.472,0.66,0.815,0.425,0.989,0.568,0.548,0.707,0.885,0.625,1.0,0.769,0.732,0.812
1000,None,0.75,0.779,0.3,0.973,0.428,0.419,0.637,0.8,0.4,0.978,0.54,0.499,0.689,0.885,0.625,1.0,0.769,0.732,0.812
1000,None,None,0.76,0.267,0.96,0.387,0.374,0.613,0.808,0.425,0.978,0.563,0.521,0.701,0.885,0.625,1.0,0.769,0.732,0.812
