n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.827,0.433,0.987,0.569,0.558,0.71,0.815,0.425,0.989,0.581,0.553,0.707,0.846,0.5,1.0,0.667,0.64,0.75
200,None,0.5,0.798,0.4,0.96,0.518,0.458,0.68,0.815,0.45,0.978,0.588,0.552,0.714,0.808,0.375,1.0,0.545,0.542,0.688
200,None,0.75,0.798,0.433,0.947,0.535,0.459,0.69,0.823,0.45,0.989,0.603,0.574,0.719,0.885,0.625,1.0,0.769,0.732,0.812
200,None,None,0.789,0.367,0.96,0.473,0.43,0.663,0.823,0.45,0.989,0.608,0.577,0.719,0.885,0.75,0.944,0.8,0.723,0.847
400,None,0.25,0.827,0.467,0.973,0.583,0.553,0.72,0.8,0.375,0.989,0.523,0.51,0.682,0.885,0.625,1.0,0.769,0.732,0.812
400,None,0.5,0.817,0.467,0.96,0.575,0.513,0.713,0.815,0.45,0.978,0.599,0.55,0.714,0.846,0.5,1.0,0.667,0.64,0.75
400,None,0.75,0.789,0.4,0.947,0.504,0.428,0.673,0.838,0.5,0.989,0.653,0.615,0.744,0.885,0.625,1.0,0.769,0.732,0.812
400,None,None,0.798,0.4,0.96,0.515,0.462,0.68,0.846,0.525,0.989,0.677,0.634,0.757,0.846,0.625,0.944,0.714,0.624,0.785
600,None,0.25,0.826,0.433,0.987,0.553,0.551,0.71,0.8,0.375,0.989,0.523,0.51,0.682,0.846,0.5,1.0,0.667,0.64,0.75
600,None,0.5,0.807,0.433,0.96,0.533,0.481,0.697,0.831,0.475,0.989,0.63,0.592,0.732,0.846,0.5,1.0,0.667,0.64,0.75
600,None,0.75,0.788,0.367,0.96,0.473,0.43,0.663,0.815,0.425,0.989,0.58,0.552,0.707,0.846,0.625,0.944,0.714,0.624,0.785
600,None,None,0.788,0.367,0.96,0.473,0.43,0.663,0.838,0.5,0.989,0.653,0.615,0.744,0.808,0.5,0.944,0.615,0.52,0.722
800,None,0.25,0.817,0.433,0.973,0.54,0.521,0.703,0.815,0.425,0.989,0.576,0.551,0.707,0.846,0.5,1.0,0.667,0.64,0.75
800,None,0.5,0.807,0.433,0.96,0.533,0.481,0.697,0.823,0.45,0.989,0.601,0.571,0.719,0.846,0.5,1.0,0.667,0.64,0.75
800,None,0.75,0.798,0.4,0.96,0.506,0.457,0.68,0.823,0.45,0.989,0.609,0.574,0.719,0.846,0.5,1.0,0.667,0.64,0.75
800,None,None,0.808,0.433,0.96,0.549,0.489,0.697,0.838,0.5,0.989,0.653,0.615,0.744,0.808,0.5,0.944,0.615,0.52,0.722
1000,None,0.25,0.826,0.433,0.987,0.553,0.551,0.71,0.808,0.4,0.989,0.556,0.533,0.694,0.846,0.5,1.0,0.667,0.64,0.75
1000,None,0.5,0.807,0.433,0.96,0.533,0.481,0.697,0.831,0.475,0.989,0.618,0.588,0.732,0.846,0.5,1.0,0.667,0.64,0.75
1000,None,0.75,0.798,0.4,0.96,0.506,0.457,0.68,0.823,0.45,0.989,0.608,0.577,0.719,0.808,0.5,0.944,0.615,0.52,0.722
1000,None,None,0.808,0.433,0.96,0.549,0.489,0.697,0.838,0.5,0.989,0.653,0.615,0.744,0.808,0.5,0.944,0.615,0.52,0.722
