n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.817,0.367,1.0,0.508,0.526,0.683,0.808,0.4,0.989,0.545,0.534,0.694,0.885,0.625,1.0,0.769,0.732,0.812
200,None,0.5,0.798,0.333,0.987,0.437,0.426,0.66,0.808,0.425,0.978,0.562,0.523,0.701,0.808,0.5,0.944,0.615,0.52,0.722
200,None,0.75,0.788,0.333,0.973,0.433,0.407,0.653,0.808,0.425,0.978,0.557,0.524,0.701,0.846,0.5,1.0,0.667,0.64,0.75
200,None,None,0.798,0.4,0.96,0.508,0.483,0.68,0.815,0.45,0.978,0.578,0.542,0.714,0.846,0.5,1.0,0.667,0.64,0.75
400,None,0.25,0.817,0.367,1.0,0.508,0.526,0.683,0.823,0.425,1.0,0.574,0.571,0.712,0.885,0.625,1.0,0.769,0.732,0.812
400,None,0.5,0.788,0.3,0.987,0.387,0.358,0.643,0.815,0.45,0.978,0.593,0.551,0.714,0.846,0.5,1.0,0.667,0.64,0.75
400,None,0.75,0.778,0.3,0.973,0.376,0.336,0.637,0.808,0.425,0.978,0.547,0.515,0.701,0.846,0.5,1.0,0.667,0.64,0.75
400,None,None,0.769,0.333,0.947,0.416,0.373,0.64,0.815,0.45,0.978,0.574,0.541,0.714,0.846,0.5,1.0,0.667,0.64,0.75
600,None,0.25,0.826,0.4,1.0,0.541,0.552,0.7,0.815,0.425,0.989,0.57,0.552,0.707,0.846,0.5,1.0,0.667,0.64,0.75
600,None,0.5,0.797,0.333,0.987,0.444,0.429,0.66,0.808,0.425,0.978,0.563,0.521,0.701,0.846,0.5,1.0,0.667,0.64,0.75
600,None,0.75,0.788,0.333,0.973,0.433,0.407,0.653,0.8,0.4,0.978,0.527,0.495,0.689,0.846,0.5,1.0,0.667,0.64,0.75
600,None,None,0.769,0.3,0.96,0.367,0.318,0.63,0.808,0.425,0.978,0.555,0.52,0.701,0.846,0.5,1.0,0.667,0.64,0.75
800,None,0.25,0.826,0.4,1.0,0.541,0.552,0.7,0.831,0.45,1.0,0.61,0.597,0.725,0.846,0.5,1.0,0.667,0.64,0.75
800,None,0.5,0.797,0.333,0.987,0.444,0.429,0.66,0.808,0.425,0.978,0.563,0.521,0.701,0.846,0.5,1.0,0.667,0.64,0.75
800,None,0.75,0.788,0.333,0.973,0.433,0.407,0.653,0.815,0.45,0.978,0.578,0.542,0.714,0.846,0.5,1.0,0.667,0.64,0.75
800,None,None,0.778,0.3,0.973,0.376,0.336,0.637,0.815,0.45,0.978,0.574,0.541,0.714,0.846,0.5,1.0,0.667,0.64,0.75
1000,None,0.25,0.826,0.4,1.0,0.541,0.552,0.7,0.831,0.45,1.0,0.61,0.597,0.725,0.885,0.625,1.0,0.769,0.732,0.812
1000,None,0.5,0.797,0.333,0.987,0.444,0.429,0.66,0.808,0.425,0.978,0.563,0.521,0.701,0.846,0.5,1.0,0.667,0.64,0.75
1000,None,0.75,0.788,0.333,0.973,0.433,0.407,0.653,0.808,0.425,0.978,0.555,0.52,0.701,0.846,0.5,1.0,0.667,0.64,0.75
1000,None,None,0.788,0.333,0.973,0.433,0.407,0.653,0.808,0.425,0.978,0.555,0.52,0.701,0.846,0.5,1.0,0.667,0.64,0.75
