Kernel,C,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
linear,1,-8.0,15.5,0.1,0.859,0.852,0.866,0.856,0.727,0.859,0.785,0.825,0.767,0.703,0.558,0.796,0.769,0.75,0.778,0.667,0.501,0.764
linear,5,-11.4,20.7,0.9,0.866,0.866,0.866,0.866,0.733,0.866,0.723,0.625,0.767,0.58,0.378,0.696,0.731,0.625,0.778,0.588,0.391,0.701
linear,10,-13.5,30.0,-0.0,0.872,0.933,0.812,0.881,0.753,0.873,0.708,0.75,0.689,0.613,0.41,0.719,0.654,0.5,0.722,0.471,0.216,0.611
linear,15,-15.7,34.4,0.4,0.872,0.933,0.812,0.881,0.754,0.873,0.7,0.7,0.7,0.589,0.375,0.7,0.577,0.5,0.611,0.421,0.104,0.556
