n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.931,0.954,0.908,0.933,0.864,0.931,0.803,0.589,0.87,0.59,0.46,0.73,0.785,0.526,0.867,0.541,0.4,0.696
200,None,0.5,0.923,0.95,0.896,0.925,0.847,0.923,0.79,0.568,0.86,0.565,0.428,0.714,0.835,0.579,0.917,0.629,0.527,0.748
200,None,0.75,0.908,0.954,0.862,0.912,0.82,0.908,0.792,0.568,0.863,0.567,0.431,0.716,0.81,0.526,0.9,0.571,0.453,0.713
200,None,None,0.902,0.946,0.858,0.906,0.807,0.902,0.79,0.547,0.867,0.555,0.419,0.707,0.81,0.526,0.9,0.571,0.453,0.713
400,None,0.25,0.923,0.95,0.896,0.925,0.847,0.923,0.805,0.579,0.877,0.589,0.462,0.728,0.81,0.526,0.9,0.571,0.453,0.713
400,None,0.5,0.925,0.946,0.904,0.927,0.851,0.925,0.79,0.547,0.867,0.556,0.419,0.707,0.835,0.579,0.917,0.629,0.527,0.748
400,None,0.75,0.915,0.954,0.875,0.918,0.832,0.915,0.792,0.568,0.863,0.567,0.431,0.716,0.823,0.526,0.917,0.588,0.483,0.721
400,None,None,0.904,0.942,0.867,0.908,0.811,0.904,0.79,0.558,0.863,0.559,0.422,0.711,0.823,0.526,0.917,0.588,0.483,0.721
600,None,0.25,0.927,0.946,0.908,0.929,0.855,0.927,0.8,0.589,0.867,0.586,0.454,0.728,0.81,0.579,0.883,0.595,0.471,0.731
600,None,0.5,0.925,0.942,0.908,0.926,0.851,0.925,0.792,0.558,0.867,0.563,0.428,0.712,0.823,0.526,0.917,0.588,0.483,0.721
600,None,0.75,0.908,0.954,0.862,0.912,0.82,0.908,0.792,0.558,0.867,0.562,0.427,0.712,0.823,0.526,0.917,0.588,0.483,0.721
600,None,None,0.902,0.942,0.862,0.906,0.807,0.902,0.787,0.558,0.86,0.557,0.418,0.709,0.823,0.526,0.917,0.588,0.483,0.721
800,None,0.25,0.919,0.95,0.888,0.922,0.84,0.919,0.797,0.579,0.867,0.578,0.445,0.723,0.835,0.632,0.9,0.649,0.542,0.766
800,None,0.5,0.915,0.946,0.883,0.917,0.831,0.915,0.792,0.568,0.863,0.568,0.433,0.716,0.823,0.526,0.917,0.588,0.483,0.721
800,None,0.75,0.906,0.95,0.862,0.91,0.816,0.906,0.792,0.568,0.863,0.567,0.431,0.716,0.823,0.526,0.917,0.588,0.483,0.721
800,None,None,0.898,0.938,0.858,0.902,0.798,0.898,0.79,0.558,0.863,0.56,0.423,0.711,0.823,0.526,0.917,0.588,0.483,0.721
1000,None,0.25,0.923,0.95,0.896,0.925,0.847,0.923,0.803,0.579,0.873,0.585,0.455,0.726,0.848,0.632,0.917,0.667,0.57,0.774
1000,None,0.5,0.917,0.95,0.883,0.919,0.835,0.917,0.8,0.579,0.87,0.581,0.451,0.724,0.823,0.526,0.917,0.588,0.483,0.721
1000,None,0.75,0.906,0.95,0.862,0.91,0.816,0.906,0.795,0.568,0.867,0.57,0.437,0.718,0.823,0.526,0.917,0.588,0.483,0.721
1000,None,None,0.9,0.946,0.854,0.904,0.803,0.9,0.795,0.558,0.87,0.566,0.432,0.714,0.823,0.526,0.917,0.588,0.483,0.721
