n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.902,0.912,0.892,0.902,0.805,0.902,0.818,0.6,0.887,0.613,0.495,0.743,0.823,0.526,0.917,0.588,0.483,0.721
200,None,0.5,0.883,0.912,0.854,0.886,0.768,0.883,0.803,0.547,0.883,0.57,0.444,0.715,0.823,0.526,0.917,0.588,0.483,0.721
200,None,0.75,0.888,0.904,0.871,0.889,0.776,0.888,0.803,0.589,0.87,0.59,0.461,0.73,0.835,0.526,0.933,0.606,0.514,0.73
200,None,None,0.888,0.912,0.862,0.89,0.777,0.888,0.808,0.589,0.877,0.596,0.475,0.733,0.835,0.526,0.933,0.606,0.514,0.73
400,None,0.25,0.908,0.925,0.892,0.91,0.817,0.908,0.813,0.6,0.88,0.607,0.485,0.74,0.823,0.579,0.9,0.611,0.498,0.739
400,None,0.5,0.902,0.917,0.888,0.903,0.805,0.902,0.792,0.547,0.87,0.558,0.424,0.709,0.835,0.579,0.917,0.629,0.527,0.748
400,None,0.75,0.892,0.908,0.875,0.893,0.785,0.892,0.803,0.579,0.873,0.585,0.456,0.726,0.823,0.526,0.917,0.588,0.483,0.721
400,None,None,0.89,0.904,0.875,0.89,0.78,0.89,0.8,0.579,0.87,0.581,0.451,0.724,0.823,0.526,0.917,0.588,0.483,0.721
600,None,0.25,0.904,0.925,0.883,0.906,0.81,0.904,0.808,0.589,0.877,0.596,0.471,0.733,0.835,0.579,0.917,0.629,0.527,0.748
600,None,0.5,0.896,0.917,0.875,0.898,0.793,0.896,0.797,0.547,0.877,0.564,0.435,0.712,0.848,0.579,0.933,0.647,0.558,0.756
600,None,0.75,0.894,0.912,0.875,0.895,0.789,0.894,0.808,0.589,0.877,0.594,0.469,0.733,0.835,0.526,0.933,0.606,0.514,0.73
600,None,None,0.888,0.908,0.867,0.889,0.776,0.888,0.808,0.589,0.877,0.595,0.472,0.733,0.835,0.526,0.933,0.606,0.514,0.73
800,None,0.25,0.908,0.925,0.892,0.909,0.818,0.908,0.803,0.579,0.873,0.585,0.456,0.726,0.835,0.579,0.917,0.629,0.527,0.748
800,None,0.5,0.9,0.917,0.883,0.901,0.801,0.9,0.797,0.558,0.873,0.569,0.438,0.716,0.835,0.579,0.917,0.629,0.527,0.748
800,None,0.75,0.898,0.912,0.883,0.899,0.797,0.898,0.81,0.589,0.88,0.598,0.475,0.735,0.823,0.526,0.917,0.588,0.483,0.721
800,None,None,0.894,0.921,0.867,0.896,0.789,0.894,0.81,0.589,0.88,0.598,0.476,0.735,0.823,0.526,0.917,0.588,0.483,0.721
1000,None,0.25,0.908,0.921,0.896,0.909,0.817,0.908,0.81,0.589,0.88,0.598,0.475,0.735,0.835,0.579,0.917,0.629,0.527,0.748
1000,None,0.5,0.9,0.917,0.883,0.901,0.801,0.9,0.797,0.547,0.877,0.564,0.434,0.712,0.823,0.579,0.9,0.611,0.498,0.739
1000,None,0.75,0.896,0.917,0.875,0.898,0.793,0.896,0.808,0.579,0.88,0.591,0.467,0.729,0.823,0.526,0.917,0.588,0.483,0.721
1000,None,None,0.894,0.917,0.871,0.896,0.789,0.894,0.81,0.589,0.88,0.598,0.476,0.735,0.823,0.526,0.917,0.588,0.483,0.721
