n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.879,0.896,0.862,0.881,0.761,0.879,0.797,0.547,0.877,0.565,0.435,0.712,0.823,0.526,0.917,0.588,0.483,0.721
200,None,0.5,0.846,0.875,0.817,0.85,0.696,0.846,0.803,0.568,0.877,0.58,0.453,0.723,0.81,0.526,0.9,0.571,0.453,0.713
200,None,0.75,0.846,0.862,0.829,0.848,0.693,0.846,0.79,0.537,0.87,0.551,0.418,0.703,0.81,0.526,0.9,0.571,0.453,0.713
200,None,None,0.844,0.871,0.817,0.848,0.689,0.844,0.8,0.579,0.87,0.582,0.452,0.724,0.797,0.474,0.9,0.529,0.407,0.687
400,None,0.25,0.881,0.9,0.862,0.883,0.764,0.881,0.808,0.568,0.883,0.585,0.462,0.726,0.848,0.632,0.917,0.667,0.57,0.774
400,None,0.5,0.854,0.879,0.829,0.857,0.71,0.854,0.797,0.558,0.873,0.568,0.439,0.716,0.823,0.526,0.917,0.588,0.483,0.721
400,None,0.75,0.846,0.858,0.833,0.847,0.693,0.846,0.787,0.558,0.86,0.558,0.42,0.709,0.848,0.684,0.9,0.684,0.584,0.792
400,None,None,0.854,0.875,0.833,0.857,0.71,0.854,0.808,0.589,0.877,0.595,0.471,0.733,0.823,0.579,0.9,0.611,0.498,0.739
600,None,0.25,0.883,0.9,0.867,0.884,0.77,0.883,0.815,0.589,0.887,0.603,0.485,0.738,0.848,0.632,0.917,0.667,0.57,0.774
600,None,0.5,0.862,0.888,0.838,0.866,0.727,0.862,0.808,0.589,0.877,0.595,0.47,0.733,0.823,0.579,0.9,0.611,0.498,0.739
600,None,0.75,0.854,0.875,0.833,0.857,0.71,0.854,0.797,0.558,0.873,0.569,0.439,0.716,0.835,0.632,0.9,0.649,0.542,0.766
600,None,None,0.852,0.871,0.833,0.855,0.706,0.852,0.803,0.558,0.88,0.575,0.45,0.719,0.81,0.526,0.9,0.571,0.453,0.713
800,None,0.25,0.885,0.9,0.871,0.886,0.773,0.885,0.805,0.547,0.887,0.572,0.449,0.717,0.835,0.632,0.9,0.649,0.542,0.766
800,None,0.5,0.862,0.892,0.833,0.866,0.728,0.862,0.805,0.579,0.877,0.587,0.461,0.728,0.823,0.579,0.9,0.611,0.498,0.739
800,None,0.75,0.848,0.875,0.821,0.852,0.698,0.848,0.795,0.547,0.873,0.562,0.431,0.71,0.835,0.632,0.9,0.649,0.542,0.766
800,None,None,0.854,0.871,0.838,0.857,0.71,0.854,0.797,0.547,0.877,0.566,0.436,0.712,0.81,0.526,0.9,0.571,0.453,0.713
1000,None,0.25,0.879,0.9,0.858,0.881,0.761,0.879,0.803,0.547,0.883,0.569,0.444,0.715,0.823,0.526,0.917,0.588,0.483,0.721
1000,None,0.5,0.862,0.888,0.838,0.866,0.727,0.862,0.805,0.579,0.877,0.587,0.461,0.728,0.823,0.579,0.9,0.611,0.498,0.739
1000,None,0.75,0.85,0.879,0.821,0.854,0.702,0.85,0.8,0.558,0.877,0.573,0.445,0.717,0.823,0.579,0.9,0.611,0.498,0.739
1000,None,None,0.856,0.875,0.838,0.859,0.714,0.856,0.8,0.558,0.877,0.573,0.445,0.717,0.785,0.474,0.883,0.514,0.38,0.679
