n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.878,0.837,0.918,0.872,0.761,0.878,0.762,0.525,0.867,0.576,0.42,0.696,0.808,0.5,0.944,0.615,0.52,0.722
200,None,0.5,0.885,0.864,0.906,0.881,0.772,0.885,0.746,0.475,0.867,0.535,0.371,0.671,0.769,0.5,0.889,0.571,0.426,0.694
200,None,0.75,0.898,0.891,0.906,0.897,0.801,0.899,0.777,0.5,0.9,0.579,0.445,0.7,0.731,0.25,0.944,0.364,0.281,0.597
200,None,None,0.871,0.878,0.864,0.872,0.743,0.871,0.738,0.475,0.856,0.526,0.353,0.665,0.731,0.25,0.944,0.364,0.281,0.597
400,None,0.25,0.891,0.878,0.905,0.89,0.786,0.891,0.746,0.475,0.867,0.535,0.371,0.671,0.808,0.5,0.944,0.615,0.52,0.722
400,None,0.5,0.878,0.864,0.891,0.875,0.758,0.878,0.754,0.475,0.878,0.544,0.39,0.676,0.808,0.5,0.944,0.615,0.52,0.722
400,None,0.75,0.871,0.878,0.865,0.872,0.744,0.871,0.746,0.5,0.856,0.55,0.381,0.678,0.731,0.25,0.944,0.364,0.281,0.597
400,None,None,0.878,0.878,0.878,0.878,0.757,0.878,0.738,0.5,0.844,0.544,0.367,0.672,0.731,0.25,0.944,0.364,0.281,0.597
600,None,0.25,0.891,0.878,0.905,0.89,0.786,0.891,0.738,0.475,0.856,0.528,0.355,0.665,0.808,0.5,0.944,0.615,0.52,0.722
600,None,0.5,0.871,0.864,0.878,0.869,0.744,0.871,0.754,0.475,0.878,0.544,0.39,0.676,0.808,0.5,0.944,0.615,0.52,0.722
600,None,0.75,0.885,0.878,0.891,0.884,0.77,0.885,0.754,0.475,0.878,0.542,0.387,0.676,0.769,0.375,0.944,0.5,0.409,0.66
600,None,None,0.885,0.878,0.891,0.884,0.77,0.885,0.754,0.5,0.867,0.556,0.394,0.683,0.731,0.25,0.944,0.364,0.281,0.597
800,None,0.25,0.891,0.878,0.905,0.89,0.786,0.891,0.746,0.475,0.867,0.535,0.371,0.671,0.808,0.5,0.944,0.615,0.52,0.722
800,None,0.5,0.871,0.864,0.878,0.869,0.744,0.871,0.762,0.5,0.878,0.565,0.413,0.689,0.808,0.5,0.944,0.615,0.52,0.722
800,None,0.75,0.891,0.878,0.906,0.889,0.785,0.892,0.746,0.475,0.867,0.535,0.371,0.671,0.808,0.5,0.944,0.615,0.52,0.722
800,None,None,0.891,0.878,0.906,0.889,0.785,0.892,0.762,0.525,0.867,0.575,0.417,0.696,0.808,0.5,0.944,0.615,0.52,0.722
1000,None,0.25,0.891,0.864,0.918,0.887,0.789,0.891,0.754,0.475,0.878,0.543,0.386,0.676,0.769,0.5,0.889,0.571,0.426,0.694
1000,None,0.5,0.878,0.864,0.891,0.875,0.757,0.878,0.754,0.475,0.878,0.544,0.39,0.676,0.731,0.375,0.889,0.462,0.309,0.632
1000,None,0.75,0.891,0.878,0.906,0.889,0.785,0.892,0.746,0.475,0.867,0.535,0.371,0.671,0.808,0.5,0.944,0.615,0.52,0.722
1000,None,None,0.885,0.878,0.891,0.884,0.77,0.885,0.762,0.525,0.867,0.575,0.417,0.696,0.808,0.5,0.944,0.615,0.52,0.722
