n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.898,0.891,0.905,0.898,0.799,0.898,0.8,0.6,0.889,0.646,0.515,0.744,0.769,0.5,0.889,0.571,0.426,0.694
200,None,0.5,0.919,0.932,0.906,0.92,0.839,0.919,0.808,0.6,0.9,0.655,0.534,0.75,0.731,0.375,0.889,0.462,0.309,0.632
200,None,0.75,0.885,0.892,0.879,0.886,0.773,0.886,0.8,0.575,0.9,0.636,0.518,0.738,0.808,0.5,0.944,0.615,0.52,0.722
200,None,None,0.885,0.892,0.879,0.886,0.773,0.886,0.8,0.55,0.911,0.625,0.506,0.731,0.808,0.5,0.944,0.615,0.52,0.722
400,None,0.25,0.912,0.918,0.905,0.912,0.828,0.911,0.808,0.6,0.9,0.655,0.534,0.75,0.769,0.5,0.889,0.571,0.426,0.694
400,None,0.5,0.906,0.919,0.891,0.907,0.813,0.905,0.792,0.575,0.889,0.629,0.495,0.732,0.808,0.5,0.944,0.615,0.52,0.722
400,None,0.75,0.885,0.906,0.865,0.888,0.773,0.885,0.792,0.575,0.889,0.629,0.503,0.732,0.808,0.5,0.944,0.615,0.52,0.722
400,None,None,0.885,0.906,0.865,0.888,0.773,0.885,0.785,0.575,0.878,0.621,0.484,0.726,0.808,0.5,0.944,0.615,0.52,0.722
600,None,0.25,0.905,0.905,0.905,0.905,0.814,0.905,0.792,0.575,0.889,0.63,0.494,0.732,0.769,0.5,0.889,0.571,0.426,0.694
600,None,0.5,0.906,0.906,0.906,0.906,0.812,0.906,0.792,0.575,0.889,0.629,0.495,0.732,0.808,0.5,0.944,0.615,0.52,0.722
600,None,0.75,0.892,0.919,0.865,0.894,0.788,0.892,0.777,0.55,0.878,0.602,0.457,0.714,0.808,0.5,0.944,0.615,0.52,0.722
600,None,None,0.885,0.906,0.865,0.888,0.773,0.885,0.777,0.55,0.878,0.602,0.457,0.714,0.808,0.5,0.944,0.615,0.52,0.722
800,None,0.25,0.905,0.905,0.905,0.905,0.814,0.905,0.785,0.525,0.9,0.6,0.47,0.712,0.769,0.5,0.889,0.571,0.426,0.694
800,None,0.5,0.912,0.919,0.906,0.913,0.827,0.912,0.792,0.55,0.9,0.619,0.492,0.725,0.808,0.5,0.944,0.615,0.52,0.722
800,None,0.75,0.892,0.919,0.865,0.894,0.788,0.892,0.785,0.55,0.889,0.61,0.473,0.719,0.808,0.5,0.944,0.615,0.52,0.722
800,None,None,0.885,0.906,0.865,0.888,0.773,0.885,0.785,0.575,0.878,0.622,0.478,0.726,0.808,0.5,0.944,0.615,0.52,0.722
1000,None,0.25,0.905,0.905,0.905,0.905,0.814,0.905,0.8,0.575,0.9,0.635,0.514,0.738,0.808,0.5,0.944,0.615,0.52,0.722
1000,None,0.5,0.912,0.919,0.906,0.913,0.827,0.912,0.785,0.55,0.889,0.61,0.473,0.719,0.808,0.5,0.944,0.615,0.52,0.722
1000,None,0.75,0.892,0.919,0.865,0.894,0.788,0.892,0.785,0.55,0.889,0.61,0.473,0.719,0.808,0.5,0.944,0.615,0.52,0.722
1000,None,None,0.885,0.906,0.865,0.888,0.773,0.885,0.785,0.575,0.878,0.622,0.478,0.726,0.808,0.5,0.944,0.615,0.52,0.722
